,target,output,question
0,hallway,"football,football,n,n,n,n,n,n,n,n,",Where is the milk? 
1,hallway,"kitchen kitchen,s,e,e,e,e,e,e,e,e",Where is the football? 
2,hallway,"no no, no, no, no, no, no, no, no, no, no",Where is the football? 
3,hallway,"kitchen kitchen,s,e,e,e,e,e,e,e,e",Where is the football? 
4,garden,"football,football,football,football,football,football,football,football,football,football,",Where is the milk? 
5,garden,"s,s,s,s,s,s,s,s,s,s,",Where is the milk? 
6,bedroom,"kitchen kitchen, bathroom bathroom, hallway bathroom, bathroom bathroom, hallway bathroom bathroom, bathroom bathroom bathroom bathroom",Where is the football? 
7,bedroom,"football,n,n,n,n,n,n,n,n,n,",Where is the milk? 
8,kitchen,"kitchen,s,e,e,e,e,e,e,e,e,",Where is the football? 
9,kitchen,"no office, kitchen,n,n,n,n,n,n,n,n",Where is the football? 
10,bedroom,"no, kitchen,w,w,w,w,w,w,w,w,",Where is the football? 
11,hallway,"no office, kitchen,n,n,n,n,n,n,n,n",Where is the football? 
12,garden,"football,w,w,w,w,w,w,w,w,w,",Where is the milk? 
13,garden,"football,football,n,n,n,n,n,n,n,n,",Where is the milk? 
14,bathroom,"hallway,s,e,e,e,e,e,e,e,e,",Where is the apple? 
15,garden,"football,football,football,football,football,football,football,football,football,football,",Where is the milk? 
16,garden,"w,n,n,n,n,n,n,n,n,n,",Where is the milk? 
17,garden,"football,football,football,football,football,football,football,football,football,football,",Where is the milk? 
18,kitchen,"kitchen kitchen,n,n,n,n,n,n,n,n,n",Where is the apple? 
19,kitchen,"hallway hallway, bathroom bathroom, bathroom bathroom, hallway bathroom bathroom, bathroom bathroom hallway, bathroom bathroom bathroom",Where is the apple? 
20,bedroom,"kitchen,w,w,w,w,w,w,w,w,w,",Where is the apple? 
21,bedroom,"bedroom,n,n,n,n,n,n,n,n,n,",Where is the apple? 
22,bathroom,"kitchen kitchen, bathroom, bathroom, hallway bathroom, hallway bathroom, bathroom bathroom, hallway bathroom, bathroom",Where is the football? 
23,bathroom,"no kitchen, bathroom, hallway, bathroom, hallway, bathroom, bathroom, hallway, bathroom, bathroom",Where is the football? 
24,bedroom,"s,s,s,s,s,s,s,s,s,s,",Where is the milk? 
25,kitchen,"football,football,n,n,n,n,n,n,n,n,",Where is the milk? 
26,kitchen,"football,football, office, kitchen, bathroom, bathroom, bedroom, office, bathroom, bedroom,",Where is the milk? 
27,bathroom,"kitchen kitchen, kitchen garden, kitchen garden, kitchen garden, kitchen garden, kitchen garden, kitchen garden",Where is the apple? 
28,bathroom,"bedroom,football,football,football,football,football,football,football,football,football,",Where is the apple? 
29,kitchen,"football,football,football,football,football,football,football,football,football,football,",Where is the milk? 
30,garden,"hallway, garden, kitchen, bathroom, garden, bathroom, garden, bathroom, garden, bathroom,",Where is the apple? 
31,garden,"hallway,w,w,w,w,w,w,w,w,w,",Where is the apple? 
32,kitchen,"no hallway, no bathroom, no bedroom, no hallway, no bathroom, no bedroom, no hallway",Where is the football? 
33,kitchen,"hallway, bathroom, garden, kitchen, bathroom, garden, kitchen, bathroom, garden, bathroom,",Where is the apple? 
34,kitchen,"kitchen kitchen,w,w,w,w,w,w,w,w,w",Where is the apple? 
35,office,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
36,kitchen,"office, hallway, bathroom, bathroom, hallway, bathroom, bathroom, hallway, bathroom, bathroom,",Where is the football? 
37,kitchen,"hallway, bathroom, office, bathroom, hallway, bathroom, office, bathroom, hallway, bathroom,",Where is the football? 
38,kitchen,"kitchen kitchen, hallway hallway, bathroom bathroom, bedroom, hallway bathroom bathroom, hallway bathroom bathroom bathroom bedroom",Where is the football? 
39,bedroom,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
40,bedroom,"football,football,n,n,n,n,n,n,n,n,",Where is the milk? 
41,office,"football,football,football,football,football,football,football,football,football,football,",Where is the milk? 
42,office,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
43,office,"football,football,football, kitchen kitchen, bathroom bathroom, bathroom bathroom, kitchen bathroom bathroom, bathroom",Where is the milk? 
44,kitchen,"football,football,football,football,football,football,football,football,football,football,",Where is the apple? 
45,bedroom,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
46,office,"no hallway, no bathroom, no garden, no kitchen, no bathroom, no garden, no hallway",Where is the football? 
47,bathroom,"kitchen kitchen, bathroom bathroom, hallway bathroom, bathroom bathroom, hallway bathroom bathroom, bathroom bathroom bathroom,",Where is the football? 
48,bathroom,"w,w,w,w,w,w,w,w,w,w",Where is the football? 
49,bedroom,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
50,bathroom,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
51,hallway,"hallway,w,w,w,w,w,w,w,w,w,",Where is the apple? 
52,kitchen,"kitchen kitchen, bathroom bathroom, bathroom bedroom, bathroom bedroom, kitchen kitchen, bathroom bedroom, bathroom bedroom",Where is the football? 
53,kitchen,"no kitchen kitchen, bedroom,n,n,n,n,n,n,n,",Where is the football? 
54,kitchen,"no, no, no, no, no, no, no, no, no, no,",Where is the football? 
55,bathroom,"no garden, kitchen,n,n,n,n,n,n,n,n",Where is the apple? 
56,bathroom,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
57,kitchen,"w,s,w,w,w,w,w,w,w,w,",Where is the milk? 
58,kitchen,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
59,bedroom,"hallway, bathroom, bedroom, office, kitchen, bathroom, bedroom, office, kitchen, bathroom,",Where is the apple? 
60,garden,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
61,garden,"w,n,n,n,n,n,n,n,n,n,",Where is the milk? 
62,kitchen,"kitchen kitchen, bathroom bathroom, bedroom, bathroom bathroom, bedroom, bathroom bathroom, bedroom, bathroom bathroom",Where is the football? 
63,kitchen,"kitchen kitchen, bathroom bathroom, bedroom, hallway bathroom, hallway bathroom bathroom, hallway bathroom bathroom bathroom bathroom",Where is the football? 
64,kitchen,"office, kitchen, bedroom, office, kitchen, bedroom, office, kitchen, bedroom, office,",Where is the football? 
65,kitchen,"kitchen kitchen, bedroom, kitchen kitchen, bedroom, kitchen kitchen, bedroom, kitchen kitchen, bedroom,",Where is the football? 
66,kitchen,"no bedroom,n,n,n,n,n,n,n,n,n",Where is the football? 
67,bedroom,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
68,bedroom,"s,s,s,s,s,s,s,s,s,s,",Where is the milk? 
69,bedroom,"no, no, no, no, no, no, no, no, no, no,",Where is the football? 
70,garden,"hallway, bathroom, office, garden, kitchen, bathroom, garden, kitchen, bathroom, garden,",Where is the apple? 
71,garden,"hallway, office, bathroom, bedroom, office, bathroom, bedroom, office, bathroom, bedroom,",Where is the apple? 
72,bathroom,"kitchen,w,w,w,w,w,w,w,w,w,",Where is the apple? 
73,bathroom,"no, kitchen,s,e,e,e,e,e,e,e,",Where is the apple? 
74,bathroom,"kitchen kitchen, bathroom bathroom, bathroom bedroom, bathroom bedroom, bathroom bedroom, bathroom bedroom, bathroom bedroom",Where is the apple? 
75,office,"hallway, bathroom, garden, kitchen, bathroom, garden, kitchen, bathroom, garden, bathroom,",Where is the apple? 
76,hallway,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
77,hallway,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
78,hallway,"s,e,e,e,e,e,e,e,e,e,",Where is the milk? 
79,hallway,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
80,bathroom,"bathroom bathroom, hallway bathroom, bathroom bathroom, hallway bathroom bathroom, bathroom bathroom, bathroom bathroom hallway bathroom",Where is the football? 
81,bathroom,"kitchen,w,w,w,w,w,w,w,w,w,",Where is the football? 
82,kitchen,"kitchen kitchen kitchen, bedroom, office, kitchen kitchen, bedroom, office, kitchen kitchen kitchen, bedroom",Where is the football? 
83,kitchen,"no office, kitchen, bedroom, office, kitchen, bedroom, office, kitchen, bedroom, office",Where is the football? 
84,kitchen,"kitchen kitchen, hallway bathroom, hallway bathroom, garden, bathroom bathroom, garden, bathroom bathroom, garden",Where is the football? 
85,bathroom,"kitchen kitchen, bathroom bathroom, bedroom, hallway bathroom, hallway bathroom bathroom, hallway bathroom bathroom bathroom bathroom",Where is the milk? 
86,kitchen,"hallway hallway, bathroom bathroom, bedroom, bathroom bathroom, hallway bathroom bathroom, bathroom bathroom bedroom, bathroom",Where is the apple? 
87,bathroom,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
88,bedroom,"no,w,w,w,w,w,w,w,w,w,",Where is the football? 
89,kitchen,"bedroom,s,e,e,e,e,e,e,e,e,",Where is the apple? 
90,kitchen,"football,n,n,n,n,n,n,n,n,n,",Where is the milk? 
91,kitchen,"football,w,w,w,w,w,w,w,w,w,",Where is the milk? 
92,kitchen,"w,s,w,w,w,w,w,w,w,w,",Where is the milk? 
93,kitchen,"football,football,football, kitchen garden, kitchen garden, kitchen garden, kitchen garden, kitchen garden",Where is the milk? 
94,kitchen,"football,football,football,football,football,football,football,football,football,football,",Where is the milk? 
95,bathroom,"kitchen kitchen,w,w,w,w,w,w,w,w,w",Where is the football? 
96,bathroom,"kitchen,n,n,n,n,n,n,n,n,n,",Where is the football? 
97,bathroom,"no, kitchen,n,n,n,n,n,n,n,n,",Where is the football? 
98,bathroom,"hallway, bathroom, office, bathroom, hallway, bathroom, office, bathroom, hallway, bathroom,",Where is the football? 
99,hallway,"s,s,s,s,s,s,s,s,s,s,",Where is the milk? 
100,office,"football,football,football,football,football,football,football,football,football,football,",Where is the milk? 
101,office,"office office, kitchen kitchen, office, kitchen kitchen, office, kitchen kitchen, office, kitchen kitchen",Where is the milk? 
102,kitchen,"football,football,football,football,football,football,football,football,football,football,",Where is the milk? 
103,kitchen,"w,w,w,w,w,w,w,w,w,w,",Where is the milk? 
104,bedroom,"bedroom,n,n,n,n,n,n,n,n,n,",Where is the football? 
105,bathroom,"kitchen, bathroom, bedroom, office, kitchen, bathroom, bedroom, office, kitchen, bathroom,",Where is the football? 
106,bedroom,"football,football,football, kitchen kitchen, bathroom bathroom, bathroom bathroom, kitchen kitchen bathroom bathroom,",Where is the milk? 
107,bathroom,hallway bathroom bathroom bathroom bathroom hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is the apple? 
