,target,output,question
0,hallway,"no hallway, no garden, no kitchen, no bedroom, no garden, no kitchen, no bedroom",Where is John? 
1,bathroom,"no one, no one, no one, no one, no one, no one, no one",Where is Mary? 
2,kitchen,"kitchen kitchen,s,e,e,e,e,e,e,e,e",Where is Sandra? 
3,hallway,"hallway hallway, bathroom bathroom, bathroom bathroom, hallway bathroom bathroom, bathroom bathroom, hallway bathroom bathroom,",Where is Sandra? 
4,kitchen,"no, no, no, no, no, no, no, no, no, no,",Where is Sandra? 
5,hallway,"hallway hallway, bathroom bathroom, bathroom bedroom, bathroom bathroom bedroom, bathroom bathroom bedroom, bathroom bathroom bedroom",Where is Sandra? 
6,garden,"hallway, bathroom, bathroom, hallway, bathroom, bathroom, hallway, bathroom, bathroom, bathroom,",Where is Sandra? 
7,hallway,"hallway, bathroom, bathroom, hallway, bathroom, bathroom, hallway, bathroom, bathroom, bathroom,",Where is Daniel? 
8,office,"white, gray, hallway hallway, bathroom bathroom, bathroom bathroom, hallway bathroom bathroom, bathroom bathroom bathroom",Where is Sandra? 
9,office,"s,s,s,s,s,s,s,s,s,s,",Where is Daniel? 
10,kitchen,"kitchen garden, kitchen garden, kitchen garden, garden, kitchen garden, garden, kitchen garden, garden",Where is Mary? 
11,garden,"no garden, no kitchen, no kitchen, no garden, no kitchen, no garden, no kitchen",Where is Mary? 
12,office,"bedroom,s,s,s,s,s,s,s,s,s,",Where is Daniel? 
13,bedroom,"kitchen kitchen, bathroom bathroom, bedroom, bathroom bathroom, bedroom, bathroom bathroom, bathroom bathroom bedroom,",Where is Mary? 
14,bedroom,"hallway, bathroom, bathroom, hallway, bathroom, bathroom, hallway, bathroom, bathroom, bathroom,",Where is Mary? 
15,kitchen,"s,s,s,s,s,s,s,s,s,s,",Where is John? 
16,garden,"s,s,e,e,e,e,e,e,e,e,",Where is John? 
17,kitchen,"s,s,s,s,s,s,s,s,s,s,",Where is John? 
18,office,"hallway, office, bathroom, bedroom, office, bathroom, bedroom, office, bathroom, bedroom,",Where is Daniel? 
19,kitchen,"hallway hallway, bathroom bathroom, bathroom bathroom, hallway bathroom bathroom, bathroom bathroom, hallway bathroom bathroom,",Where is John? 
20,hallway,"no one, no one, no one, no one, no one, no one, no one",Where is Mary? 
21,office,hallway bathroom bathroom bathroom bathroom bathroom hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is John? 
22,office,"office,n,n,n,n,n,n,n,n,n,",Where is John? 
23,hallway,"garden, kitchen garden, kitchen garden, bathroom garden, bathroom garden, bathroom garden, bathroom garden,",Where is Sandra? 
24,bedroom,"office, kitchen garden, kitchen garden, bathroom garden, bathroom garden, bathroom garden, bathroom garden,",Where is Daniel? 
25,bedroom,"no hallway, no garden, no kitchen, no bathroom, no bedroom, no hallway, no garden",Where is Sandra? 
26,bedroom,"office, kitchen, bathroom, bedroom, office, kitchen, bathroom, bedroom, office, kitchen,",Where is Mary? 
27,kitchen,"kitchen kitchen, hallway, bathroom, bathroom, bathroom, hallway, bathroom, bathroom, bathroom, bathroom",Where is Daniel? 
28,kitchen,"no one, no one, no one, no one, no one, no one, no one",Where is Daniel? 
29,kitchen,hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is Daniel? 
30,hallway,"no, no, no, no, no, no, no, no, no, no,",Where is Sandra? 
31,office,"no one, no one, no one, no one, no one, no one, no one",Where is John? 
32,kitchen,hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is Sandra? 
33,kitchen,"no office,n,n,n,n,n,n,n,n,n",Where is Sandra? 
34,bathroom,"bathroom bathroom bathroom garden, garden, bathroom bathroom garden, bathroom bathroom garden, bathroom bathroom garden, bathroom",Where is Sandra? 
35,office,"garden,w,w,w,w,w,w,w,w,w,",Where is Mary? 
36,bathroom,"thirsty, kitchen, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom",Where is Mary? 
37,garden,"no one, no one, no one, no one, no one, no one, no one",Where is Mary? 
38,kitchen,"no, no, no, no, no, no, no, no, no, no,",Where is Sandra? 
39,bedroom,"s,s,s,s,s,s,s,s,s,s,",Where is Daniel? 
40,bathroom,"bedroom,w,w,w,w,w,w,w,w,w,",Where is Sandra? 
41,garden,"hallway,s,e,e,e,e,e,e,e,e,",Where is Daniel? 
42,bathroom,"white hallway, bathroom, bedroom, hallway, bathroom, bedroom, bathroom, hallway, bathroom, bedroom",Where is Sandra? 
43,hallway,"s,s,s,s,s,s,s,s,s,s,",Where is Daniel? 
44,garden,hallway hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is Daniel? 
45,kitchen,"Fred, Fred, Bill, Bill, Fred, Bill, Fred, Bill, Fred, Bill,",Where is Mary? 
46,hallway,"hallway,s,e,e,e,e,e,e,e,e,",Where is Daniel? 
47,bathroom,"hallway, bathroom, bedroom, bathroom, hallway bathroom, bedroom, bathroom, hallway bathroom, bathroom bathroom",Where is Sandra? 
48,office,"no office, no garden, no kitchen, no bedroom, no kitchen, no bedroom, no kitchen",Where is John? 
49,bedroom,"hallway hallway, bathroom bathroom, bathroom bathroom, hallway bathroom, bathroom bathroom, hallway bathroom bathroom, bathroom",Where is John? 
