,target,output,question
0,bedroom,"bedroom,w,w,w,w,w,w,w,w,w,",What is the bathroom east of?
1,bedroom,"bedroom,w,w,w,w,w,w,w,w,w,",What is west of the kitchen?
2,bathroom,"kitchen kitchen,s,e,e,e,e,e,e,e,e",What is north of the garden?
3,bedroom,"bedroom,s,e,e,e,e,e,e,e,e,",What is south of the kitchen?
4,bedroom,"bedroom,n,n,n,n,n,n,n,n,n,",What is east of the kitchen?
5,garden,"bedroom, bathroom, hallway, bathroom, hallway, bathroom, bathroom, bathroom, bathroom, bathroom,",What is the bathroom west of?
6,kitchen,"kitchen,n,n,n,n,n,n,n,n,n,",What is east of the bedroom?
7,bathroom,"kitchen,n,n,n,n,n,n,n,n,n,",What is the garden south of?
8,kitchen,"kitchen,n,n,n,n,n,n,n,n,n,",What is south of the office?
9,office,"bathroom, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom,",What is east of the hallway?
10,garden,"kitchen,n,n,n,n,n,n,n,n,n,",What is north of the office?
11,garden,"bedroom,n,n,n,n,n,n,n,n,n,",What is south of the kitchen?
12,bathroom,"bedroom, bathroom, hallway, bathroom, hallway, bathroom, bathroom, bathroom, bathroom, bathroom,",What is east of the kitchen?
13,garden,"bedroom,n,n,n,n,n,n,n,n,n,",What is west of the kitchen?
14,garden,"hallway,w,w,w,w,w,w,w,w,w,",What is north of the bedroom?
15,garden,"bathroom bathroom, bathroom bedroom, bathroom bathroom, bathroom bedroom, bathroom bathroom, bathroom bedroom, bathroom bathroom",What is east of the hallway?
16,hallway,"bedroom,n,n,n,n,n,n,n,n,n,",What is east of the office?
17,office,"bedroom,w,w,w,w,w,w,w,w,w,",What is south of the bathroom?
18,garden,"office,n,n,n,n,n,n,n,n,n,",What is the bedroom north of?
19,garden,"office, bathroom, hallway, bathroom, hallway, bathroom, office, bathroom, hallway, bathroom,",What is the kitchen west of?
20,garden,"hallway,w,w,w,w,w,w,w,w,w,",What is the office east of?
21,garden,"bedroom,w,n,n,n,n,n,n,n,n,",What is the bathroom south of?
22,bathroom,"office,n,n,n,n,n,n,n,n,n,",What is north of the bedroom?
23,bathroom,"hallway,w,w,w,w,w,w,w,w,w,",What is the bedroom south of?
24,hallway,"hallway,w,w,w,w,w,w,w,w,w,",What is the bedroom west of?
25,office,"bedroom, hallway, office, kitchen, garden, office, kitchen, garden, kitchen, garden,",What is east of the bathroom?
26,office,"bathroom,n,n,n,n,n,n,n,n,n,",What is north of the bedroom?
27,hallway,"hallway,s,e,e,e,e,e,e,e,e,",What is west of the bathroom?
28,garden,"bedroom,w,w,w,w,w,w,w,w,w,",What is the bathroom north of?
29,garden,"kitchen,n,n,n,n,n,n,n,n,n,",What is north of the office?
30,bedroom,"bedroom, hallway,w,w,w,w,w,w,w,w,",What is east of the kitchen?
31,kitchen,"hallway bathroom,w,w,w,w,w,w,w,w,w",What is the bathroom east of?
32,bathroom,"kitchen,s,e,e,e,e,e,e,e,e,",What is north of the garden?
33,kitchen,"office,n,n,n,n,n,n,n,n,n,",What is the bedroom west of?
34,bedroom,"hallway, bathroom, office, bathroom, office, bathroom, hallway, bathroom, office, bathroom,",What is the kitchen south of?
35,garden,"bedroom, bathroom, hallway, bathroom, hallway, bathroom, bathroom, bathroom, bathroom, bathroom,",What is the bathroom east of?
36,office,"bathroom bathroom, bathroom bedroom, bathroom bathroom, bathroom bedroom, bathroom bathroom, bathroom bedroom, bathroom bathroom",What is south of the hallway?
37,bedroom,"hallway,w,w,w,w,w,w,w,w,w,",What is north of the bathroom?
38,bedroom,"bedroom,w,w,w,w,w,w,w,w,w,",What is the bathroom east of?
39,office,"hallway,w,w,w,w,w,w,w,w,w,",What is north of the bedroom?
40,bathroom,"bedroom,s,e,e,e,e,e,e,e,e,",What is south of the kitchen?
41,bedroom,"kitchen,football,football,football,football,football,football,football,football,football,",What is west of the office?
42,kitchen,"kitchen garden,w,w,w,w,w,w,w,w,w",What is the garden south of?
43,garden,"office,n,n,n,n,n,n,n,n,n,",What is south of the bedroom?
44,garden,"garden,n,n,n,n,n,n,n,n,n,",What is the office south of?
45,hallway,"bedroom, office, kitchen, bathroom, bathroom, bedroom, office, bathroom, bedroom, office,",What is the office east of?
46,garden,"kitchen kitchen, bedroom,n,n,n,n,n,n,n,n",What is south of the office?
47,garden,"office,w,n,n,n,n,n,n,n,n,",What is west of the bedroom?
48,garden,"bedroom,w,w,w,w,w,w,w,w,w,",What is east of the hallway?
49,garden,"kitchen,n,n,n,n,n,n,n,n,n,",What is the office south of?
50,bedroom,"garden,w,w,w,w,w,w,w,w,w,",What is the hallway north of?
51,garden,"bedroom,w,w,w,w,w,w,w,w,w,",What is north of the bathroom?
52,hallway,"hallway,w,w,w,w,w,w,w,w,w,",What is the bedroom north of?
53,bathroom,"office, kitchen, bathroom, hallway, bathroom, hallway, bathroom, bathroom, hallway, bathroom,",What is east of the garden?
54,bathroom,"office,football,football,football,football,football,football,football,football,football,",What is west of the bedroom?
55,garden,"bathroom, bathroom, bedroom,w,w,w,w,w,w,w,",What is east of the hallway?
56,hallway,"hallway,w,w,w,w,w,w,w,w,w,",What is the bedroom east of?
57,kitchen,"bathroom,w,w,w,w,w,w,w,w,w,",What is west of the hallway?
58,hallway,"kitchen,s,e,e,e,e,e,e,e,e,",What is south of the bedroom?
59,kitchen,"kitchen,s,e,e,e,e,e,e,e,e,",What is the garden north of?
60,hallway,"hallway,w,w,w,w,w,w,w,w,w,",What is the bedroom north of?
61,bedroom,"bedroom,w,w,w,w,w,w,w,w,w,",What is south of the hallway?
62,kitchen,"garden,w,w,w,w,w,w,w,w,w,",What is the hallway north of?
63,hallway,"hallway,s,e,e,e,e,e,e,e,e,",What is west of the bedroom?
64,bedroom,"kitchen, bathroom, bathroom, bedroom, bathroom, bedroom, bathroom, bathroom, bedroom, bathroom,",What is east of the garden?
65,office,"hallway,w,w,w,w,w,w,w,w,w,",What is the bedroom north of?
66,bathroom,"hallway,w,w,w,w,w,w,w,w,w,",What is the bedroom north of?
67,office,"office, kitchen,n,n,n,n,n,n,n,n,",What is the garden south of?
68,kitchen,"bedroom,w,w,w,w,w,w,w,w,w,",What is the bathroom west of?
69,garden,"bathroom,w,w,w,w,w,w,w,w,w,",What is the hallway east of?
70,bathroom,"hallway,w,w,w,w,w,w,w,w,w,",What is south of the bedroom?
71,kitchen,"kitchen,s,e,e,e,e,e,e,e,e,",What is the garden south of?
72,garden,"hallway,w,w,w,w,w,w,w,w,w,",What is the bedroom south of?
73,bathroom,"kitchen kitchen, bathroom, bedroom,w,w,w,w,w,w,w",What is north of the office?
74,bathroom,"bathroom,s,e,e,e,e,e,e,e,e,",What is the hallway north of?
75,bedroom,"bathroom,w,w,w,w,w,w,w,w,w,",What is south of the hallway?
76,bedroom,"bathroom, hallway, bathroom, bathroom, hallway, bathroom, bathroom, bathroom, bathroom, bathroom,",What is the hallway east of?
77,bathroom,"bedroom, hallway, bathroom, bathroom, hallway, bathroom, bathroom, bathroom, bathroom, bathroom,",What is north of the office?
78,kitchen,"office, kitchen, kitchen, bedroom,n,n,n,n,n,n,",What is east of the garden?
79,hallway,"hallway,s,e,e,e,e,e,e,e,e,",What is the kitchen south of?
80,garden,"garden, kitchen garden, kitchen garden, kitchen garden, garden, kitchen garden, garden, kitchen garden",What is west of the office?
81,office,"hallway, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom,",What is the bedroom west of?
82,kitchen,"bathroom, hallway, bathroom, bathroom, hallway, bathroom, bathroom, bathroom, bathroom, bathroom,",What is the hallway south of?
83,garden,"garden,n,n,n,n,n,n,n,n,n,",What is the office west of?
84,bathroom,"bedroom,w,w,w,w,w,w,w,w,w,",What is north of the hallway?
85,office,"kitchen,s,e,e,e,e,e,e,e,e,",What is west of the garden?
86,office,"kitchen, bathroom, bedroom,w,w,w,w,w,w,w,",What is west of the garden?
87,garden,"bedroom,w,w,w,w,w,w,w,w,w,",What is east of the bathroom?
88,bathroom,"bedroom,n,n,n,n,n,n,n,n,n,",What is north of the office?
89,kitchen,"hallway,w,w,w,w,w,w,w,w,w,",What is the bedroom west of?
90,office,"bedroom,n,n,n,n,n,n,n,n,n,",What is the bathroom south of?
91,office,"hallway,w,w,w,w,w,w,w,w,w,",What is east of the bedroom?
92,bedroom,"kitchen,football,football,football,football,football,football,football,football,football,",What is south of the office?
93,bathroom,"kitchen,s,e,e,e,e,e,e,e,e,",What is the garden west of?
94,garden,"hallway,w,w,w,w,w,w,w,w,w,",What is the bedroom west of?
95,hallway,"kitchen,w,w,w,w,w,w,w,w,w,",What is north of the garden?
96,bedroom,"hallway,w,w,w,w,w,w,w,w,w,",What is the kitchen west of?
97,kitchen,"kitchen,w,w,w,w,w,w,w,w,w,",What is west of the bedroom?
98,bathroom,"bedroom,n,n,n,n,n,n,n,n,n,",What is the kitchen north of?
99,garden,"garden,n,n,n,n,n,n,n,n,n,",What is the office north of?
100,bedroom,"bedroom,w,w,w,w,w,w,w,w,w,",What is east of the hallway?
101,kitchen,"office, bathroom, bathroom, garden, kitchen, bathroom, garden, kitchen, bathroom, garden,",What is south of the hallway?
102,bedroom,"bathroom,n,n,n,n,n,n,n,n,n,",What is the office west of?
103,bathroom,"bedroom,n,n,n,n,n,n,n,n,n,",What is the kitchen north of?
104,hallway,"office,n,n,n,n,n,n,n,n,n,",What is west of the bedroom?
105,bedroom,"bedroom,w,w,w,w,w,w,w,w,w,",What is west of the kitchen?
106,office,"bathroom,s,s,s,s,s,s,s,s,s,",What is the kitchen south of?
107,bathroom,"kitchen,n,n,n,n,n,n,n,n,n,",What is west of the garden?
108,bedroom,"hallway, bathroom, bathroom, hallway, bathroom, bathroom, bathroom, bathroom, bathroom, bathroom,",What is the bathroom south of?
109,bathroom,"bedroom,w,w,w,w,w,w,w,w,w,",What is the kitchen west of?
110,garden,"bathroom, bedroom,w,w,w,w,w,w,w,w,",What is the hallway west of?
