,target,output,question
0,hallway,"w,s,w,w,w,w,w,w,w,w,",Where is the milk? 
1,hallway,"hallway hallway, bathroom bathroom, bathroom bathroom, hallway bathroom bathroom, bathroom bathroom hallway, bathroom bathroom bathroom",Where is the football? 
2,hallway,"hallway hallway garden, bathroom bathroom bathroom garden, bathroom bathroom garden, bathroom bathroom garden, bathroom bathroom garden",Where is the football? 
3,hallway,hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is the football? 
4,garden,hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is the milk? 
5,garden,"s,s,e,e,e,e,e,e,e,e,",Where is the milk? 
6,bedroom,"no bedroom, office, kitchen, bathroom, hallway, bathroom, hallway, bathroom, bathroom, bathroom",Where is the football? 
7,bedroom,"football, bedroom, office, kitchen, bathroom, bedroom, office, kitchen, bathroom, bedroom,",Where is the milk? 
8,kitchen,"kitchen kitchen kitchen garden, bedroom, kitchen garden, bedroom, kitchen garden, kitchen garden, bedroom,",Where is the football? 
9,kitchen,kitchen kitchen kitchen hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is the football? 
10,bedroom,"kitchen kitchen kitchen, bedroom, kitchen kitchen, bedroom, kitchen kitchen, bedroom, kitchen kitchen, bedroom",Where is the football? 
11,hallway,hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is the football? 
12,garden,"football, hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom",Where is the milk? 
13,garden,"football, bathroom bathroom bathroom bedroom, bathroom bathroom bedroom, bathroom bathroom bedroom, bathroom bathroom bedroom, bathroom",Where is the milk? 
14,bathroom,"bathroom bathroom bathroom bedroom, bathroom bathroom bedroom, bathroom bathroom bedroom, bathroom bathroom bedroom, bathroom bathroom bedroom",Where is the apple? 
15,garden,"garden garden, kitchen garden, kitchen garden, bathroom garden, bathroom garden, garden, bathroom garden,",Where is the milk? 
16,garden,garden garden garden kitchen garden garden kitchen garden garden garden garden kitchen garden garden garden garden garden garden garden garden,Where is the milk? 
17,garden,"bedroom bedroom, kitchen garden, kitchen garden, bathroom bedroom, kitchen garden, bathroom bedroom, kitchen garden",Where is the milk? 
18,kitchen,"kitchen kitchen garden, bedroom, kitchen garden, bathroom bathroom, bedroom, kitchen garden, bathroom bathroom bathroom",Where is the apple? 
19,kitchen,bedroom hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is the apple? 
20,bedroom,"no bedroom, no kitchen, no hallway, no bathroom, no bedroom, no hallway, no bathroom",Where is the apple? 
21,bedroom,"bedroom, office, office, bathroom, bedroom, office, bathroom, bedroom, office, bathroom,",Where is the apple? 
22,bathroom,hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is the football? 
23,bathroom,kitchen kitchen kitchen bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is the football? 
24,bedroom,hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where is the milk? 
