,target,output,question
0,office,"bedroom, office, garden, kitchen garden, kitchen garden, bedroom, kitchen garden, kitchen garden,",Where was the apple before the bathroom? 
1,office,"bedroom bathroom, bedroom garden, bathroom bathroom, garden, bedroom, bathroom bathroom, garden, bathroom bathroom",Where was the apple before the hallway? 
2,office,"bedroom garden, bathroom bathroom garden, bathroom bathroom garden, bathroom bathroom garden, bathroom bathroom garden, bathroom",Where was the apple before the hallway? 
3,bathroom,hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where was the football before the garden? 
4,bathroom,"office office, bathroom bathroom, hallway bathroom, garden, bathroom bathroom garden, bathroom bathroom garden, bathroom",Where was the football before the garden? 
5,garden,"hallway garden, kitchen garden, bathroom bathroom garden, hallway garden, bathroom bathroom garden, bathroom garden,",Where was the apple before the bathroom? 
6,kitchen,"kitchen kitchen kitchen garden, bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom",Where was the milk before the office? 
7,kitchen,"kitchen kitchen garden, kitchen garden, bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom",Where was the apple before the office? 
8,kitchen,"bedroom bedroom garden garden kitchen garden, kitchen garden, bedroom garden kitchen garden, bedroom garden kitchen garden,",Where was the apple before the office? 
9,bedroom,"bathroom bathroom bedroom, kitchen kitchen kitchen hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom",Where was the apple before the office? 
10,garden,"bathroom hallway garden, bathroom bathroom garden, bathroom garden, bathroom garden, bathroom garden, bathroom garden,",Where was the apple before the bedroom? 
11,garden,"kitchen kitchen, bathroom bathroom, hallway bathroom, bathroom bathroom bedroom, bathroom bathroom hallway bathroom bathroom bathroom bathroom",Where was the apple before the bedroom? 
12,garden,"hallway hallway garden, bathroom bathroom garden, hallway garden, bathroom bathroom garden, bathroom bathroom garden, hallway",Where was the milk before the bathroom? 
13,garden,"hallway hallway garden, bathroom bathroom bathroom hallway garden, bathroom bathroom bathroom hallway garden, bathroom bathroom bathroom hallway",Where was the milk before the bathroom? 
14,garden,"hallway office office, hallway garden, bathroom bathroom bathroom garden, hallway garden, bathroom bathroom garden, bathroom",Where was the milk before the bathroom? 
15,kitchen,"kitchen kitchen, bathroom bathroom, bathroom bedroom, bathroom bedroom, bathroom bedroom, bathroom bedroom, bathroom bedroom",Where was the football before the garden? 
16,kitchen,"kitchen kitchen kitchen, bedroom bedroom, office kitchen kitchen kitchen, bedroom bedroom, office kitchen kitchen kitchen kitchen",Where was the football before the garden? 
17,garden,"office office, garden, kitchen garden, kitchen garden, kitchen garden, garden, kitchen garden, kitchen",Where was the milk before the bedroom? 
18,garden,"garden garden, office garden, bathroom garden, garden garden, bathroom garden, garden garden, bathroom garden",Where was the milk before the bedroom? 
19,bedroom,"garden, office, garden, office, garden, bathroom bathroom, garden, bathroom bathroom, garden,",Where was the football before the bathroom? 
20,garden,bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where was the football before the hallway? 
21,garden,hallway bathroom bathroom bathroom bathroom bathroom hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where was the football before the office? 
22,hallway,"bathroom bathroom bathroom hallway hallway garden, bathroom bathroom bathroom hallway garden, bathroom bathroom bathroom hallway garden, bathroom",Where was the football before the garden? 
23,office,"bedroom bedroom, office garden, office garden, garden kitchen garden, garden office garden, garden kitchen garden",Where was the milk before the kitchen? 
24,kitchen,hallway hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where was the milk before the bedroom? 
25,bathroom,"hallway hallway, bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom",Where was the football before the bedroom? 
26,office,"office office kitchen kitchen kitchen garden, office kitchen kitchen garden, office kitchen kitchen garden, kitchen kitchen garden",Where was the football before the bedroom? 
27,garden,bedroom bedroom kitchen kitchen kitchen bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom bathroom,Where was the football before the office? 
28,garden,"bedroom bedroom, bathroom bathroom, bedroom bedroom, bathroom bathroom bedroom, bathroom bedroom, bathroom bedroom, bathroom",Where was the football before the office? 
29,garden,"hallway hallway bathroom bathroom bathroom bedroom, hallway bathroom bathroom bathroom bedroom hallway bathroom bathroom bathroom bathroom bathroom bathroom bathroom",Where was the apple before the office? 
30,bathroom,"bathroom bathroom, office, kitchen kitchen, bathroom bathroom, kitchen kitchen, bathroom bathroom, bathroom bathroom bedroom",Where was the apple before the hallway? 
