,target,output,question
0,football,"football, football, football, football, football, football, football, football, football, football,",What did Fred give to Jeff? 
1,Fred,"Mary, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred,",Who gave the football to Jeff? 
2,football,"football, football, football, football, football, football, football, football, football, football,",What did Fred give to Jeff? 
3,Jeff,"Jeff, Mary, Fred, Jeff, Mary, Fred, Jeff, Mary, Fred, Jeff,",Who did Fred give the football to? 
4,Fred,"Fred, Jeff, Fred, Jeff, Fred, Jeff, Fred, Jeff, Fred, Jeff,",Who did Jeff give the football to? 
5,Jeff,"Fred, Jeff, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Fred,",Who gave the apple? 
6,Bill,"Fred, Bill, Mary, Bill, Fred, Bill, Mary, Bill, Mary, Bill,",Who received the apple? 
7,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Bill give to Fred? 
8,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Bill give to Fred? 
9,Fred,"Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill, Mary, Fred,",Who received the apple? 
10,Mary,"Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary, Mary, Mary,",Who received the milk? 
11,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Mary give to Bill? 
12,Bill,"Bill, Mary, Bill, milkk, milkk, milkk, milkk, milkk",Who received the milk? 
13,Bill,"Bill, Mary, milkk, Bill, milkk, milkk, milkk, milkk",Who did Mary give the milk to? 
14,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Mary give to Bill? 
15,Jeff,"s,e,e,e,e,e,e,e,e,e,",Who received the football? 
16,Fred,"Fred, Mary, Fred, Jeff, Fred, Jeff, Fred, Mary, Fred, Jeff,",Who gave the football to Jeff? 
17,football,"football, football, football, football, football, football, football, football, football, football,",What did Fred give to Jeff? 
18,Jeff,"Mary, Fred, Jeff, Bill, Fred, Bill, Mary, Fred, Jeff, Bill,",Who received the football? 
19,Mary,"Bill, Mary, Jeff, Fred, Bill, Mary, Fred, Bill, Mary, Fred,",Who gave the milk? 
20,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Jeff give to Mary? 
21,Mary,"Mary, Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill, Mary,",Who gave the milk to Jeff? 
22,Mary,"Mary, Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill, Mary,",Who gave the milk to Jeff? 
23,Bill,"Bill, Mary, Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill,",Who gave the apple to Jeff? 
24,Jeff,"Bill Bill, Mary, Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill",Who gave the apple? 
25,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Jeff give to Fred? 
26,Fred,"Fred, Bill, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen,",Who received the apple? 
27,Jeff,"Fred, Jeff, Bill, Fred, Jeff, Fred, Bill, Fred, Fred, Bill,",Who received the apple? 
28,Jeff,"Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill,",Who gave the apple? 
29,Fred,"Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill,",Who did Jeff give the apple to? 
30,Mary,"Bill, Mary, Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill,",Who gave the milk? 
31,Bill,"Bill, Mary, Bill, milkk, milkk, milkk, milkk, milkk",Who gave the milk? 
32,Bill,"Bill, Mary, Fred, Jeff, Fred, Jeff, Fred, Jeff, Fred, Jeff,",Who gave the milk to Mary? 
33,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Bill give to Mary? 
34,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Mary give to Fred? 
35,Jeff,"Bill, milkk, Mary, Fred, Bill, milkk, Mary, Fred, Bill,",Who did Fred give the milk to? 
36,Jeff,"Bill, milkk, milkk, milkk, milkk, milkk, milkk,",Who did Fred give the milk to? 
37,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Jeff give to Mary? 
38,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Jeff give to Mary? 
39,Fred,"Bill Bill, Fred, Mary, Fred, Bill, Mary, Fred, Bill, Mary, Fred",Who gave the apple? 
40,Mary,"Fred, Jeff, Mary, Fred, Jeff, Mary, Fred, Jeff, Mary, Fred,",Who gave the milk? 
41,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Mary give to Fred? 
42,Jeff,"Jeff, Bill, milkk, Mary, Fred, Jeff, Bill, milkk, Mary,",Who gave the milk? 
43,Fred,"Fred, Jeff, Mary, Fred, Jeff, Mary, Fred, Jeff, Mary, Fred,",Who received the milk? 
44,Mary,"Fred, Bill, Mary, Fred, Jeff, Bill, milkk, Mary, Fred, Fred",Who gave the milk? 
45,Bill,"Bill, Mary, Bill, milkk, milkk, milkk, milkk, milkk",Who did Mary give the milk to? 
46,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Mary give to Bill? 
47,Mary,"Bill, Mary, Bill, Mary, Bill, Mary, Bill, Mary, Bill, Mary,",Who gave the milk? 
48,Mary,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",Who did Bill give the milk to? 
49,Bill,"Bill, milkk, milkk, milkk, milkk, milkk, milkk,",Who gave the milk to Mary? 
50,Mary,"Mary, Fred, Bill, Jeff, Mary, Fred, Bill, Mary, Fred, Bill,",Who gave the apple to Fred? 
51,Fred,"Fred, Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill, Mary,",Who gave the apple to Mary? 
52,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Fred give to Mary? 
53,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Mary give to Jeff? 
54,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Mary give to Jeff? 
55,Fred,"Mary, Fred, Bill, Fred, Bill, Mary, Fred, Bill, Mary, Fred,",Who received the football? 
56,football,"football, football, football, football, football, football, football, football, football, football,",What did Bill give to Fred? 
57,Bill,"Bill Bill, Mary, Fred, Bill, apple, Mary, Fred, Bill, apple, Mary",Who gave the apple? 
58,Bill,"Bill, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen,",Who did Mary give the apple to? 
59,Jeff,"Mary, Bill, apple, Bill, Mary, Bill, apple, Bill, Mary, Bill,",Who did Bill give the apple to? 
60,Jeff,"Jeff, Mary, Fred, Jeff, Fred, Jeff, Bill, apple, Jeff, Mary,",Who did Bill give the apple to? 
61,Bill,"Bill, apple, Bill, apple, Bill, apple, Bill, apple, Bill, apple,",Who gave the apple to Jeff? 
62,Jeff,"Jeff, apple, Bill, apple, Bill, apple, Bill, apple, Bill, apple,",Who gave the apple to Bill? 
63,Bill,"Bill, Mary, Jeff, Bill, Mary, Bill, Mary, Bill, Mary, Bill,",Who received the apple? 
64,Mary,"Fred, Bill, Mary, Fred, Jeff, Bill, Mary, Fred, Jeff, Bill,",Who gave the milk? 
65,Mary,"Mary, apple, apple, apple, apple, apple, apple, apple, apple, apple,",Who gave the apple to Bill? 
66,Bill,"Bill, apple, Bill, Mary, apple, Bill, Mary, apple, Bill, Mary,",Who did Mary give the apple to? 
67,Mary,"Mary, apple, apple, apple, apple, apple, apple, apple, apple, apple,",Who did Bill give the apple to? 
68,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Bill give to Mary? 
69,Mary,"Mary, Fred, Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill,",Who did Bill give the apple to? 
70,apple,"apple, football, football, football, football, football, football, football, football, football,",What did Fred give to Jeff? 
71,Jeff,"Mary, Fred, Jeff, Bill, Fred, Bill, Mary, Fred, Jeff, Bill,",Who gave the football? 
72,Jeff,"Fred, Jeff, Bill, Mary, Fred, Jeff, Bill, Mary, Fred, Jeff,",Who gave the football? 
73,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Fred give to Bill? 
74,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Fred give to Bill? 
75,Fred,"Mary, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen,",Who gave the football? 
76,Fred,"Mary, Bill, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred,",Who gave the football? 
77,Mary,"Mary, Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill, Mary,",Who received the football? 
78,Mary,"Mary, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen, kitchen,",Who gave the football? 
79,football,"football, football, football, football, football, football, football, football, football, football,",What did Mary give to Fred? 
80,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Fred give to Jeff? 
81,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Fred give to Jeff? 
82,Fred,"Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill, Mary, Fred,",Who did Jeff give the milk to? 
83,milk,"milkk, milkk, milkk, milkk, milkk, milkk, milkk",What did Jeff give to Fred? 
84,Jeff,"Bill, Mary, Fred, Bill, Mary, Fred, Bill, Mary, Fred, Bill,",Who gave the milk to Fred? 
85,Fred,"Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred,",Who did Mary give the apple to? 
