,target,output,question
0,football,"gray, gray, gray, gray, gray, gray, gray, gray, gray, gray,",What did Fred give to Jeff? 
1,Fred,"Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who gave the football to Jeff? 
2,football,"football,football,football,football,football,football,football,football,football,football,",What did Fred give to Jeff? 
3,Jeff,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Fred give the football to? 
4,Fred,"Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who did Jeff give the football to? 
5,Jeff,"Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who gave the apple? 
6,Bill,"Fred, Bill, Mary, Bill, Mary, Bill, Mary, Bill, Mary, Bill,",Who received the apple? 
7,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Bill give to Fred? 
8,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Bill give to Fred? 
9,Fred,"Fred, Mary, yes, yes, yes, yes, yes, yes, yes, yes,",Who received the apple? 
10,Mary,"Fred, Mary, Mary, Fred, Mary, Fred, Mary, Fred, Fred, Fred,",Who received the milk? 
11,milk,"apple,s,e,e,e,e,e,e,e,e,",What did Mary give to Bill? 
12,Bill,"Mary, yes, yes, yes, yes, yes, yes, yes, yes, yes,",Who received the milk? 
13,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the milk to? 
14,milk,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Mary give to Bill? 
15,Jeff,"Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who received the football? 
16,Fred,"Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who gave the football to Jeff? 
17,football,"milk,n,n,n,n,n,n,n,n,n,",What did Fred give to Jeff? 
18,Jeff,"no one, no one, no one, no one, no one, no one, no one",Who received the football? 
19,Mary,"Jeff, Mary, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who gave the milk? 
20,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Jeff give to Mary? 
21,Mary,"Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who gave the milk to Jeff? 
22,Mary,"Bill, Mary, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who gave the milk to Jeff? 
23,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple to Jeff? 
24,Jeff,"Bill, Jeff, Bill, Jeff, Bill, Jeff, Bill, Jeff, Jeff, Bill,",Who gave the apple? 
25,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Jeff give to Fred? 
26,Fred,"Bill, Mary, Bill, Mary, Mary, Bill, Mary, Mary, Mary, Mary,",Who received the apple? 
27,Jeff,"Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who received the apple? 
28,Jeff,"Jeff, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple? 
29,Fred,"Bill, Jeff, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Jeff give the apple to? 
30,Mary,"Mary, Bill, Mary, Bill, Mary, Mary, Mary, Mary, Mary, Mary,",Who gave the milk? 
31,Bill,"Mary, Bill, Mary, Bill, Mary, Mary, Bill, Mary, Mary, Mary,",Who gave the milk? 
32,Bill,"Bill, Mary, Bill, Mary, Mary, Bill, Mary, Mary, Mary, Mary,",Who gave the milk to Mary? 
33,milk,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Bill give to Mary? 
34,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Mary give to Fred? 
35,Jeff,"Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who did Fred give the milk to? 
36,Jeff,"Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff, Jeff,",Who did Fred give the milk to? 
37,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Jeff give to Mary? 
38,milk,"apple, football, football, football, football, football, football, football, football, football,",What did Jeff give to Mary? 
39,Fred,"Bill, Fred, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple? 
40,Mary,"Fred, Bill, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk? 
41,milk,"milk,n,n,n,n,n,n,n,n,n,",What did Mary give to Fred? 
42,Jeff,"Jeff, Bill, Mary, Bill, Mary, Bill, Mary, Bill, Mary, Bill,",Who gave the milk? 
43,Fred,"Fred, Mary, Fred, Mary, Fred, Fred, Fred, Fred, Fred, Fred,",Who received the milk? 
44,Mary,"Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary, Fred, Fred,",Who gave the milk? 
45,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the milk to? 
46,milk,"milk,n,w,n,n,n,n,n,n,n,",What did Mary give to Bill? 
47,Mary,"Jeff, Bill, Mary, Bill, Mary, Bill, Mary, Bill, Mary, Mary,",Who gave the milk? 
48,Mary,"Mary, Bill, Mary, Bill, Mary, Mary, Bill, Mary, Mary, Mary,",Who did Bill give the milk to? 
