,target,output,question
0,football,"Bill,e,e,e,e,e,e,e,e,e,",What did Fred give to Jeff? 
1,Fred,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the football to Jeff? 
2,football,"no, no, no, no, no, no, no, no, no, no,",What did Fred give to Jeff? 
3,Jeff,"Mary, Bill, Bill, Bill, football, football, football, football, football, football,",Who did Fred give the football to? 
4,Fred,"Bill,e,e,e,e,e,e,e,e,e,",Who did Jeff give the football to? 
5,Jeff,"Frede, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill",Who gave the apple? 
6,Bill,"Fred, Frede, Frede, Frede, Frede, Frede, Frede,",Who received the apple? 
7,apple,"e,e,e,e,e,e,e,e,e,e,",What did Bill give to Fred? 
8,apple,"Bill,n,e,e,e,e,e,e,e,e,",What did Bill give to Fred? 
9,Fred,"Fredw,e,e,e,e,e,e,e,e,e",Who received the apple? 
10,Mary,"Fredw,e,e,e,e,e,e,e,e,e",Who received the milk? 
11,milk,"Bill,e,e,e,e,e,e,e,e,e,",What did Mary give to Bill? 
12,Bill,"Fred,e,e,e,e,e,e,e,e,e,",Who received the milk? 
13,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the milk to? 
14,milk,"milk,e,e,e,e,e,e,e,e,e,",What did Mary give to Bill? 
15,Jeff,"Fred,e,e,e,e,e,e,e,e,e,",Who received the football? 
16,Fred,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the football to Jeff? 
17,football,"milk,e,e,e,e,e,e,e,e,e,",What did Fred give to Jeff? 
18,Jeff,"Fred,e,e,e,e,e,e,e,e,e,",Who received the football? 
19,Mary,"Mary, Fred, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk? 
20,milk,"no football,e,e,e,e,e,e,e,e,e",What did Jeff give to Mary? 
21,Mary,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk to Jeff? 
22,Mary,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk to Jeff? 
23,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple to Jeff? 
24,Jeff,"Fredw, Bill, Fredw, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple? 
25,apple,"e,e,e,e,e,e,e,e,e,e,",What did Jeff give to Fred? 
26,Fred,"Fred,e,e,e,e,e,e,e,e,e,",Who received the apple? 
27,Jeff,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who received the apple? 
28,Jeff,"Fred, Frede, Frede, Frede, Frede, Frede, Frede,",Who gave the apple? 
29,Fred,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Jeff give the apple to? 
30,Mary,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk? 
31,Bill,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk? 
32,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk to Mary? 
33,milk,"no milk, no milk, no milk, no milk, no milk, no milk, no milk",What did Bill give to Mary? 
34,apple,"tired, tired, tired, tired, tired, tired, tired, tired, tired, tired,",What did Mary give to Fred? 
35,Jeff,"Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Fred give the milk to? 
36,Jeff,"Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Fred give the milk to? 
37,milk,"milk,e,e,e,e,e,e,e,e,e,",What did Jeff give to Mary? 
38,milk,"no white, no white, no white, no white, no white, no white, no white",What did Jeff give to Mary? 
39,Fred,"Fred, Bill, Bill, Fred, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple? 
40,Mary,"Fredw, Mary, Fredw, Mary, Fredw, Mary, Mary, Fredw,",Who gave the milk? 
41,milk,"tired, tired, tired, tired, tired, tired, tired, tired, tired, tired,",What did Mary give to Fred? 
42,Jeff,"Fredw, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill",Who gave the milk? 
43,Fred,"Fred,e,e,e,e,e,e,e,e,e,",Who received the milk? 
44,Mary,"Fredw, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill",Who gave the milk? 
45,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the milk to? 
46,milk,"Bill,e,e,e,e,e,e,e,e,e,",What did Mary give to Bill? 
47,Mary,"Frede, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill",Who gave the milk? 
48,Mary,"Mary, Bill, Mary, Bill, Mary, Bill, Mary, Bill, Bill, Mary,",Who did Bill give the milk to? 
49,Bill,"Billie, Billie, Billie, Billie, Billie, Billie, Billie",Who gave the milk to Mary? 
50,Mary,"Mary, Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary, Mary,",Who gave the apple to Fred? 
51,Fred,"Fred, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple to Mary? 
52,apple,"milk,apple,apple,football,apple,football,apple,football,apple,football,",What did Fred give to Mary? 
53,apple,"milk,e,e,e,e,e,e,e,e,e,",What did Mary give to Jeff? 
54,apple,"no milk, no milk, no milk, no milk, no milk, no milk, no milk",What did Mary give to Jeff? 
55,Fred,"Fredw,e,e,e,e,e,e,e,e,e",Who received the football? 
56,football,"e,e,e,e,e,e,e,e,e,e,",What did Bill give to Fred? 
57,Bill,"Mary, Fred, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple? 
58,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the apple to? 
59,Jeff,"Fred,e,e,e,e,e,e,e,e,e,",Who did Bill give the apple to? 
60,Jeff,"Fred, Mary, Bill, Bill, Fred, Mary, Bill, Bill, Bill, Bill,",Who did Bill give the apple to? 
61,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple to Jeff? 
62,Jeff,"Fred, Frede, Bill, Frede, Bill, Bill, Bill, Bill, Bill,",Who gave the apple to Bill? 
63,Bill,"Fredw,e,e,e,e,e,e,e,e,e",Who received the apple? 
64,Mary,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk? 
65,Mary,"Fred, Frede, Bill, Frede, Bill, Frede, Bill, Bill, Bill",Who gave the apple to Bill? 
66,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the apple to? 
67,Mary,"Fred,e,e,e,e,e,e,e,e,e,",Who did Bill give the apple to? 
68,apple,"milk,e,e,e,e,e,e,e,e,e,",What did Bill give to Mary? 
69,Mary,"Fred, Mary, Bill, Bill, Mary, Bill, Bill, Bill, Bill, Bill,",Who did Bill give the apple to? 
70,apple,"Bill,n,n,n,n,n,n,n,n,n,",What did Fred give to Jeff? 
71,Jeff,"Fred,e,e,e,e,e,e,e,e,e,",Who gave the football? 
72,Jeff,"Fredw, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill",Who gave the football? 
73,apple,"Bill,e,e,e,e,e,e,e,e,e,",What did Fred give to Bill? 
74,apple,"Bill,e,e,e,e,e,e,e,e,e,",What did Fred give to Bill? 
75,Fred,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the football? 
76,Fred,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the football? 
77,Mary,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who received the football? 
78,Mary,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the football? 
79,football,"milk,apple,apple,apple,football,apple,football,apple,football,apple,",What did Mary give to Fred? 
80,milk,"Bill,n,e,e,e,e,e,e,e,e,",What did Fred give to Jeff? 
81,milk,"football,apple,e,e,e,e,e,e,e,e,",What did Fred give to Jeff? 
82,Fred,"Bill,n,e,e,e,e,e,e,e,e,",Who did Jeff give the milk to? 
83,milk,"e,e,e,e,e,e,e,e,e,e,",What did Jeff give to Fred? 
84,Jeff,"Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk to Fred? 
85,Fred,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the apple to? 
86,Fred,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple to Mary? 
87,Mary,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple? 
88,Jeff,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the apple to? 
89,Jeff,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who received the football? 
90,football,"football,apple,apple,football,apple,football,apple,football,apple,football,",What did Mary give to Jeff? 
91,Mary,"Fred,e,e,e,e,e,e,e,e,e,",Who received the football? 
92,Mary,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the football? 
93,Jeff,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the football to? 
