,target,output,question
0,Bill,"Fred, Mary, Bill, Fred, Bill, Mary, Bill, Fred, Bill, Mary,",Who gave the football? 
1,Jeff,"Fred, Fred, Bill, Fred, Mary, Bill, Fred, Bill, Fred, Bill,",Who received the apple? 
2,apple,"apple,football, milk, milk, football,apple,football, milk, milk, football,",What did Fred give to Jeff? 
3,Jeff,"Bill, Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Fred,",Who did Fred give the apple to? 
4,apple,"apple,football,apple,football,apple,football,apple,football,apple,football,",What did Fred give to Jeff? 
5,Fred,"Fred, Fred, Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill,",Who received the apple? 
6,Bill,"Bill, Fred, Bill, Bill, Fred, Bill, Bill, Bill, Bill, Bill,",Who gave the milk to Fred? 
7,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Fred give to Bill? 
8,Fred,"Fred, Bill, Fred, Bill, Bill, milk, milk, milk, milk, milk,",Who did Bill give the milk to? 
9,Bill,"Bill, Bill, Fred, Bill, Bill, Fred, Bill, Bill, Bill, Bill,",Who gave the milk to Fred? 
10,Fred,"Fred, Bill, Fred, Bill, Bill, Fred, Bill, Bill, Bill, Bill,",Who gave the milk? 
11,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Fred give to Jeff? 
12,Jeff,"Bill, Fred, Bill, Mary, Bill, Fred, Bill, Mary, Bill, Bill,",Who did Fred give the milk to? 
13,Mary,"Fred, Mary, Bill, Fred, Bill, Mary, Bill, Fred, Mary, Bill,",Who received the milk? 
14,Jeff,"Fred, Mary, Bill, Fred, Bill, Mary, Bill, Fred, Bill, Mary,",Who gave the milk? 
15,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Jeff give to Mary? 
16,football,"football,apple,football,apple,football,football,apple,football,football,apple,",What did Fred give to Mary? 
17,Mary,"Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary,",Who received the football? 
18,Mary,"Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary,",Who gave the football? 
19,Mary,"Mary, Fred, Mary, Fred, Mary, Mary, Fred, Mary, Mary, Fred,",Who gave the football? 
20,Fred,"Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill,",Who gave the football to Jeff? 
21,Mary,"Mary, Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary, Fred,",Who gave the apple to Fred? 
22,Fred,"Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary,",Who did Mary give the apple to? 
23,Fred,"Fred, Mary, Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the apple to? 
24,Mary,"Mary, Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary, Fred,",Who gave the apple? 
25,football,"football,apple,football,apple,football,apple,football,apple,football,apple,",What did Jeff give to Mary? 
26,Mary,"Fred, Mary, Bill, Fred, Mary, Bill, Fred, Mary, Bill, Fred,",Who gave the milk? 
27,Bill,"Bill, Bill, Fred, Bill, Bill, milk, milk, milk, milk, milk,",Who did Fred give the milk to? 
28,Fred,"Bill, Fred, Bill, Fred, Bill, Bill, Fred, Bill, Bill, Bill,",Who gave the apple? 
29,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Fred give to Bill? 
30,apple,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Bill give to Fred? 
31,apple,"apple,football,apple,football,apple,football,apple,football,apple,football,",What did Mary give to Fred? 
32,Mary,"Fred, Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Fred,",Who gave the apple? 
33,apple,"apple,football,apple,football,apple,football,apple,football,apple,football,",What did Mary give to Fred? 
34,Jeff,"Fred, Fred, Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill,",Who gave the apple to Fred? 
35,Jeff,"Fred, Fred, Fred, Fred, Bill, Fred, Bill, Fred, Bill, Fred,",Who gave the apple? 
36,Fred,"Fred, Bill, Fred, Bill, Bill, Fred, Bill, Bill, Bill, Bill,",Who did Bill give the apple to? 
37,Bill,"Fred, Bill, Fred, Bill, Fred, Bill, Bill, Fred, Bill, Bill,",Who gave the apple? 
38,apple,"apple,apple,football,apple,football,apple,football,apple,football,apple,",What did Fred give to Bill? 
39,Bill,"Bill, Bill, Fred, Bill, Bill, Fred, Bill, Bill, Bill, Bill,",Who did Fred give the apple to? 
40,Bill,"Bill, Fred, Bill, Bill, Fred, Bill, Bill, Bill, Bill, Bill,",Who received the apple? 
41,football,"football,apple,football,apple,football,apple,football,apple,football,apple,",What did Jeff give to Bill? 
42,football,"football,apple,football,apple,football,football,apple,football,football,apple,",What did Bill give to Jeff? 
43,Bill,"Bill, Bill, Bill, Fred, Bill, Bill, Fred, Bill, Bill, Bill,",Who gave the football to Jeff? 
44,apple,"apple,football,apple,football,apple,football,apple,football,apple,football,",What did Fred give to Mary? 
45,Fred,"Bill, Fred, Bill, Fred, Mary, Bill, Fred, Bill, Mary, Bill,",Who did Mary give the apple to? 
46,Bill,"Bill, Bill, Fred, Bill, Bill, Fred, Bill, Bill, Bill, Bill,",Who gave the apple to Jeff? 
47,Bill,"Bill, Bill, Bill, Fred, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Jeff give the apple to? 
48,Bill,"Bill, Fred, Bill, Mary, Bill, Bill, Fred, Bill, Bill, Bill,",Who received the apple? 
49,Bill,"Bill, Fred, Bill, Mary, Bill, Fred, Bill, Bill, Bill, Fred,",Who gave the apple? 
50,Jeff,"Fred, Bill, Fred, Bill, Bill, Fred, Bill, Bill, Bill, Bill,",Who did Bill give the apple to? 
51,Fred,"Fred, Frede, Frede, Mary, Frede, Mary, Frede, Mary,",Who gave the milk to Jeff? 
52,Jeff,"Fred, Frede, Mary, Frede, Frede, Mary, Frede, Mary,",Who received the milk? 
53,Fred,"Bill, Fred, Bill, milk, milk, milk, milk, milk, milk, milk,",Who did Jeff give the milk to? 
54,Jeff,"Bill, Fred, Mary, Bill, Fred, Mary, Bill, milk, milk, milk,",Who did Fred give the milk to? 
55,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Jeff give to Fred? 
56,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Mary give to Bill? 
57,Mary,"Mary, Bill, Bill, Mary, Bill, Bill, milk, milk, milk, milk,",Who did Bill give the milk to? 
58,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk to Mary? 
59,Mary,"Bill, Fred, Mary, Bill, Bill, Mary, Bill, Bill, Bill, Bill,",Who gave the football? 
60,Mary,"Bill, Mary, Bill, Bill, Mary, Bill, Bill, Bill, Mary, Bill,",Who received the football? 
61,apple,"apple,football,apple,football,apple,football,apple,football,apple,football,",What did Fred give to Jeff? 
62,Jeff,"Bill, Fred, Mary, Bill, Fred, Mary, Bill, Fred, Bill, Fred,",Who did Fred give the apple to? 
63,Fred,"Bill, Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Fred,",Who gave the apple to Jeff? 
64,Fred,"Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred,",Who gave the apple? 
65,Fred,"Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred,",Who gave the apple? 
66,Fred,"Fred, Mary, Bill, Fred, Mary, Bill, Fred, Mary, Bill, Fred,",Who received the apple? 
67,Mary,"Mary, Bill, Fred, Mary, Bill, Fred, Mary, Bill, Fred, Mary,",Who gave the apple to Fred? 
68,Fred,"Bill, Fred, Mary, Bill, Fred, Mary, Bill, Fred, Mary, Bill,",Who did Mary give the apple to? 
69,apple,"apple,football,apple,football,apple,football,apple,football,apple,football,",What did Mary give to Fred? 
70,Fred,"Fred, Mary, Bill, Fred, Bill, Mary, Bill, Fred, Bill, Mary,",Who gave the apple? 
71,Bill,"Bill, Fred, Mary, Bill, Mary, Bill, Bill, Fred, Mary, Bill,",Who received the milk? 
72,Bill,"Bill, Mary, Bill, Bill, Bill, Mary, Bill, Bill, Bill, Bill,",Who gave the milk? 
73,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the milk to Mary? 
74,Mary,"Bill, Bill, Bill, Fred, Mary, Bill, Bill, Mary, Bill, Bill,",Who gave the milk to Jeff? 
75,Fred,"Bill, Fred, Bill, Mary, Bill, Bill, Fred, Bill, Mary, Bill,",Who gave the football? 
76,football,"football,apple,football,apple,football,apple,football,apple,football,apple,",What did Jeff give to Bill? 
77,football,"football,apple,football,apple,football,apple,football,apple,football,apple,",What did Jeff give to Bill? 
78,Jeff,"Bill, Bill, Mary, Bill, Bill, Mary, Bill, Bill, milk, milk,",Who did Mary give the milk to? 
79,milk,"milk football, milk football, milk football, milk football, milk football, milk football, milk football",What did Mary give to Jeff? 
80,Mary,"Mary, Bill, Mary, Bill, Mary, Bill, Mary, Bill, Mary, Bill,",Who received the football? 
81,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Fred give to Mary? 
82,Fred,"Fred, Mary, Fred, Mary, Bill, Fred, Mary, Bill, Mary, Bill,",Who gave the milk? 
83,Fred,"Fred, Fred, Mary, Fred, Mary, Bill, Fred, Mary, Bill, Mary,",Who gave the milk to Mary? 
84,Fred,"Fred, Mary, Fred, Mary, Bill, Fred, Mary, Bill, milk, milk,",Who received the milk? 
85,Fred,"Fred, Mary, Fred, Mary, Bill, Fred, Mary, Bill, milk, milk,",Who gave the milk? 
86,Jeff,"Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary,",Who received the milk? 
87,Fred,"Fred, Fred, Fred, Mary, Fred, Mary, Fred, Mary, Fred, Mary,",Who gave the milk? 
88,Fred,"Fred, Fred, Fred, Fred, Mary, Fred, Mary, Fred, Fred, Mary,",Who gave the milk to Jeff? 
89,Fred,"Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred, Fred,",Who gave the milk? 
90,Bill,"Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Bill, Fred,",Who received the milk? 
91,apple,"apple,football,apple,football,apple,football,apple,football,apple,football,",What did Bill give to Fred? 
92,Fred,"Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Bill, Fred,",Who did Bill give the apple to? 
93,Bill,"Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill,",Who gave the apple? 
94,football,"football,apple,football,apple,football,apple,football,apple,football,apple,",What did Jeff give to Mary? 
95,Jeff,"Bill, Bill, Bill, Fred, Bill, Mary, Bill, Bill, Bill, Bill,",Who gave the football to Mary? 
96,Bill,"Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Bill, Fred,",Who received the football? 
97,Fred,"Fred, Bill, Fred, Bill, Fred, Bill, Fred, Bill, Bill, Fred,",Who gave the football? 
98,football,"football,apple,football,apple,football,football,apple,football,football,apple,",What did Mary give to Bill? 
99,football,"football,apple,football,apple,football,football,apple,football,football,apple,",What did Mary give to Bill? 
