,target,output,question
0,football,"e,e,e,e,e,e,e,e,e,e",What did Fred give to Jeff? 
1,Fred,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the football to Jeff? 
2,football,"football,apple,football,apple,football,apple,football,football,apple,football,",What did Fred give to Jeff? 
3,Jeff,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Fred give the football to? 
4,Fred,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Jeff give the football to? 
5,Jeff,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the apple? 
6,Bill,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who received the apple? 
7,apple,"football,apple,e,e,e,e,e,e,e,e,",What did Bill give to Fred? 
8,apple,"Bill,n,e,e,e,e,e,e,e,e,",What did Bill give to Fred? 
9,Fred,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who received the apple? 
10,Mary,"Fred, Mary, Bill, Bill, Bill, Fred, Bill, Bill, Bill, Bill,",Who received the milk? 
11,milk,"Bill,e,e,e,e,e,e,e,e,e,",What did Mary give to Bill? 
12,Bill,"Bill, Fred,e,e,e,e,e,e,e,e,",Who received the milk? 
13,Bill,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who did Mary give the milk to? 
14,milk,"Bill,n,e,e,e,e,e,e,e,e,",What did Mary give to Bill? 
15,Jeff,"Fred, Mary, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who received the football? 
16,Fred,"Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill, Bill,",Who gave the football to Jeff? 
17,football,"milk,e,e,e,e,e,e,e,e,e,",What did Fred give to Jeff? 
18,Jeff,"Fredw,e,e,e,e,e,e,e,e,e",Who received the football? 
19,Mary,"Mary, Fred, Bill, Bill, Mary, Bill, Bill, Mary, Bill, Bill,",Who gave the milk? 
