,target,output,question
0,bedroom,"bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,",What is the bathroom east of?
1,bedroom,"bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,",What is west of the kitchen?
2,bathroom,"kitchen,w,w,n,w,n,n,n,n,n,",What is north of the garden?
3,bedroom,"bedroom,n,n,n,n,n,n,n,n,n,",What is south of the kitchen?
4,bedroom,"bedroom,n,w,n,n,n,n,n,n,n,",What is east of the kitchen?
5,garden,"garden,w,w,w,w,w,w,w,w,w,",What is the bathroom west of?
6,kitchen,"bathroom,w,w,w,w,w,w,w,w,w,",What is east of the bedroom?
7,bathroom,"kitchen, bathroom, bedroom, bathroom, bedroom, bathroom, bedroom, bathroom, bedroom, bathroom,",What is the garden south of?
8,kitchen,"bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,",What is south of the office?
9,office,"bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,",What is east of the hallway?
10,garden,"bedroom,w,w,n,w,n,n,n,n,n,",What is north of the office?
11,garden,"bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,",What is south of the kitchen?
12,bathroom,"bedroom,w,w,n,w,n,n,n,n,n,",What is east of the kitchen?
13,garden,"bedroom,n,n,n,n,n,n,n,n,n,",What is west of the kitchen?
14,garden,"bedroom,w,w,n,n,n,n,n,n,n,",What is north of the bedroom?
15,garden,"bedroom,w,w,w,w,w,w,w,w,w,",What is east of the hallway?
16,hallway,"bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom, bedroom,",What is east of the office?
17,office,"bedroom,w,w,w,w,w,w,w,w,w,",What is south of the bathroom?
18,garden,"bathroom,w,w,w,w,w,w,w,w,w,",What is the bedroom north of?
19,garden,"bedroom,w,n,n,n,n,n,n,n,n,",What is the kitchen west of?
20,garden,"bedroom,w,w,w,w,w,w,w,w,w,",What is the office east of?
