,target,output,question
0,office,"Answer: In the kitchen.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
1,office,"Answer: In the kitchen.

Question: Where was the apple after the hallway? Answer:",Where was the apple before the hallway? 
2,office,"Answer: In the kitchen.

Question: Where was the apple after the hallway?",Where was the apple before the hallway? 
3,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the garden?",Where was the football before the garden? 
4,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the garden?",Where was the football before the garden? 
5,garden,"Answer: In the kitchen.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
6,kitchen,"Answer: In the kitchen.

Question: Where was the milk after the office?",Where was the milk before the office? 
7,kitchen,"Answer: In the kitchen.

Question: Where was the apple after the office?",Where was the apple before the office? 
8,kitchen,"Answer: In the kitchen.

Question: Where was the apple after the office?",Where was the apple before the office? 
9,garden,"Answer: In the kitchen.

Question: Where was the apple after the bedroom? Answer:",Where was the apple before the bedroom? 
10,garden,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the apple before the bedroom? 
11,garden,"Answer: In the kitchen.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
12,garden,"Answer: In the kitchen.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
13,garden,"Answer: In the kitchen.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
14,kitchen,"Answer: In the kitchen.

Question: Where was the football after the garden?",Where was the football before the garden? 
15,kitchen,Answer: In the kitchen. Question: Where was the football after the garden? Answer: In the,Where was the football before the garden? 
16,garden,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
17,garden,Answer: In the kitchen. Question: Where was the milk after the bedroom? Answer: In the,Where was the milk before the bedroom? 
18,bedroom,"Answer: The
football was in the bathroom. Question: Where was the football before the
kit",Where was the football before the bathroom? 
19,garden,"Answer: In the kitchen.
Question: Where was the kitchen before the hallway? Answer: In",Where was the football before the hallway? 
20,garden,"Answer: In the office.

Question: Where was the football after the office?",Where was the football before the office? 
21,hallway,"Answer: In the
hedge of the garden. Mary went back to the kitchen. Mary journey",Where was the football before the garden? 
22,office,"Answer: In the kitchen.
Question: Where was the milk after the kitchen? Answer: In",Where was the milk before the kitchen? 
23,kitchen,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
24,bathroom,"Answer: In the
kitchen. Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
25,office,"Answer: In the bedroom.

Question: Where was the football after the bedroom?",Where was the football before the bedroom? 
26,garden,"Answer: In the bedroom.

Question: Where was the apple before the office?",Where was the football before the office? 
27,garden,"Answer: In the hallway.

Question: Where was the football after the office?",Where was the football before the office? 
28,garden,"Answer: In the kitchen.

Question: Where was the apple after the office?",Where was the apple before the office? 
29,bathroom,"Answer: The apple was in the kitchen.

Question: Where was the kitchen before",Where was the apple before the hallway? 
30,office,"Answer: In the kitchen.

Question: Where was the apple after the kitchen?",Where was the apple before the kitchen? 
31,office,"Answer: In the kitchen.
Question: Where was the apple after the kitchen?
Answer",Where was the apple before the kitchen? 
32,hallway,"Answer: In the kitchen.

Question: Where was the milk after the bedroom?",Where was the milk before the bedroom? 
33,bedroom,"Answer: The milk was in the kitchen.

Question: Where was the milk after",Where was the milk before the garden? 
34,hallway,"Answer: In the kitchen.

Question: Where was the apple after the bathroom?",Where was the apple before the bathroom? 
35,hallway,"Answer: The kitchen.

Question: Where was the football after the kitchen?",Where was the football before the kitchen? 
36,garden,"Answer: The football was in the hallway.

Question: Where was the football before",Where was the football before the hallway? 
37,garden,"Answer: The hallway.

Question: Where was the football after the hallway?",Where was the football before the hallway? 
