,target,output,question
0,bedroom,"Answer: The bathroom is east of the bathroom.

Question: What is the bathroom",What is the bathroom east of?
1,bedroom,"Answer: The kitchen is west of the bedroom.

Question: What is east of",What is west of the kitchen?
2,bathroom,"Answer: The south side of the palace.

Question: What is the south side of",What is north of the garden?
3,bedroom,"Answer: The kitchen is south of the bathroom.

Question: What is north of the",What is south of the kitchen?
4,bedroom,"<context>

Answer: East of the kitchen, sir. <context>

Question",What is east of the kitchen?
5,garden,"Answer: The bathroom is on the east side of the hall.

""The bathroom",What is the bathroom west of?
6,kitchen,"Answer: The bedroom.

Question: What is west of the bedroom?",What is east of the bedroom?
7,bathroom,"COMMANDER

The garden south of the garden north.

_The Commander",What is the garden south of?
8,kitchen,"MAURICE

The office? <context>

JEANNE",What is south of the office?
9,office,"Answer: East of the garden.

Question: What is west of the garden?",What is east of the hallway?
10,garden,"Answer: The office is north of the street.

Question: What is south of",What is north of the office?
11,garden,"Answer: The kitchen is south of the
house.

Question: What is the house south",What is south of the kitchen?
12,bathroom,"Answer: The kitchen is east of the
bathroom.

Question: What is east",What is east of the kitchen?
13,garden,"Answer: The kitchen is west of the
bridge.

Question: What is east of the",What is west of the kitchen?
14,garden,"Answer: The north of the
fortification.

Question: What is the north of the",What is north of the bedroom?
15,garden,"Answer: The garden.

Q: What is the garden?

A:",What is east of the hallway?
16,hallway,"Answer: The sea. Question: What is
the fifth day? Answer: The seventh day.",What is east of the office?
17,office,"Answer: South of the bathroom is
the kitchen.

Question: What is the kitchen?",What is south of the bathroom?
18,garden,"Answer: The kitchen.

Question: What is the bedroom south of? Answer: The dining",What is the bedroom north of?
19,garden,"Answer: The kitchen west of the kitchen is the kitchen.

Question: What is",What is the kitchen west of?
20,garden,"Answer: The office is west of the office.

Question: What is the office east",What is the office east of?
21,garden,"Answer: The bathroom is south of the switch-board.

Question: What is",What is the bathroom south of?
22,bathroom,"Answer: The bedroom is north of the bathroom.

Question: What is south of the",What is north of the bedroom?
23,bathroom,"Answer: The bedroom south of the bathroom.

Question: What is the bedroom north of",What is the bedroom south of?
24,hallway,"Answer: The bedroom west of the bedroom.

Question: What is the bedroom west of",What is the bedroom west of?
25,office,"Answer: East of the bathroom is the bathroom.

Question: What is west of",What is east of the bathroom?
26,office,"Answer: The bedroom is north of the hall.

Question: What is the most",What is north of the bedroom?
27,hallway,"Answer: West of the bathroom is the west end of the theatre.

Question: What",What is west of the bathroom?
28,garden,"Answer: The bathroom north of the bathroom.

Question: What is the bathroom south",What is the bathroom north of?
29,garden,"Answer: The office is north of the
office. Why is a man like a horse? Because",What is north of the office?
30,bedroom,"Answer: East of the kitchen is the kitchen.

Question: What is east of",What is east of the kitchen?
31,kitchen,"Answer: The kitchen.

Question: What is the bathroom west of? Answer: The kitchen",What is the bathroom east of?
32,bathroom,"Answer: The Maidenhair tree.

Question: What is south of the garden? Answer",What is north of the garden?
33,kitchen,"Answer: The bedroom west of the bedroom is the room in which the
specimens",What is the bedroom west of?
34,bedroom,"Answer: The kitchen south of the kitchen is the kitchen north of the
kitchen.",What is the kitchen south of?
35,garden,"Answer: The bathroom east of the garden.

Question: What is the bathroom west of",What is the bathroom east of?
36,office,"Answer: The hall is south of the kitchen.

Question: What is the kitchen",What is south of the hallway?
37,bedroom,"Answer: The bathroom is north of the hall.

Question: What is south of the",What is north of the bathroom?
38,bedroom,"Answer: The bathroom is west of.

Question: What is the bathroom east of?",What is the bathroom east of?
39,office,"Answer: The north of the bedroom is the part of the house that is
south of",What is north of the bedroom?
40,bathroom,"Answer: The kitchen is south of the bathroom.

Question: What is the rebel",What is south of the kitchen?
41,bedroom,"Answer: The west is the west of the office.

Question: What is east of",What is west of the office?
42,kitchen,"Answer: The garden south of the kitchen.

Question: What is the garden north of",What is the garden south of?
43,garden,"Answer: The south of the
bedroom is south of the kitchen.

Question: What",What is south of the bedroom?
44,garden,"Answer: The office is south of the
doctor's office.

Question: What is the",What is the office south of?
45,hallway,"Answer: The office east of the
wardroom door.

Question: What is the office",What is the office east of?
46,garden,"Answer: The office is south of the garden.

Question: What is south of",What is south of the office?
47,garden,"Answer: West of the bedroom is west of the house.

Question: What is",What is west of the bedroom?
48,garden,"Answer: The hallway.

“Well, I’m glad you’ve got",What is east of the hallway?
49,garden,"Answer: The office is south of the office.

Question: What is the office south",What is the office south of?
50,bedroom,"Answer: The hallway is south of the garden.

Question: What is the hallway",What is the hallway north of?
51,garden,"Answer: The bathroom is north of the
house. *       *       *       *       *",What is north of the bathroom?
52,hallway,"Answer: The bedroom north of
the garden.

Question: What is the bedroom south of",What is the bedroom north of?
53,bathroom,"Answer: The garden is east of the garden.

Question: What is east of",What is east of the garden?
54,bathroom,"Answer: The Egyptians had a very extensive knowledge of music. They
possessed a",What is west of the bedroom?
55,garden,"Answer: East of the hallway is the room where the patients are.

Question:",What is east of the hallway?
56,hallway,"Answer: The bedroom east of the kitchen.

Question: What is the bedroom west",What is the bedroom east of?
57,kitchen,"Answer: The hall is west of the hallway.

Question: What is the hall",What is west of the hallway?
58,hallway,"Answer: The south of the bedroom is the south of the kitchen.

Question:",What is south of the bedroom?
