,target,output,question
0,hallway,"Answer: In the refrigerator.
Question: What is the price?
Answer: Twenty-",Where is the milk? 
1,hallway,"Answer: In the hall.

Question: What is the matter?
Answer: I",Where is the football? 
2,hallway,"Answer: In the garden.

</context>

“I was in the",Where is the football? 
3,hallway,"Answer: In the locker of the car.

Question: Where is the football?",Where is the football? 
4,garden,"Answer: The milk is in the tank.

Question: Where is the tank?",Where is the milk? 
5,garden,"Answer: In the _Niblu_, the _silurus fish_.

Question",Where is the milk? 
6,bedroom,"Answer: In the _Caele-Syria_, the land of the _Cana",Where is the football? 
7,bedroom,"Answer: In the milk-pit.

Question: Where is the milk?",Where is the milk? 
8,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the football? 
9,kitchen,"Answer: In the garden.

Question: Where is the football?

Answer",Where is the football? 
10,bedroom,"Answer: In the garden.

Question: Where is the football?

Answer",Where is the football? 
11,hallway,"Answer: In the garden.

Question: Where is the football?

Answer",Where is the football? 
12,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
13,garden,"Answer: In the milk-pail.

Question: Where is the milk?",Where is the milk? 
14,bathroom,"Answer: In the moss. Question: Where is the
apple? Answer: In the moss.",Where is the apple? 
15,garden,"Answer: In the garden. Question: Where is the
garden? Answer: In the field",Where is the milk? 
16,garden,"Answer: In the cabin. Question: Where is the milk? Answer: In the
<context",Where is the milk? 
17,garden,"Answer: In the milk-can.

Question: Where is the milk?",Where is the milk? 
18,kitchen,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
19,kitchen,"<context>

Answer: In the cellar. <context>

Daniel went to the",Where is the apple? 
20,bedroom,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
21,bedroom,"Answer: In the apple tree.

Question: Where is the apple?
Answer:",Where is the apple? 
22,bathroom,"Answer: In the court-yard.

Question: What is the name of the court",Where is the football? 
23,bathroom,Answer: In the kitchen. Question: Where is the kitchen? Answer: In the kitchen. Question,Where is the football? 
24,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
25,kitchen,"Answer: In the milk of the sheep.

(II) The Pontifical.",Where is the milk? 
26,kitchen,"Answer: In the kitchen.

Question: What is the milk?

Answer",Where is the milk? 
27,bathroom,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
28,bathroom,"Answer: In the kitchen.
Question: Where is the apple?
Answer: In the",Where is the apple? 
29,kitchen,"Answer: In the kitchen.
Question: Where is the milk?
Answer: In the",Where is the milk? 
