,target,output,question
0,football,"Answer: A bottle of rum.

Question: What did he do with the money",What did Fred give to Jeff? 
1,Fred,"Answer: The man who was killed in the wreck.

Question: Who was the",Who gave the football to Jeff? 
2,football,Answer: A handkerchief. Question: What did Jeff give to Fred? Answer: A handkerchief,What did Fred give to Jeff? 
3,Jeff,"Answer: The girl.

Question: Who did the girl give the ring to? Answer:",Who did Fred give the football to? 
4,Fred,"Answer: The <DW64> boy.

Question: Who did he give the football to",Who did Jeff give the football to? 
5,Jeff,"Answer: The King of England. Why? Because he was the apple.

Question: Who",Who gave the apple? 
6,Bill,"Answer: The man who was killed in the
fight.

Question: Who was the man",Who received the apple? 
7,apple,"Answer: A little money.

   I gave him a little money, and he gave me a",What did Bill give to Fred? 
8,apple,"Answer: A little powder.

Question: What did Fred give to Bill?",What did Bill give to Fred? 
9,Fred,"Answer: The Emperor of the East.
Question: Who was the Emperor of the East?",Who received the apple? 
10,Mary,Answer: The man who brought it. Question: Who was the man? Answer: The man who,Who received the milk? 
11,milk,Answer: A little money. Question: What did she do with it? Answer: She gave it,What did Mary give to Bill? 
12,Bill,"Answer: The concierge.

Question: Who was the concierge?",Who received the milk? 
13,Bill,"Answer: ""To the <DW64>s."" Question: Who did she give the milk to",Who did Mary give the milk to? 
14,milk,"Answer: A small, white, silk handkerchief.
Question: What did she do with",What did Mary give to Bill? 
15,Jeff,"Answer: Alfred.

Question: Who was the man who was in the room when",Who received the football? 
16,Fred,"Answer: Alfred.

Question: Who gave the football to Jeff?

Answer",Who gave the football to Jeff? 
17,football,"Answer: ""A piece of paper, a piece of
paper, a piece of paper."" Jeff",What did Fred give to Jeff? 
18,Jeff,"Answer: The man who had it.

Question: Who was the man who received the",Who received the football? 
19,Mary,"Answer: Bode.

Question: Who was the author of the Sentimental Journey? Answer",Who gave the milk? 
20,milk,Answer: A letter. Jeff went to the kitchen. The editor of the _Allgeme,What did Jeff give to Mary? 
21,Mary,"Answer: Lessing.

Question: Who gave the milk to Lessing? Answer: Less",Who gave the milk to Jeff? 
22,Mary,"Answer: The boy who was to be the
servant. [Footnote: The word ""s",Who gave the milk to Jeff? 
23,Bill,"Answer: <context>

<context>

<context>

<context>",Who gave the apple to Jeff? 
24,Jeff,"Answer: Marcel Legay.

Question: Who gave the apple? Answer: Marcel Legay",Who gave the apple? 
25,apple,"Answer: A bottle of absinthe.
Question: What did Celeste give to Mimi",What did Jeff give to Fred? 
26,Fred,"Answer: The man who was the first to
enter the kitchen.

Question: Who received",Who received the apple? 
27,Jeff,"Answer: Jeff.

Question: Who was the man? Answer: Jeff.

Question",Who received the apple? 
28,Jeff,"Answer: The farmer.

Question: Who gave the milk? Answer: The farmer.",Who gave the apple? 
29,Fred,"Answer: Cracker.

Question: Who did Toto give the apple to? Answer:",Who did Jeff give the apple to? 
30,Mary,"Answer: The Comet Master. Question: What did
the Comet Master say? Answer:",Who gave the milk? 
31,Bill,"Answer: Mary.

Question: Who gave the milk? Answer: The Cabbage-",Who gave the milk? 
32,Bill,"Answer: The Microgaster.

Question: Who gave the milk to the Microgaster",Who gave the milk to Mary? 
33,milk,Answer: A piece of paper. Question: What did he do with it? Answer: He put,What did Bill give to Mary? 
34,apple,"Answer: A new plant of the A. Thomsonii, which is a very fine
plant,",What did Mary give to Fred? 
35,Jeff,"Answer: The Rev. Dr William
Storrow Brown. Question: Who was the author of the",Who did Fred give the milk to? 
36,Jeff,"Answer: The Marquis of St Malo.

Question: Who was the Mar",Who did Fred give the milk to? 
37,milk,Answer: A little money. Question: What did Mary give to Jeff? Answer: A little money,What did Jeff give to Mary? 
38,milk,"Answer: A piece of bread. Bill went to the bathroom. The Moors fired
at the",What did Jeff give to Mary? 
39,Fred,"Answer: Mary.

Question: Who gave the apple? Answer: Mary.

Question",Who gave the apple? 
40,Mary,"Answer: A woman who had been in the habit of
administering it.

Question",Who gave the milk? 
41,milk,"Answer: A piece of bread.
Question: What did he do with it? Answer: He",What did Mary give to Fred? 
42,Jeff,"Answer: The municipal commissioners.

Question: Who gave the milk? Answer: The municipal commissioners",Who gave the milk? 
43,Fred,"Answer: The King.

Q: Who gave it to her?

A",Who received the milk? 
44,Mary,"Answer: The ""Bullier""

Question: Who gave the milk? Answer: The",Who gave the milk? 
45,Bill,"Answer: The poet, who had been
suffering from a bad cold.

Question",Who did Mary give the milk to? 
46,milk,"Answer: She gave him a
letter. Bill: What did she say? Answer: She said",What did Mary give to Bill? 
47,Mary,"Answer: The man who was the first to
discover the use of the nictitating membrane",Who gave the milk? 
48,Mary,"Answer: Mary.

Question: Who did Bill give the milk to? Answer: Bill.",Who did Bill give the milk to? 
49,Bill,"Answer: The farmer who had the land.

Question: Who gave the milk to",Who gave the milk to Mary? 
50,Mary,"Answer: Mary.

Question: Who gave the apple to Mary?

Answer",Who gave the apple to Fred? 
51,Fred,"Answer: The first person that gave it to Mary.

Question: Who gave the",Who gave the apple to Mary? 
52,apple,Answer: A piece of bread. Question: What did Mary give to Fred? Answer: A piece,What did Fred give to Mary? 
53,apple,Answer: A piece of white. Question: What did Alfred do with Jimmy? Answer: He put,What did Mary give to Jeff? 
54,apple,"Answer: A piece of candy.

Question: What did she do with it?",What did Mary give to Jeff? 
55,Fred,"Answer: The <c>C</c>
<c>C</c>",Who received the football? 
56,football,"Answer: A little box of candy.
Question: What did he give to Taylor? Answer:",What did Bill give to Fred? 
57,Bill,"Answer: The young man who was with Agricola.

Question: Who was the",Who gave the apple? 
58,Bill,"Answer: The young blacksmith.

Question: Who was the young blacksmith? Answer:",Who did Mary give the apple to? 
59,Jeff,Answer: To Agricola. Question: Who gave the apple to Bill? Answer: To Agricola,Who did Bill give the apple to? 
60,Jeff,"Answer: To the gardener.

Question: Who gave the apple to the gardener?",Who did Bill give the apple to? 
61,Bill,"Answer: The farmer.

Question: Who gave the egg to Jeff? Answer: The farmer",Who gave the apple to Jeff? 
