,target,output,question
0,office,"Answer: In the kitchen.
Question: Where was the apple before the cook?
Answer",Where was the apple before the bathroom? 
1,office,"Answer: The first time that the people of the valley of the Nile
were in the",Where was the apple before the hallway? 
2,office,"Answer: In the garden of Eden.
Question: Where was the apple before the garden of",Where was the apple before the hallway? 
3,bathroom,"Answer: In the garden.

Question: Where was the game?

Answer",Where was the football before the garden? 
4,bathroom,"Answer: In the library.

Question: How did you get the book?",Where was the football before the garden? 
5,garden,"Answer: In the tree.

</context>

""I'm a",Where was the apple before the bathroom? 
6,kitchen,"Answer: In the kitchen.

Question: How long was it since you had the",Where was the milk before the office? 
7,kitchen,"Answer: In the apple-tree.
Question: What was the name of the tree?",Where was the apple before the office? 
8,kitchen,"Answer: In the apple tree.

Question: What was the name of the tree",Where was the apple before the office? 
9,bedroom,"Answer: The American, or the American-sod-garn, or the American",Where was the apple before the office? 
10,garden,"Answer: In the garden.

Question: What was the name of the apple? Answer:",Where was the apple before the bedroom? 
11,garden,"Answer: In the library.

Question: What was the reason of the confusion?",Where was the apple before the bedroom? 
12,garden,"Answer: In the cellar.
Question: Where was the milk after the bathroom?
Answer",Where was the milk before the bathroom? 
13,garden,"Answer: In the kitchen.

Question: What was the reason for the delay?",Where was the milk before the bathroom? 
14,garden,"Answer: In the kitchen.

Question: What is the difference between the two?",Where was the milk before the bathroom? 
15,kitchen,"Answer: The garden was the place where the boys were playing.

Question: How",Where was the football before the garden? 
16,kitchen,"Answer: In the library.

Question: What was the name of the lady who",Where was the football before the garden? 
17,garden,"Answer: In the
kitchen. Question: Where was the milk after the bedroom? Answer:",Where was the milk before the bedroom? 
18,garden,"Answer: In the
kitchen. Question: Where was the milk after the supper? Answer:",Where was the milk before the bedroom? 
19,bedroom,"Answer: In the
Alley-keeper's room. Question: What was the name of the",Where was the football before the bathroom? 
20,garden,"Answer: In the hall.

Question: What was the football?

Answer",Where was the football before the hallway? 
21,garden,"Answer: In the library.

Question: What was the name of the book?",Where was the football before the office? 
22,hallway,"Answer: In the grass.

Question: How did you get it?",Where was the football before the garden? 
23,office,"Answer: In the kitchen.

Question: Where was the water before the house?",Where was the milk before the kitchen? 
24,kitchen,"Answer: In the panty-house.
Question: What was the reason for the absence",Where was the milk before the bedroom? 
25,bathroom,"Answer: In the room.

Question: What was the reason for the match?",Where was the football before the bedroom? 
26,office,"Answer: In the
courtyard of the house. <context>

The following",Where was the football before the bedroom? 
27,garden,"Answer: In the Court of
Guilds. Question: Where was the game before the Court",Where was the football before the office? 
28,garden,"Answer: The first of the two great American cities, and the
promurial of",Where was the football before the office? 
29,garden,"Answer: The first of the two books of the history of the world,
written by",Where was the apple before the office? 
30,bathroom,"Answer: In the room of the house of the house of the house of the
K",Where was the apple before the hallway? 
31,office,"Answer: The whole of the history of the world is a great and
interesting question,",Where was the apple before the kitchen? 
32,office,"Answer: In the tree.

Question: What was the tree?

Answer",Where was the apple before the kitchen? 
33,hallway,"Answer: In the kitchen.

Question: Where was the kitchen before the dining-",Where was the milk before the bedroom? 
34,bedroom,"Answer: In the house of the king.

Question: How was the blood of",Where was the milk before the garden? 
35,hallway,"Answer: In the library.

Question: What was the motive of the young man's",Where was the apple before the bathroom? 
36,hallway,"Answer: The kitchen was in the middle of the room, and the room was in the",Where was the football before the kitchen? 
37,bathroom,"Answer: In the
kitchen. Question: Where was the apple before the apple-tree?",Where was the apple before the kitchen? 
38,garden,"Answer: The American

The American

The American

The American",Where was the apple before the bathroom? 
39,garden,"Answer: In the apple-seller’s store, in the street, or in",Where was the apple before the bathroom? 
40,garden,"Answer: In the room of the school.

Question: What was the reason of",Where was the football before the hallway? 
41,garden,"Answer: In the room of the captain of the team.

Question: What was",Where was the football before the hallway? 
42,garden,"Answer: In the kitchen.

Question: What was the reason of the change?",Where was the milk before the hallway? 
43,hallway,"Answer: In the old house.

Question: How was the water?",Where was the milk before the bathroom? 
44,bathroom,"Answer: In the library.

Question: What was the name of the man who",Where was the football before the hallway? 
45,bedroom,"Answer: In the wood-sore.

Question: Where was the apple before",Where was the apple before the bathroom? 
46,bedroom,"Answer: In the library.

""The following is the text of the letter:",Where was the apple before the bathroom? 
47,bedroom,"Answer: In the garden.

Question: What is the difference between a ""b",Where was the apple before the bathroom? 
48,bedroom,"Answer: In the
corridor. Question: Where was the man with seven wives? Answer",Where was the apple before the bathroom? 
49,bedroom,"Answer: In the kitchen.

Question: Where was the milk before the kitchen?",Where was the milk before the hallway? 
50,kitchen,"Answer: In the garden.
Question: Where was the apple before the tree?
Answer",Where was the apple before the garden? 
51,garden,"Answer: In the tree.

""I was in the tree, and I saw",Where was the apple before the bedroom? 
52,garden,"Answer: In the corner of the room.

Question: What was the name of",Where was the football before the kitchen? 
53,bathroom,"Answer: In the room.

Question: How did you get it?",Where was the apple before the bedroom? 
54,bathroom,"Answer: In the cellar.
Question: What was the name of the apple?
Answer",Where was the apple before the bedroom? 
55,office,"Answer: In the basement.

Q: What was the name of the boy who",Where was the football before the hallway? 
56,kitchen,"Answer: The man who was to be the judge of the matter.

Question:",Where was the apple before the office? 
57,office,"Answer: The old-fashioned, old-fashioned, old-fashioned, old-fashioned",Where was the football before the garden? 
58,office,"Answer: In the room.

Question: What was the name of the person who",Where was the football before the bedroom? 
59,garden,"Answer: In the garden of the house of the Lord of the
Moon-c",Where was the apple before the hallway? 
60,hallway,"Answer: In the room.

Question: Was the room in the house?",Where was the football before the bedroom? 
61,bathroom,"Answer: In the library.

Question: What was the name of the man who",Where was the football before the hallway? 
62,bedroom,"Answer: In the kitchen.

Question: Where was the football before the football?",Where was the football before the kitchen? 
63,garden,"Answer: In the room.

""I'm going to the moon,"" said the",Where was the football before the bathroom? 
64,garden,"Answer: In the
old-fashioned, old-fashioned, old-fashioned, old-fashioned",Where was the football before the bathroom? 
65,bathroom,"Answer: In the pant-room.

Question: Where was the water before the",Where was the milk before the office? 
66,bathroom,"A: In the house of the priest.

Q: What was the custom?",Where was the milk before the office? 
67,bathroom,"Answer: The library.

Question: What was the name of the book?",Where was the milk before the office? 
68,garden,"Answer: In the library.

Question: What was the motive of the motive?",Where was the football before the bedroom? 
69,kitchen,"Answer: The
sod-pain

Question: What was the
s",Where was the football before the bathroom? 
70,office,"Answer: In the ante-room, where the ladies were waiting for the
gentes",Where was the football before the hallway? 
71,hallway,"Answer: In the garden of the house of the King of the
<sarns",Where was the apple before the garden? 
72,bathroom,"Answer: In the kitchen.

Question: What was the reason of the confusion?",Where was the milk before the kitchen? 
73,kitchen,"Answer: In the garden of the house of the Prince of the
Parmans, in",Where was the apple before the bathroom? 
74,garden,"Answer: In the garden.

Question: What was the name of the place?",Where was the apple before the bathroom? 
75,garden,"Answer: In the kitchen.

Question: What was the time of the day?",Where was the milk before the hallway? 
76,hallway,"Answer: In the afternoon.

Question: What was the time of the afternoon?",Where was the milk before the office? 
77,garden,"Answer: In the
carnary. Question: Where was the wine before the wine-cell",Where was the milk before the hallway? 
78,office,"Answer: In the
kitchen.

Question: What was the first thing that the first",Where was the apple before the bathroom? 
79,office,"Answer: In the library.

Question: How did you get it?",Where was the apple before the bathroom? 
80,kitchen,"Answer: In the ante-dights.

Question: How was the blood of",Where was the milk before the office? 
81,kitchen,"Answer: In the house of the Bishop of Rochester.

Question: What was the",Where was the milk before the office? 
82,kitchen,"Answer: In the kitchen.

Question: What was the reason for the delay?",Where was the milk before the office? 
83,bathroom,"Answer: In the apple tree.
Question: What was the apple?
Answer: The",Where was the apple before the hallway? 
84,bathroom,"Answer: In the kitchen.

Question: Where was the bread before the bread-",Where was the milk before the bedroom? 
85,garden,"Answer: In the room where the little girl was playing.

Question: What was",Where was the apple before the bathroom? 
86,bathroom,"Answer: In the kitchen.

Question: What was the time of the day?",Where was the milk before the kitchen? 
87,bathroom,"Answer: In the kitchen.
Question: Where was the milk before the kitchen?
Answer",Where was the milk before the kitchen? 
88,garden,"Answer: In the kitchen.
Question: Where was the kitchen before the bathroom?
Answer",Where was the milk before the bathroom? 
89,bathroom,"Answer: In the room.

<context>

<context>",Where was the football before the bedroom? 
90,hallway,"Answer: In the barn.
Question: How was the milk before the kitchen?
Answer",Where was the milk before the kitchen? 
91,hallway,"Answer: The first time the man was in the house.

Question: Where was",Where was the milk before the kitchen? 
92,garden,"Answer: In the kitchen.

""Question: Where was the water before the dinner",Where was the milk before the bedroom? 
93,bedroom,"Answer: In the yard.

Question: What was the direction of the wind?",Where was the football before the kitchen? 
94,kitchen,"Answer: In the garden.

Question: Where was the apple before the house?",Where was the apple before the bedroom? 
95,kitchen,"Answer: In the apple tree.

Question: Where was the apple before the apple",Where was the apple before the hallway? 
96,kitchen,"Answer: In the apple-tree.

Question: Where was the apple-tree",Where was the apple before the hallway? 
97,hallway,"Answer: In the garden.

Question: What was the apple?

Answer",Where was the apple before the kitchen? 
98,bedroom,"Answer: In the kitchen.

Question: Where was the milk before the bath?",Where was the milk before the bathroom? 
99,bathroom,"Answer: In the kitchen.

Question: How was the water?

Answer",Where was the milk before the bedroom? 
100,office,"Answer: In the kitchen.

Question: How much was the amount of the receipts",Where was the milk before the bathroom? 
101,office,"Answer: The first of the two was the American woman, who was a great
m",Where was the milk before the bathroom? 
102,bedroom,"Answer: In the churchyard.

Question: What was the name of the man",Where was the football before the office? 
103,bedroom,"Answer: In the room of the man of the house.

<context>",Where was the football before the office? 
104,office,"Answer: In the
'carnal-pleasures' of the 'carnal-",Where was the milk before the bathroom? 
105,hallway,"Answer: In the room of the coach-keeper.

Question: What was the",Where was the football before the bathroom? 
106,garden,"Answer: The hall was the football.
Question: Where was the football before the hall?",Where was the football before the hallway? 
107,garden,"Answer: In the library.

Question: What was the name of the library?",Where was the football before the hallway? 
108,hallway,"Answer: In the little room in the house.

Question: What was the name",Where was the apple before the bathroom? 
109,hallway,"Answer: In the cellar.

Question: What was the reason for the man's",Where was the apple before the bathroom? 
110,garden,"Answer: In the
sitting-room.

Question: How was the room in which",Where was the apple before the hallway? 
111,garden,"Answer: Theodosia.

Question: What was the name of the man",Where was the apple before the hallway? 
112,hallway,"Answer: In the kitchen.

Question: Where was the ball before the football?",Where was the football before the kitchen? 
113,hallway,"Answer: The kitchen.

Question: How was the dinner to be served?",Where was the football before the kitchen? 
114,kitchen,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the apple before the garden? 
115,hallway,"Answer: In the kitchen.
Question: Where was the water before the kitchen?
Answer",Where was the milk before the bathroom? 
116,hallway,"Answer: In the kitchen.

Question: Where was the milk before the bath?",Where was the milk before the bathroom? 
117,hallway,"Answer: In the library.

Question: How did the water-lup's",Where was the milk before the bathroom? 
118,bedroom,"Answer: In the library.

Question: How was the library?

Answer",Where was the football before the office? 
119,bedroom,"Answer: In the room.
Question: How many were there?
Answer: Two.",Where was the football before the office? 
120,garden,"Answer: In the kitchen.

Question: What was the name of the man who",Where was the apple before the kitchen? 
121,garden,"<context>

<context>

<context>

<context>",Where was the milk before the hallway? 
122,garden,"Answer: In the milk-house.

Question: Where was the milk-house before the",Where was the milk before the hallway? 
123,garden,"Answer: In the kitchen.

Question: Where was the bread?

Answer",Where was the milk before the hallway? 
124,office,"Answer: In the church of the Holy

I have been looking for the apple,",Where was the apple before the garden? 
125,kitchen,"Answer: In the cow.

Question: Where was the cow before the garden?",Where was the milk before the garden? 
126,kitchen,"Answer: In the
barn. Question: Where was the milk before the garden? Answer:",Where was the milk before the garden? 
127,kitchen,"Answer: The old man was a great man, and he was a great man because he",Where was the milk before the garden? 
128,office,"Answer: In the kitchen.

Question: What was the name of the little boy",Where was the apple before the kitchen? 
129,office,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the apple before the kitchen? 
130,garden,"Answer: In the kitchen.

<c>

<c>",Where was the milk before the kitchen? 
131,bathroom,"Answer: In the kitchen.

Question: How did you get it?",Where was the milk before the office? 
132,bathroom,"Answer: In the library.

Question: What was the reason for the change?",Where was the milk before the office? 
133,bathroom,"Answer: The first time that the new-found-mother was brought to the
c",Where was the milk before the office? 
134,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the kitchen?",Where was the apple before the hallway? 
135,garden,"Answer: In the library.

Question: What was the reason for the great interest",Where was the football before the kitchen? 
136,garden,"Answer: In the kitchen.
Question: Where was the football before the school?
Answer",Where was the football before the kitchen? 
137,garden,"Answer: In the church.
Question: Where was the church before the football?
Answer",Where was the football before the kitchen? 
138,bedroom,"Answer: In the library.

""I'm sorry I was so much of a bother",Where was the football before the garden? 
139,bedroom,"Answer: In the library.

Question: How did you get the books?",Where was the football before the garden? 
140,kitchen,"Answer: The little one was in the house, and the mother was in the
c",Where was the milk before the bedroom? 
141,kitchen,"<p>

Answer: In the kitchen. <p>

Question: How long",Where was the milk before the bedroom? 
142,kitchen,"Answer: In the milk-pitcher.

Question: Where was the milk-",Where was the milk before the bedroom? 
143,bathroom,"Answer: In the basement of the National Academy of Arts and Sciences,
in the basement",Where was the football before the hallway? 
144,bathroom,"Answer: In the school-room.

Question: What was the name of the",Where was the football before the hallway? 
145,office,"Answer: The first time I was in the city I was a little boy, and I",Where was the football before the garden? 
146,garden,"Answer: In the hall.
Question: Where was the football before the football?
Answer",Where was the football before the hallway? 
147,garden,"Answer: In the hall.

Question: Where was the football before the hall?",Where was the football before the hallway? 
148,garden,"Answer: In the library.

Question: What was the reason for the
fumping",Where was the football before the hallway? 
149,hallway,"Answer: The kitchen.

Question: What was the amount of the receipts?",Where was the milk before the kitchen? 
150,kitchen,"Answer: In the room where the old man had died.

Question: How did",Where was the milk before the office? 
151,garden,"Answer: In the library.

Question: What was the name of the book?",Where was the apple before the bathroom? 
152,garden,Answer: In the _paleo_ of the _Boehmer_ tree,Where was the apple before the bathroom? 
153,bathroom,"Answer: In the house.

Question: How was the milk?

Answer",Where was the milk before the kitchen? 
154,bathroom,"Answer: In the
kitchen. Question: Where was the milk after the kitchen? Answer:",Where was the milk before the kitchen? 
155,bathroom,"Answer: In the
room of the little-sick-room. Question: Where was the",Where was the apple before the office? 
156,bathroom,"<context>

<context>

<context>

<context>",Where was the apple before the office? 
157,bedroom,"Answer: In the room of the two boys, who were the only ones who had
been",Where was the apple before the bathroom? 
158,bedroom,"Answer: In the
carnesia. <carnesia> is a name for",Where was the apple before the bathroom? 
159,garden,"Answer: In the library.

Question: What was the motive of the American's",Where was the apple before the hallway? 
160,office,"Answer: In the room.

Question: What was the reason for the man's",Where was the football before the kitchen? 
161,office,"Answer: In the house.

Question: What was the name of the house?",Where was the apple before the bedroom? 
162,office,"Answer: In the library.

Question: How was the book-sarn,",Where was the football before the kitchen? 
163,garden,"Answer: In the house of the
sitting-sorry.

Question:",Where was the milk before the office? 
164,bathroom,"Answer: In the
sump-turner. Question: How did the milk get there",Where was the milk before the bedroom? 
165,kitchen,"Answer: In the kitchen.

Question: What was the time?

Answer",Where was the milk before the office? 
166,kitchen,"Answer: In the library.

Question: What was the time of the day?",Where was the milk before the office? 
167,kitchen,"Answer: The first time that the little girl was to be fed, and the
mother",Where was the milk before the office? 
168,kitchen,"Answer: The first time the sun was in the heavens.

Question: How was",Where was the milk before the garden? 
169,bedroom,"Answer: In the stable.

Question: What was the reason for the soreness",Where was the milk before the kitchen? 
170,bathroom,"Answer: The first time the boys were in the room, and the first time
they",Where was the football before the kitchen? 
171,bathroom,"Answer: In the kitchen.

Question: Where was the football before the kitchen?",Where was the football before the kitchen? 
172,bathroom,"Answer: In the garden.

Question: Where was the ball before the game?",Where was the football before the office? 
173,bathroom,"Answer: The first of the two, the one that was in the house, and the",Where was the football before the office? 
174,bathroom,"Answer: In the cow-house.

Question: What was the name of the",Where was the milk before the office? 
175,office,"Answer: In the library.

Question: What was the reason for the two-fold",Where was the football before the bedroom? 
176,bedroom,"Answer: The library.

""I was in the library, and I was in",Where was the football before the garden? 
177,kitchen,"Answer: In the churchyard.

Question: What was the reason of the punishment",Where was the football before the garden? 
178,kitchen,"Answer: In the garden.

Question: Where was the match-sumps?",Where was the football before the garden? 
179,hallway,"Answer: In the room.

Question: What was the name of the man who",Where was the football before the bedroom? 
180,garden,"Answer: In the
cug-cug.

Question: What was the cause of",Where was the milk before the bedroom? 
181,bathroom,"Answer: In the library.
Question: What was the book?
Answer: The book",Where was the football before the office? 
182,bathroom,"Answer: In the library.

Question: How was the book to be read?",Where was the football before the office? 
183,bathroom,"Answer: In the dining-room.

Question: What was the time?",Where was the football before the office? 
184,garden,"Answer: In the garden of the house of the house of the house of the
s",Where was the apple before the bathroom? 
185,bathroom,"Answer: The first of the two books of the history of the city of
Washington,",Where was the football before the hallway? 
186,bedroom,"Answer: In the house.
Question: How was the water?
Answer: In the",Where was the milk before the bathroom? 
187,kitchen,"Answer: In the cellar.

Question: What was the name of the man who",Where was the apple before the office? 
188,garden,"Answer: In the kitchen.
Question: Where was the milk before the kitchen?
Answer",Where was the milk before the office? 
189,garden,"Answer: In the kitchen.

Question: What was the time of the day?",Where was the milk before the office? 
190,kitchen,"Answer: The first place that was given to the boys.

Question: What was",Where was the football before the bathroom? 
191,hallway,"Answer: In the house of the
sitting-sunk.

Question: How",Where was the milk before the kitchen? 
192,bedroom,"Answer: The first time I was in the theatre I saw a great crowd of
people",Where was the football before the bathroom? 
193,hallway,"Answer: In the house.

Question: What was the name of the man who",Where was the milk before the kitchen? 
194,hallway,"Answer: In the kitchen.

Question: Where was the milk after the kitchen?",Where was the milk before the kitchen? 
195,hallway,"Answer: In the library.

""The library is the place for the library.",Where was the apple before the office? 
196,bathroom,"The answer is that the man was not a little troubled, for he was
a great",Where was the apple before the office? 
197,bedroom,"Answer: In the kitchen.

Question: How was the little girl who was to",Where was the apple before the bathroom? 
198,bathroom,"Answer: In the library.

Question: What was the name of the book?",Where was the apple before the office? 
199,kitchen,"Answer: In the garden.

Question: Where was the water before the garden?",Where was the milk before the garden? 
200,garden,"Answer: In the kitchen.

""And what was the reason for the change?""",Where was the milk before the bedroom? 
201,bedroom,"Answer: In the house of the Lord.

Question: What was the reason for",Where was the milk before the garden? 
202,bedroom,"Answer: In the cow-house.

Question: What was the milk-p",Where was the milk before the garden? 
203,bedroom,"Answer: In the garden of the palace.

Question: Where was the milk after",Where was the milk before the garden? 
204,bathroom,"Answer: The library.
Question: How was the library?
Answer: The library was",Where was the football before the bedroom? 
205,bedroom,"Answer: In the garden.

Question: How did the little girl get the apples",Where was the apple before the garden? 
206,kitchen,"Answer: In the
carnation bed. <context>

<context>",Where was the apple before the hallway? 
207,kitchen,"Answer: In the
<context>

Question: Where was the apple before the <context",Where was the apple before the hallway? 
208,kitchen,"Answer: In the barn.

Question: How was the milk?

Answer",Where was the milk before the office? 
209,garden,"Answer: In the ante-dodium.

Question: What was the reason for the",Where was the milk before the kitchen? 
210,bathroom,"Answer: In the hall.

Question: What was the name of the room?",Where was the football before the hallway? 
211,hallway,"<context>

<context>

<context>

<context>",Where was the football before the kitchen? 
212,hallway,"<context>

<context>

<context>

<context>",Where was the football before the kitchen? 
213,kitchen,"Answer: The water was not in the house, but in the river.

Question",Where was the milk before the garden? 
214,kitchen,"Answer: In the kitchen.

Question: What was the time when you came to",Where was the milk before the bathroom? 
215,office,"Answer: In the basement.

Question: How did the cat get the ball?",Where was the football before the hallway? 
216,hallway,"Answer: The first time I saw it was in the garden.

Question: What",Where was the apple before the bedroom? 
217,hallway,"Answer: In the apple tree.

Question: Where was the apple before the apple",Where was the apple before the bedroom? 
218,hallway,"Answer: In the library.

Question: What was the reason of the change?",Where was the apple before the bedroom? 
219,kitchen,"Answer: In the valley of the river of the same name, which is
sled",Where was the apple before the garden? 
220,bedroom,"Answer: In the house.

Question: What was the milk before the house?",Where was the milk before the garden? 
221,bedroom,"Answer: In the house.

Question: How did the blood of the
s",Where was the milk before the garden? 
222,bedroom,"Answer: In the library.

Question: What was the name of the book?",Where was the milk before the garden? 
223,bedroom,"Answer: In the milk-room.

Question: Where was the milk-room",Where was the milk before the office? 
224,bedroom,"Answer: In the cellar.

Question: What was the reason for the change?",Where was the milk before the office? 
225,bedroom,"Answer: In the room where the little girl was.

Question: What was the",Where was the milk before the hallway? 
226,bedroom,"Answer: In the old house of the old man of the house of the old
man",Where was the milk before the hallway? 
227,bedroom,"Answer: In the kitchen.
Question: Where was the milk before the kitchen?
Answer",Where was the milk before the hallway? 
228,hallway,"Answer: In the tree.

Question: What was the name of the tree?",Where was the apple before the bedroom? 
229,hallway,"Answer: In the library.
Question: What was the reason for the match?
Answer",Where was the football before the bedroom? 
230,kitchen,"Answer: In the garden.

</context>

Question: Where was the",Where was the apple before the garden? 
231,kitchen,"Answer: In the library.

Question: How was the library?

Answer",Where was the apple before the garden? 
232,garden,"Answer: The library.

Question: Where was the football after the library?",Where was the football before the bedroom? 
233,hallway,"Answer: In the pantry.

Question: Where was the milk before the pant",Where was the milk before the kitchen? 
234,kitchen,"Answer: In the kitchen.

Question: How much was it?

Answer",Where was the milk before the hallway? 
235,bedroom,"Answer: The milk was in the house.

Question: How was the water?",Where was the milk before the office? 
236,bedroom,"Answer: In the kitchen.

Question: How much milk did you get?",Where was the milk before the office? 
237,bedroom,"Answer: In the kitchen.

Question: Where was the bread before the kitchen?",Where was the milk before the office? 
238,bedroom,"Answer: The office.
Question: Where was the bread before the church?
Answer:",Where was the milk before the office? 
239,kitchen,"Answer: In the room.

<context>

<context>",Where was the football before the bedroom? 
240,bathroom,"Answer: In the room.

Question: How did you get it?",Where was the football before the bedroom? 
241,bathroom,"Answer: In the library.

Question: How did you get the book?",Where was the football before the bedroom? 
242,bathroom,"Answer: In the library.

Question: Where was the book?

Answer",Where was the football before the garden? 
243,kitchen,"Answer: In the kitchen.
Question: Where was the water before the dinner?
Answer",Where was the milk before the garden? 
244,office,"Answer: In the kitchen.
Question: What was the reason for the milk being in the",Where was the milk before the kitchen? 
245,bedroom,"Answer: In the cellar.

Question: What was the reason for the dinner?",Where was the milk before the office? 
246,bedroom,"""Answer: The bishop of the Church of England, and the bishop of the
Church",Where was the milk before the office? 
247,bedroom,"Answer: In the cow's mouth.

Question: Where was the milk before the",Where was the milk before the office? 
248,kitchen,"Answer: In the garden.

Question: Where was the bread?

Answer",Where was the milk before the garden? 
249,kitchen,"Answer: In the house of the
<context>

<context>

<",Where was the milk before the garden? 
250,hallway,"Answer: In the library.

Question: What was the name of the book?",Where was the football before the bathroom? 
251,hallway,"Answer: The first of the two was the one that was in the house, and",Where was the football before the bathroom? 
252,hallway,"Answer: The first place that was open.

Question: What was the first thing",Where was the football before the bathroom? 
253,bathroom,"Answer: In the house.

Question: How was the water?

Answer",Where was the milk before the kitchen? 
254,garden,"Answer: The first of the two great American cities, and the
pre-carn",Where was the football before the hallway? 
255,bedroom,"Answer: The first of the two great American cities, and the
mother-lother",Where was the apple before the kitchen? 
256,bathroom,"Answer: In the cellar.

Question: What was the time of the night?",Where was the apple before the hallway? 
