,target,output,question
0,hallway,"Answer: He is in the barn.
Question: Where is John?
Answer: He",Where is John? 
1,bathroom,"Answer: She is in the kitchen.

Question: Where is Mary?",Where is Mary? 
2,kitchen,"Answer: In the kitchen. Question: Where is the
chamber? Answer: In the kitchen",Where is Sandra? 
3,hallway,"Answer: In the garden. <context>

<context>

<context>",Where is Sandra? 
4,kitchen,"Answer: She is in the garden.

Question: Where is the garden?",Where is Sandra? 
5,hallway,"Answer: She is in the library.
Question: Where is Alf?
Answer:",Where is Sandra? 
6,garden,"Answer: She is in the parlor.

Question: Where is she?",Where is Sandra? 
7,hallway,"Answer: In the garden.

Question: What is the meaning of the word """,Where is Daniel? 
8,office,"Answer: In the garden.
Question: Where is the sun?
Answer: In the",Where is Sandra? 
9,office,"Answer: In the ""Long"" Boston.

Question: What is the Boston?",Where is Daniel? 
10,kitchen,"Answer: She is in the orchard.

Question: What is she doing? Answer:",Where is Mary? 
11,garden,"Answer: She is in the garden.

Question: Where is Mary?
Answer:",Where is Mary? 
12,office,"Answer: He's in the stable.
Question: Where is Daniel?
Answer: He",Where is Daniel? 
13,bedroom,"Answer: She is in the garden.

Q: Where is Mary?",Where is Mary? 
14,bedroom,"Answer: She is in the garden.

Question: Where is the garden?",Where is Mary? 
15,kitchen,"Answer: He is in the Assembly.

Question: What is he doing?",Where is John? 
16,garden,"Answer: He is in the Assembly.

Question: What is he doing?",Where is John? 
17,kitchen,"Answer: In the carriage.

Question: What is the carriage? Answer: A frame,",Where is John? 
18,office,"Answer: In the field. ]

<context>

<context>

<",Where is Daniel? 
19,kitchen,"Answer: In the garden.

Question: What is he doing?

Answer",Where is John? 
20,hallway,"Answer: She is in the garden.

Question: What is she doing?",Where is Mary? 
21,office,"Answer: He is in the office.

Question: What is the matter with him",Where is John? 
22,office,"Answer: John is in the office.
Question: Where is John?
Answer: John",Where is John? 
23,hallway,"Answer: She is in the kitchen.

Question: Where is the kitchen?",Where is Sandra? 
24,bedroom,"Answer: He is in the garden.

Question: Where is the garden?
Answer",Where is Daniel? 
25,bedroom,"Answer: In the kitchen.

Question: What is the matter with her?",Where is Sandra? 
26,bedroom,"Answer: She is in the kitchen.
Question: What is the matter?
Answer:",Where is Mary? 
