,target,output,question
0,bathroom,"Answer: He is in the bathroom.

Question: Where is Daniel?
Answer:",Where is Daniel? 
1,bathroom,"Answer: He is in the bathroom.

Question: Where is Mary?
Answer:",Where is Daniel? 
2,garden,"Answer: John is in the kitchen.

Question: Where is Mary?
Answer:",Where is John? 
3,office,"Answer: Mary is in the kitchen.

Question: Where is John?
Answer:",Where is Mary? 
4,garden,"Answer: She is in the kitchen.

Question: Where is John?
Answer:",Where is Sandra? 
5,garden,"Answer: She is in the garden.

Question: Where is the garden?
Answer",Where is Sandra? 
6,kitchen,"Answer: In the bathroom.

Question: Where is Mary?
Answer: In the",Where is Sandra? 
7,kitchen,"Answer: In the bathroom.

Question: Where is Mary?
Answer: In the",Where is Sandra? 
8,office,"Answer: Daniel is in the bathroom.

Question: Where is John?
Answer:",Where is Daniel? 
9,office,"Answer: Mary is in the bathroom.

Question: Where is Mary?
Answer:",Where is Mary? 
10,bedroom,"Answer: He is in the bedroom.

Question: Where is Mary?
Answer:",Where is Daniel? 
11,bedroom,"Answer: She is in the bedroom.

Question: Where is Mary?
Answer:",Where is Mary? 
12,office,"Answer: He is in the bedroom.

Question: Where is Mary?
Answer:",Where is John? 
13,hallway,"Answer: In the bedroom.

Question: Where is Mary?
Answer: In the",Where is Daniel? 
14,garden,"Answer: She is in the bedroom.

Question: Where is Mary?
Answer:",Where is Mary? 
15,kitchen,"Answer: She is in the garden.

Question: Where is Mary?
Answer:",Where is Mary? 
16,hallway,"Answer: In the kitchen.

Question: Where is Mary?
Answer: In the",Where is Sandra? 
17,garden,"Answer: She went to the kitchen.

Question: Where is John?
Answer:",Where is Mary? 
18,garden,"Answer: She went to the kitchen.

Question: Where is John?
Answer:",Where is Mary? 
19,bedroom,"Answer: In the garden.

Question: Where is Mary?
Answer: In the",Where is Daniel? 
20,bathroom,"Answer: He is in the bathroom.

Question: Where is Mary?
Answer:",Where is Daniel? 
21,hallway,"Answer: She is in the kitchen.

Question: Where is Mary?
Answer:",Where is Mary? 
22,hallway,"Answer: He is in the bathroom.

Question: Where is John?
Answer:",Where is Daniel? 
23,kitchen,"Answer: She is in the kitchen.

Question: Where is John?
Answer:",Where is Mary? 
24,bedroom,"Answer: In the bathroom.

Question: Where is Mary?
Answer: In the",Where is Daniel? 
25,bathroom,"Answer: In the bathroom.

Question: Where is Daniel?
Answer: In the",Where is Mary? 
26,office,"Answer: He is in the bathroom.

Question: Where is Mary?
Answer:",Where is Daniel? 
