,target,output,question
0,hallway,"Answer: He is in the library.

Question: What is he doing?",Where is John? 
1,bathroom,"Answer: She is in the hospital.

Question: What is the matter with her",Where is Mary? 
2,kitchen,"Answer: She is in the library.

Question: What is she doing?
Answer",Where is Sandra? 
3,hallway,"Answer: She is in the library.

Question: What is she doing?",Where is Sandra? 
4,kitchen,"Answer: The book is in the library.

</context>

""I",Where is Sandra? 
5,hallway,"Answer: She is in the house, and she is very busy.

Question:",Where is Sandra? 
6,garden,"Answer: She is in the house of the Lord.

Question: What is the",Where is Sandra? 
7,hallway,"Answer: He is in the room with the other guests.

Question: What is",Where is Daniel? 
8,office,"Answer: She is in the library.

Question: What is the matter with the book",Where is Sandra? 
9,office,"Answer: He is in the room with the ladies.

Question: What is the",Where is Daniel? 
10,kitchen,"Answer: She is in the library.

Question: What is the reason for your",Where is Mary? 
11,garden,"Answer: She is in the library.

Question: What is the reason for her",Where is Mary? 
12,office,"Answer: He is in the house of the Lord of the
Laren, and is",Where is Daniel? 
13,bedroom,"Answer: She is in the house of the Reverend Doctor, who is the
sister",Where is Mary? 
14,bedroom,"Answer: She is in the library.

""I'm sorry, but I've",Where is Mary? 
15,kitchen,"Answer: He is in the library.

Question: What is he doing?",Where is John? 
16,garden,"Answer: He is in the
sumpv

""I have been looking for",Where is John? 
17,kitchen,"Answer: He is in the library.

Question: What is he doing?",Where is John? 
18,office,"Answer: He is in the library.

Question: What is the reason of your",Where is Daniel? 
19,kitchen,"Answer: He is dead.

Question: What is the reason?

Answer",Where is John? 
20,hallway,"Answer: She is in the Holy Land.

Question: Where is the Holy Land",Where is Mary? 
21,office,"Answer: In the House of Commons.

Question: What is the meaning of the",Where is John? 
22,office,"Answer: In the library.

Question: What is the name of the book?",Where is John? 
23,hallway,"Answer: She is in the library.

Question: What is the name of the",Where is Sandra? 
24,bedroom,"Answer: In the book of Daniel.

Question: What is the meaning of the",Where is Daniel? 
25,bedroom,"Answer: She is in the room.

Question: What is the matter with her",Where is Sandra? 
26,bedroom,"Answer: She is in the house.

Question: What is her name?",Where is Mary? 
27,kitchen,"Answer: He was a native of the city of New York, and was born in 17",Where is Daniel? 
28,kitchen,"Answer: He is in the church.

Question: What is the matter with him",Where is Daniel? 
29,kitchen,"Answer: He is in the library.

Question: What is the book?
Answer",Where is Daniel? 
30,hallway,"Answer: In the garden.

Question: What is the matter with her?",Where is Sandra? 
