,target,output,question
0,office,"Answer: In the library.
Question: Where was the library before the dinner?
Answer",Where was the apple before the bathroom? 
1,office,"Answer: In the kitchen.

<c>The following is a list of the",Where was the apple before the hallway? 
2,office,"Answer: In the apple-tree.

Question: Where was the apple-tree",Where was the apple before the hallway? 
3,bathroom,"Answer: In the
_cad-d-d-d-d-d-d",Where was the football before the garden? 
4,bathroom,"Answer: In the room of the room in which the dead were lying.

Question",Where was the football before the garden? 
5,garden,"Answer: In the kitchen.

Question: What was the name of the room?",Where was the apple before the bathroom? 
6,kitchen,"Answer: In the milk-sream.

Question: How was the milk-",Where was the milk before the office? 
7,kitchen,"Answer: In the
woods. Question: Where was the office? Answer: In the house.",Where was the apple before the office? 
8,kitchen,"Answer: In the library.

Question: What was the name of the book?",Where was the apple before the office? 
9,bedroom,"Answer: In the library.

Question: Was the book in the library?",Where was the apple before the office? 
10,garden,"Answer: In the library.

Question: Was there a book in the library?",Where was the apple before the bedroom? 
11,garden,"Answer: In the room.

Question: What was the name of the room?",Where was the apple before the bedroom? 
12,garden,"Answer: In the kitchen.

Question: How did you get it?",Where was the milk before the bathroom? 
13,garden,"Answer: In the room where the water was.

Question: What was the water",Where was the milk before the bathroom? 
14,garden,"Answer: In the kitchen.

Question: What was the name of the man who",Where was the milk before the bathroom? 
15,kitchen,"Answer: In the library.

<context>

<context>",Where was the football before the garden? 
16,kitchen,"Answer: In the room.
Question: What was the reason for the trip to the",Where was the football before the garden? 
17,garden,"Answer: In the kitchen.

Question: What was the reason for the change of the two",Where was the milk before the bedroom? 
18,garden,"Answer: In the milk-house.

Question: What was the milk-house",Where was the milk before the bedroom? 
19,bedroom,"Answer: In the library.

Question: What was the name of the room?",Where was the football before the bathroom? 
20,garden,"Answer: In the library.

Question: What was the name of the book?",Where was the football before the hallway? 
21,garden,"Answer: In the library.

Question: How was the library?

Answer",Where was the football before the office? 
22,hallway,"Answer: In the garden.

Question: Where was the ball?

Answer",Where was the football before the garden? 
23,office,"Answer: In the house.

Question: How was the water in the house?",Where was the milk before the kitchen? 
24,kitchen,"Answer: In the
caught-up-and-sued-for-the-s",Where was the milk before the bedroom? 
