,target,output,question
0,football,"Answer: A dollar.

Question: What did Jeff give to Fred? Answer: A dollar",What did Fred give to Jeff? 
1,Fred,"Answer: Jeff.

Question: Who gave the football to Jeff?

Answer",Who gave the football to Jeff? 
2,football,"Answer: A football.

Question: What did Jeff give to Fred?",What did Fred give to Jeff? 
3,Jeff,"Answer: Jeff.

Question: Who gave the football to Jeff?

Answer",Who did Fred give the football to? 
4,Fred,"Answer: Jeff gave it to Fred.

Question: Who did Fred give the football",Who did Jeff give the football to? 
5,Jeff,"Answer: The captain.
Question: Who gave the apple?
Answer: The captain.",Who gave the apple? 
6,Bill,"Answer: The Hakka boat.

Question: Who received the apple?",Who received the apple? 
7,apple,"Answer: A football.

Question: What did Fred give to Bill?",What did Bill give to Fred? 
8,apple,"Answer: A dollar.

Question: What did Fred give to Bill? Answer: A dollar",What did Bill give to Fred? 
9,Fred,"Answer: Mary.

Question: Who gave the apple?

Answer: Mary",Who received the apple? 
10,Mary,"Answer: The milk was given to the groom, who was a very good horseman,",Who received the milk? 
11,milk,"Answer: The milk.

Question: What did Bill do with the milk? Answer: He",What did Mary give to Bill? 
12,Bill,"Answer: Mary.

Question: Who received the milk?

Answer: Bill",Who received the milk? 
13,Bill,"Answer: Bill.

Question: Who did Mary give the milk to? Answer: Bill.",Who did Mary give the milk to? 
14,milk,"Answer: A little milk.

Question: What did Bill do with the milk? Answer:",What did Mary give to Bill? 
15,Jeff,"Answer: The Rocket Corps.

Question: Who received the football?
Answer:",Who received the football? 
16,Fred,"Answer: Jeff.

Question: Who gave the football to Fred?

Answer",Who gave the football to Jeff? 
17,football,"Answer: A football.

Question: What did Jeff give to Fred?",What did Fred give to Jeff? 
18,Jeff,"Answer: Smith.

Question: Who received the football?

Answer: Smith",Who received the football? 
19,Mary,"Answer: Jeff.

Question: Who gave the money? Answer: Jeff.

Question",Who gave the milk? 
20,milk,"Answer: He gave her a shilling.

Question: What did she give him? Answer",What did Jeff give to Mary? 
21,Mary,"Answer: Mary.

Question: Who gave the milk to Jeff?

Answer",Who gave the milk to Jeff? 
22,Mary,"Answer: Fred.

Question: Who gave the milk to Jeff?

Answer",Who gave the milk to Jeff? 
23,Bill,"Answer: The apple was given to Jeff by his mother.

Question: Who gave",Who gave the apple to Jeff? 
24,Jeff,"Answer: Fred.

Question: Who gave the apple?
Answer: Fred.",Who gave the apple? 
25,apple,"Answer: A piece of bread.

Question: What did Jeff do with the apple? Answer",What did Jeff give to Fred? 
26,Fred,"Answer: Jeff.

Question: Who received the milk?

Answer: Jeff",Who received the apple? 
27,Jeff,"Answer: Jeff.

Question: Who received the apple?

Answer: Bill",Who received the apple? 
28,Jeff,"Answer: Jeff.

Question: Who gave the apple?

Answer: Jeff",Who gave the apple? 
29,Fred,"Answer: Fred.

Question: Who gave the apple to Jeff?

Answer",Who did Jeff give the apple to? 
30,Mary,"Answer: Fred.

Question: Who gave the milk? Answer: Fred.

Question",Who gave the milk? 
31,Bill,"Answer: Bill.

Question: Who gave the apple?

Answer: Bill",Who gave the milk? 
32,Bill,"Answer: Mary.

Question: Who gave the milk to Bill?
Answer: Bill",Who gave the milk to Mary? 
33,milk,"Answer: A piece of apple.

Question: What did Mary give to Bill? Answer:",What did Bill give to Mary? 
34,apple,"Answer: The apple.

Question: What did Fred give to Mary? Answer: The apple",What did Mary give to Fred? 
35,Jeff,"Answer: Jeff.

Question: Who did Fred give the milk to?",Who did Fred give the milk to? 
36,Jeff,"Answer: Fred gave the milk to Jeff.

Question: Who did Jeff give the",Who did Fred give the milk to? 
37,milk,"Answer: He gave her a bottle of milk.

Question: What did Mary give",What did Jeff give to Mary? 
38,milk,"Answer: The milk.

Question: What did Mary give to Jeff? Answer: The milk",What did Jeff give to Mary? 
39,Fred,"Answer: Fred.

Question: Who gave the apple?

Answer: Fred",Who gave the apple? 
40,Mary,"Answer: Mary.

Question: Who gave the milk?

Answer: Mary",Who gave the milk? 
41,milk,"Answer: A small package, wrapped in a newspaper.

Question: What did Fred",What did Mary give to Fred? 
42,Jeff,"Answer: Mary.

Question: Who gave the milk?

Answer: Mary",Who gave the milk? 
43,Fred,"Answer: Mary.

Question: Who received the milk?

Answer: Mary",Who received the milk? 
44,Mary,"Answer: Mary.

Question: Who gave the milk?

Answer: Mary",Who gave the milk? 
45,Bill,"Answer: Mary gave the milk to Bill.

Question: Who did Bill give the",Who did Mary give the milk to? 
46,milk,"Answer: A piece of bread.

Question: What did Bill give to Mary? Answer:",What did Mary give to Bill? 
47,Mary,"Answer: The soldier who was shot.

Question: Who gave the milk?",Who gave the milk? 
48,Mary,"Answer: Mary.

Question: Who did Bill give the milk to?",Who did Bill give the milk to? 
49,Bill,"Answer: Jeff.

Question: Who gave the apple to Mary?

Answer",Who gave the milk to Mary? 
50,Mary,"Answer: Jeff.

Question: Who gave the apple to Jeff?

Answer",Who gave the apple to Fred? 
51,Fred,"Answer: Mary gave the apple to Fred.
Question: Who gave the apple to Mary? Answer",Who gave the apple to Mary? 
52,apple,"Answer: The apple.

Question: What did Mary give to Fred? Answer: The apple",What did Fred give to Mary? 
53,apple,"Answer: A piece of apple.

Question: What did Mary give to Jeff? Answer:",What did Mary give to Jeff? 
54,apple,"Answer: A little apple.

JEANNE

What did he give her",What did Mary give to Jeff? 
55,Fred,"Answer: Emil Grelieu.

Question: Who received the apple?",Who received the football? 
56,football,"Answer: A bouquet of flowers.

Question: What did Bill give to Fred",What did Bill give to Fred? 
57,Bill,Answer: The apple was given to the milliner by the milliner's daughter.,Who gave the apple? 
58,Bill,"Answer: Bill.

Question: Who did Mary give the apple to?",Who did Mary give the apple to? 
59,Jeff,"Answer: Mary.

Question: Who did Bill give the apple to?",Who did Bill give the apple to? 
60,Jeff,"Answer: Jeff.

Question: Who did Mary give the apple to? Answer: Jeff.",Who did Bill give the apple to? 
61,Bill,"Answer: Mary.

Question: Who gave the apple to Jeff?

Answer",Who gave the apple to Jeff? 
62,Jeff,Answer: Jeff. Jeff went back to the hallway. Jeff went back to the kitchen. Jeff went,Who gave the apple to Bill? 
63,Bill,"Answer: Mary.

Question: Who received the apple?

Answer: Bill",Who received the apple? 
64,Mary,"Answer: Jeff.

Question: Who gave the apple?

Answer: Jeff",Who gave the milk? 
65,Mary,"Answer: The apple was given to Bill by the King.

Question: Who gave",Who gave the apple to Bill? 
66,Bill,"Answer: Bill.

Question: Who gave Bill the apple?

Answer:",Who did Mary give the apple to? 
67,Mary,"Answer: Mary.)

""I don't know,"" said Bill. ""I don't know",Who did Bill give the apple to? 
68,apple,"Answer: A bottle of wine. [136]

[137]

""I'm",What did Bill give to Mary? 
69,Mary,"Answer: Mary.

Question: Who did Bill give the apple to? Answer: Mary.",Who did Bill give the apple to? 
70,apple,"Answer: The apple.

Question: What did Jeff give to Fred? Answer: The apple",What did Fred give to Jeff? 
71,Jeff,"Answer: Bill.

Question: Who gave the football to Jeff? Answer: Bill.",Who gave the football? 
72,Jeff,"Answer: Bill.

Question: Who gave the apple?
Answer: Fred.",Who gave the football? 
73,apple,"Answer: A football.

Question: What did Bill give to Fred? Answer: A football",What did Fred give to Bill? 
74,apple,"Answer: A football.

Question: What did Bill give to Fred?",What did Fred give to Bill? 
