,target,output,question
0,football,"Answer: A blue and gray blanket, a blue and gray blanket, a blue and gray",What did Fred give to Jeff? 
1,Fred,"Answer: The man who gave it to me.
Question: Who gave the ball to the",Who gave the football to Jeff? 
2,football,"Answer: ""A good-sized piece of bread.""

Question: What did he",What did Fred give to Jeff? 
3,Jeff,"Answer: He gave it to the boy who was playing with it.

""What",Who did Fred give the football to? 
4,Fred,"Answer: The Duke of
Macedon.

Question: Who did the Duchess of M",Who did Jeff give the football to? 
5,Jeff,"Answer: The King.

Question: Who gave the apple?

Answer:",Who gave the apple? 
6,Bill,"Answer: The little bird.

Question: Who was the little bird?",Who received the apple? 
7,apple,"Answer: A little money.

Question: What did he give to Bill?",What did Bill give to Fred? 
8,apple,"Answer: A very handsome, well-made, and well-trained dog, which he",What did Bill give to Fred? 
9,Fred,"Answer: The man who was killed.

Question: Who was the man who was killed?",Who received the apple? 
10,Mary,Answer: The girl who was the cause of the murder of the two boys.,Who received the milk? 
11,milk,Answer: A little money. Question: What did she do with it? Answer: She gave it,What did Mary give to Bill? 
12,Bill,"Answer: The people of the country.

Question: How was it?",Who received the milk? 
13,Bill,"Answer: Mary gave it to the milk-maid.
Question: Who did she give it",Who did Mary give the milk to? 
14,milk,"Answer: A piece of bread.

Question: What did she give to the boys? Answer",What did Mary give to Bill? 
15,Jeff,"Answer: The captain.

Question: Who was the captain?

Answer:",Who received the football? 
16,Fred,"Answer: <context>

<context>

<context>

<",Who gave the football to Jeff? 
17,football,"Answer: A letter.

<spain-l-d-c-c",What did Fred give to Jeff? 
18,Jeff,Answer: The Reverend Mr. H. H. H. H. H. H.,Who received the football? 
19,Mary,"Answer: The milk was given to the milkman.

Question: Who gave the",Who gave the milk? 
20,milk,"Answer: A diamond.

<context>

<context>

<context>",What did Jeff give to Mary? 
21,Mary,"Answer: The milk was given to the school.

Question: Who was the teacher",Who gave the milk to Jeff? 
22,Mary,"Answer: The milk was given to the
_first_ man. The _first_ man was",Who gave the milk to Jeff? 
23,Bill,"Answer: ""The Lord.""

Question: Who was the first to use the name ""L",Who gave the apple to Jeff? 
24,Jeff,"Answer: The man who was in the room when the question was asked.

Question",Who gave the apple? 
25,apple,"Answer: The whole of the first chapter of the first volume of the
American edition of",What did Jeff give to Fred? 
26,Fred,"Answer: The Lord.

Question: Who was the man who was the cause of",Who received the apple? 
27,Jeff,"Answer: The man who received it.

Question: Who was the man?
Answer",Who received the apple? 
28,Jeff,"Answer: The officer in command of the brigade.
Question: Who was the officer in command",Who gave the apple? 
29,Fred,"Answer: To the man who was
trying to kill him. Question: Who was the man",Who did Jeff give the apple to? 
30,Mary,"Answer: The children.

Question: Who gave the bread?

Answer:",Who gave the milk? 
31,Bill,"Answer: The Reverend Misses Parny and Misses Bard, who were the",Who gave the milk? 
32,Bill,"Answer: The Reverend Misses, Mrs. and Miss, Mrs. and Miss,",Who gave the milk to Mary? 
33,milk,"Answer: ""A little of the best of everything.""

Question: What did she",What did Bill give to Mary? 
34,apple,"Answer: A little piece of bread.

Question: What did he say?",What did Mary give to Fred? 
35,Jeff,"Answer: The man who was the only one who had the money to buy the
p",Who did Fred give the milk to? 
36,Jeff,"Answer: To the young lady who was sitting on the porch.

Question: Who",Who did Fred give the milk to? 
37,milk,"Answer: A great deal of money.

Question: What did she do with it",What did Jeff give to Mary? 
38,milk,"Answer: A little note.

Question: What did he give to the other one",What did Jeff give to Mary? 
39,Fred,"Answer: The Reverend Doctor.

Question: How did the Reverend Doctor give the",Who gave the apple? 
40,Mary,"Answer: The man who gave it.

Question: Who gave the milk?",Who gave the milk? 
41,milk,"Answer: A kiss.

Question: What did she say to him? Answer: ""I",What did Mary give to Fred? 
42,Jeff,"Answer: The man from the North.

Question: Who gave the water?",Who gave the milk? 
43,Fred,"Answer: The man who had the charge of the house.

Question: Who was",Who received the milk? 
44,Mary,"Answer: The young lady.

Question: Who was the young lady?",Who gave the milk? 
45,Bill,"Answer: The child.

Question: Who gave the milk to the child?",Who did Mary give the milk to? 
46,milk,"Answer: A little book.

Question: What did she do with it? Answer: She",What did Mary give to Bill? 
47,Mary,"Answer: The man who gave it.

Question: Who gave the milk?",Who gave the milk? 
48,Mary,"Answer: The young man who was in the room with the two girls.

Question",Who did Bill give the milk to? 
49,Bill,"Answer: The Mother.

Question: Who was the man who gave the water to",Who gave the milk to Mary? 
50,Mary,"Answer: The man who gave it.

Question: Who gave the man who gave",Who gave the apple to Fred? 
51,Fred,"Answer: The man who gave it to her.

Question: Who gave the man",Who gave the apple to Mary? 
52,apple,"Answer: A little of his own money, and a little of his own time.",What did Fred give to Mary? 
53,apple,"Answer: She gave him a letter to the governor, saying that she was
sorry",What did Mary give to Jeff? 
54,apple,"Answer: She gave him a little book, and he read it to her.",What did Mary give to Jeff? 
55,Fred,"Answer: The captain of the team.

Question: Who was the captain of the team",Who received the football? 
56,football,"Answer: He gave him a new suit of clothes.

Question: What was the reason",What did Bill give to Fred? 
57,Bill,"Answer: The Reverend Doctor

Question: Who was the Reverend Doctor?

Answer",Who gave the apple? 
58,Bill,"Answer: To the man who had
promised to marry her.

Question: Who was",Who did Mary give the apple to? 
59,Jeff,"Answer: To the lady who was sitting in the chair.

Question: Who was",Who did Bill give the apple to? 
60,Jeff,"Answer: The man who was with the other two.

Question: Who was the",Who did Bill give the apple to? 
61,Bill,"Answer: The
""pwhat do you mean?""

Question: Who was the",Who gave the apple to Jeff? 
