,target,output,question
0,hallway,"Answer: In the house. Question: What is the
dinner? Answer: The dinner is",Where is the milk? 
1,hallway,"Answer: In the library.

Question: What is the name of the city?",Where is the football? 
2,hallway,"Answer: In the library.

""I don't know,"" said Alfred, """,Where is the football? 
3,hallway,"Answer: It is a musical composition, and is composed by a man who is
a",Where is the football? 
4,garden,"Answer: In the kitchen.

Question: What is the name of the house?",Where is the milk? 
5,garden,"Answer: In the milk of the human race.

Question: What is milk?",Where is the milk? 
6,bedroom,"Answer: In the yard.

Question: What is the name of the game?",Where is the football? 
7,bedroom,"Answer: In the milk-pail.

Question: Where is the milk-",Where is the milk? 
8,kitchen,"Answer: In the library.

Question: What is the name of the library?",Where is the football? 
9,kitchen,"Answer: In the corner of the room.

Question: What is the difference between a",Where is the football? 
10,bedroom,"Answer: In the library.

<s>The Book of the
Barn-",Where is the football? 
11,hallway,"Answer: In the room.

Question: What is the name of the game?",Where is the football? 
12,garden,"Answer: In the cow's mouth.

Question: What is the difference between a",Where is the milk? 
13,garden,"<context>

Answer: In the little room, which is the only one in the house",Where is the milk? 
14,bathroom,"Answer: In the house of the wicked.

Question: What is the name of the",Where is the apple? 
15,garden,"Answer: In the kitchen.

Question: Where is the bread?

Answer",Where is the milk? 
16,garden,"Answer: In the house.

Question: What is the matter?

Answer",Where is the milk? 
17,garden,"Answer: In the house.
Question: Where is the milk?
Answer: In the",Where is the milk? 
18,kitchen,"Answer: In the garden of the king of the whole world.

Question: What",Where is the apple? 
19,kitchen,"Answer: In the wood.

Question: What is the name of the man?",Where is the apple? 
20,bedroom,"Answer: In the tree.
Question: Where is the apple?
Answer: In the",Where is the apple? 
21,bedroom,"Answer: In the tree.

Question: Where is the apple?

Answer",Where is the apple? 
22,bathroom,"Answer: In the room.

Question: What is the name of the room?",Where is the football? 
23,bathroom,"Answer: In the library.

Question: What is the name of the book?",Where is the football? 
24,bedroom,"Answer: In the stable.

Question: Where is the water?

Answer",Where is the milk? 
25,kitchen,"Answer: In the panty-house.

Question: What is the matter with",Where is the milk? 
26,kitchen,"Answer: In the milk-house.

Question: Where is the milk?",Where is the milk? 
27,bathroom,"Answer: In the tree.

Question: What is the name of the tree?",Where is the apple? 
28,bathroom,"Answer: In the garden.

Question: What is the name of the city?",Where is the apple? 
29,kitchen,"Answer: In the library.

Question: What is the name of the book?",Where is the milk? 
30,garden,"Answer: In the library.

Question: What is the name of the book?",Where is the apple? 
31,garden,"Answer: In the tree.

<c>The American Com-cup-",Where is the apple? 
32,kitchen,"Answer: In the hands of the players.
Question: Where is the ball?
Answer",Where is the football? 
33,kitchen,"Answer: In the garden.

Question: Where is the apple?
Answer: In",Where is the apple? 
34,kitchen,"Answer: In the library.

      “_P.S. I have a little book of",Where is the apple? 
35,office,"Answer: In the house.

Question: How much?

Answer: One",Where is the milk? 
36,kitchen,"Answer: In the bow of the boat.

Question: What is the name of",Where is the football? 
37,kitchen,"Answer: It is in the library.

Question: What is the name of the",Where is the football? 
38,kitchen,"Answer: In the library.

Question: What is the difference between the two?",Where is the football? 
39,bedroom,"Answer: In the hands of the hands of the

<context>

<",Where is the milk? 
40,bedroom,"Answer: In the kitchen.
Question: What is the name of the cow?
Answer",Where is the milk? 
41,office,"Answer: In the house.

Question: What is the time?

Answer",Where is the milk? 
42,office,"Answer: In the st--

Question: Where is the water?

Answer",Where is the milk? 
43,office,"Answer: In the house.

Question: What is the time?

Answer",Where is the milk? 
44,kitchen,"Answer: In the library.

Question: What is the name of the book?",Where is the apple? 
45,bedroom,"Answer: The
cump-cump-cump-cump-cump",Where is the milk? 
46,office,"Answer: In the camp.

<context>

<context>",Where is the football? 
47,bathroom,"Answer: In the room.

Question: What is the matter with the room?",Where is the football? 
48,bathroom,"<context>

Answer: In the barn. <context>

Question: What is",Where is the football? 
49,bedroom,"Answer: In the maren

Question: What is the maren?",Where is the milk? 
50,bathroom,"Answer: In the house.

Question: What is the time?

Answer",Where is the milk? 
51,hallway,"Answer: In the garden of the Temple.

Question: What is the apple?",Where is the apple? 
52,kitchen,"Answer: In the library.

Question: What is the name of the book?",Where is the football? 
53,kitchen,"Answer: It is in the library.

Question: How do you do?
Answer",Where is the football? 
54,kitchen,"Answer: The American, or the American-sod-sore, is the name",Where is the football? 
55,bathroom,"Answer: In the
cod-darned
carn-darned",Where is the apple? 
56,bathroom,"Answer: In the water.

Question: How much?

Answer: A",Where is the milk? 
57,kitchen,"Answer: In the mouth of the blessed Virgin.

Question: What is the name",Where is the milk? 
58,kitchen,"Answer: In the cellar.

Question: Where is the milk?

Answer",Where is the milk? 
59,bedroom,"Answer: In the orchard.

Question: Where is the apple?",Where is the apple? 
60,garden,"Answer: In the kitchen.

Question: What is the name of the man who",Where is the milk? 
61,garden,"Answer: In the refrigerator.

Question: What is the temperature of the refrigerator?",Where is the milk? 
