,target,output,question
0,football,"Answer: A piece of tobacco.

<context>

<context>",What did Fred give to Jeff? 
1,Fred,"Answer: The Englishman.

Question: Who gave the football to Jeff? Answer: The",Who gave the football to Jeff? 
2,football,"Answer: A football.

Question: What did Jeff give to Fred?",What did Fred give to Jeff? 
3,Jeff,"Answer: Diego.

Question: Who did Fred give the football to? Answer: Diego.",Who did Fred give the football to? 
4,Fred,"Answer: Jeff gave it to Fred.

Question: Who did Fred give the football",Who did Jeff give the football to? 
5,Jeff,"Answer: The Quandary.

Question: Who gave the apple?",Who gave the apple? 
6,Bill,"Answer: Jimmieboy.

Question: Who received the apple? Answer: Jimmieboy",Who received the apple? 
7,apple,"Answer: A piece of bread.

Question: What did Mary give to Bill? Answer:",What did Bill give to Fred? 
8,apple,"Answer: A handkerchief. Bill gave
Fred a handkerchief. Fred gave Bill a handkerchief",What did Bill give to Fred? 
9,Fred,"Answer: Stella Hassy.

Question: Who gave the apple to Stella Hassy",Who received the apple? 
10,Mary,"Answer: Mary.

Question: Who was the class day? Answer: The day after the",Who received the milk? 
11,milk,"Answer: The milk.

Question: What did Bill do with the milk? Answer: He",What did Mary give to Bill? 
12,Bill,"Answer: Miss Walker.

Question: Who gave the milk?

Answer:",Who received the milk? 
13,Bill,"Answer: Miss W.

Question: Who did she give the milk to?",Who did Mary give the milk to? 
14,milk,"Answer: A piece of wool.

Question: What did Bill give to Mary? Answer:",What did Mary give to Bill? 
15,Jeff,"Answer: Fred.

Question: Who was the Lycosa? Answer: Mary.",Who received the football? 
16,Fred,"Answer: Jeff.

Question: Who gave the ball to Tom? Answer: Tom.",Who gave the football to Jeff? 
17,football,"Answer: A football.

Question: What did Jeff give to Fred?",What did Fred give to Jeff? 
18,Jeff,"Answer: Jeff.

Question: Who received the football?

Answer: Jeff",Who received the football? 
19,Mary,"Answer: Jeff.

Question: Who gave the milk?

Answer: Jeff",Who gave the milk? 
20,milk,"Answer: A box of chocolates. Jeff journeyed to the office. ""I am going",What did Jeff give to Mary? 
21,Mary,"Answer: Gabriel Carew.

Question: Who gave the milk to Mary?",Who gave the milk to Jeff? 
