,target,output,question
0,hallway,"Answer: He is in the garden.
Question: What is he doing?
Answer:",Where is John? 
1,bathroom,"Answer: She is in the dining-room.
Question: Where is the dinner?",Where is Mary? 
2,kitchen,"Answer: She is in the church.

Question: What is the matter with her",Where is Sandra? 
3,hallway,"Answer: In the garden.
Question: Where is the garden?
Answer: In the",Where is Sandra? 
4,kitchen,"Answer: She is in the kitchen.

Question: Where is the kitchen?",Where is Sandra? 
5,hallway,"Answer: In the garden of the young man of the house of the
_Sab",Where is Sandra? 
6,garden,"Answer: She is in the garden.

Question: What is she doing?",Where is Sandra? 
7,hallway,"Answer: He is in the garden of the Lord.

Question: What is the",Where is Daniel? 
8,office,"Answer: She is in the kitchen.
Question: Where is the kitchen?
Answer:",Where is Sandra? 
9,office,"Answer: In the Tower.

Question: What is the meaning of the word “",Where is Daniel? 
10,kitchen,"Answer: She was born in the year 1401, and died in the year 1461",Where is Mary? 
11,garden,"Answer: In the garden.

Question: Where is Mary?

Answer:",Where is Mary? 
12,office,"Answer:

""The man who is to be the chief of the great house of",Where is Daniel? 
13,bedroom,"Answer: She is in the garden.

Question: What is she doing?",Where is Mary? 
14,bedroom,"Answer: She is in the garden.

Question: What is she doing?",Where is Mary? 
15,kitchen,"<context>

""I am here, my dear, and I am not afraid.",Where is John? 
16,garden,"Answer: In the country.

Question: What is the name of the place?",Where is John? 
17,kitchen,"Answer: In the house of the King of the Amalekites.

Question",Where is John? 
18,office,"Answer: In the book of the prophecy.

Question: What is the book of",Where is Daniel? 
19,kitchen,"Answer: He is in the house.

Question: Where is the house?",Where is John? 
20,hallway,"Answer: In the garden.

Question: What is she doing?
Answer: She",Where is Mary? 
21,office,"Answer: He is in the city.

Question: Where is Wat?",Where is John? 
22,office,"Answer: In the garden.
Question: What is the flower?
Answer: A snow",Where is John? 
23,hallway,"Answer: She is in the room with you.

Question: What is the matter",Where is Sandra? 
24,bedroom,"Answer: He is in the office.
Question: Where is Daniel?
Answer: He",Where is Daniel? 
25,bedroom,"Answer: She is in the next room.

Question: Where is the child?",Where is Sandra? 
26,bedroom,"Answer: She is in the church, and she is praying for you.




THE",Where is Mary? 
27,kitchen,"Answer: He is in the kitchen.

Question: What is he doing?",Where is Daniel? 
28,kitchen,"Ans: He was in the house.

Question: What was the matter with",Where is Daniel? 
29,kitchen,"Answer: He is in the barn.

Question: What is the matter?",Where is Daniel? 
30,hallway,"Answer: She is in the garden.

Question: What is she doing?",Where is Sandra? 
31,office,"Answer: He is in the library.

Question: What is he doing?",Where is John? 
32,kitchen,"Answer: She is in the schoolroom.

Question: What is she doing?",Where is Sandra? 
33,kitchen,"Answer: She is in the kitchen.

Question: Where is the kitchen?",Where is Sandra? 
34,bathroom,Answer: She is in the hands of the American firm of <b>S. &,Where is Sandra? 
35,office,"Answer: She is in the room below.

Question: What is she doing?",Where is Mary? 
36,bathroom,"Answer: She is in the library.

Question: What is she doing?",Where is Mary? 
37,garden,"Answer: She's in the kitchen.

""I'm not so sure about that",Where is Mary? 
38,kitchen,"Answer: She is in the house.

Q: Where is the house?",Where is Sandra? 
39,bedroom,"Answer: He is in the hands of the enemy.

Question: What is the",Where is Daniel? 
40,bathroom,"Answer: She is in the room with her mother.

Question: What is the",Where is Sandra? 
41,garden,"Answer: He is in the kitchen.

Question: What is he doing?",Where is Daniel? 
42,bathroom,"Answer: In the library.
Question: What is she reading?
Answer: A book",Where is Sandra? 
43,hallway,"Answer: He is in the temple of the Sun, in the temple of the Sun,",Where is Daniel? 
44,garden,"Answer: In the book of the ""Dight-on-the-Tod-",Where is Daniel? 
45,kitchen,"Answer: In the church of the Holy

<context>

Virgin, at",Where is Mary? 
