,target,output,question
0,football,"Answer: He gave his life.

Question: What was the answer?",What did Fred give to Jeff? 
1,Fred,"Torry

Torry,

Torry,

Torry,",Who gave the football to Jeff? 
2,football,"Answer: He gave him a great deal more than he gave him.

""I don",What did Fred give to Jeff? 
3,Jeff,"Answer: <context>

Question: Who did he give the ball to?
Answer",Who did Fred give the football to? 
4,Fred,"Answer: The man who was with him.

Question: Who was the man who",Who did Jeff give the football to? 
5,Jeff,"Answer: The King of the Jews.

Question: Who gave the apple?",Who gave the apple? 
6,Bill,"Answer: The
God-g-g-g-g-g-g",Who received the apple? 
7,apple,"Answer: The truth.

“I was so disappointed that I had to go to",What did Bill give to Fred? 
8,apple,"Answer: He gave him a piece of bread.

<context>

<",What did Bill give to Fred? 
9,Fred,"Answer: The angel.

Question: Who gave it to the angel?",Who received the apple? 
10,Mary,"Answer: The two little girls.

Question: What was the name of the young",Who received the milk? 
11,milk,Answer: She gave him a good-d-d-d-d-d-,What did Mary give to Bill? 
12,Bill,Answer: The man who was in the house when the first attack was made.,Who received the milk? 
13,Bill,"Answer: The maid.

Question: Who gave the milk to the maid?",Who did Mary give the milk to? 
14,milk,"Answer: She gave him a piece of bread and a piece of meat.

Question:",What did Mary give to Bill? 
15,Jeff,"Answer: The American

Question: Who was the first to be in the contest?",Who received the football? 
16,Fred,"Answer: The man who gave it to him.

</context>

<",Who gave the football to Jeff? 
17,football,Answer: He gave him a dollar. Question: What did he give him? Answer: He gave,What did Fred give to Jeff? 
18,Jeff,"Answer: The Bishop of Exeter.

Question: Who was the first to receive",Who received the football? 
19,Mary,"Answer: The

""The

""The

""The

""",Who gave the milk? 
20,milk,"Answer: A little of the money he had received from the old man.

Question",What did Jeff give to Mary? 
21,Mary,"Answer: The man who was in the house when the fire was started.

Question",Who gave the milk to Jeff? 
22,Mary,"Answer: The

<ex-am-quid>

<ex-",Who gave the milk to Jeff? 
23,Bill,"Answer: The

""I don't know,"" said the

""I don",Who gave the apple to Jeff? 
24,Jeff,“The answer is that the author of the ‘Birk’s Guide to the,Who gave the apple? 
25,apple,"Answer: The following:

""I have been a great deal disappointed, and I",What did Jeff give to Fred? 
26,Fred,"<context>

Answer: The little girl who was the first to see it. <context",Who received the apple? 
27,Jeff,"Answer: The man who was the cause of the death of the innocent.

Question",Who received the apple? 
28,Jeff,"Answer: The man who gave it.

Question: Who gave the apple?",Who gave the apple? 
29,Fred,"Answer: To the young man who was the only one of the three who had
been",Who did Jeff give the apple to? 
30,Mary,"Answer: The Lord.

Question: Who gave the milk? Answer: The Lord.",Who gave the milk? 
31,Bill,"Answer: The young man who was so much interested in the little
gump-g",Who gave the milk? 
32,Bill,"Answer: The Lord.

Question: Who gave the milk to Mary?",Who gave the milk to Mary? 
33,milk,"Answer: A little book, which he said was a book of the Bible, and",What did Bill give to Mary? 
34,apple,"Answer: ""A little money."" What did
Edison give to the people of his day?",What did Mary give to Fred? 
35,Jeff,"Answer: The Reverend Doctor.

Question: Who was the young man who was so",Who did Fred give the milk to? 
36,Jeff,"Answer: The Reverend Mr. John L.

<c>The following are the",Who did Fred give the milk to? 
37,milk,"Answer: ""A little money."" Question:
""How much?"" Answer: ""A little money",What did Jeff give to Mary? 
38,milk,"Answer: ""A little money."" Question: What did he do with it? Answer: ""He",What did Jeff give to Mary? 
39,Fred,"Answer: The young man who had given it.

Question: Who was the young",Who gave the apple? 
40,Mary,"Answer: The farmer.

Question: Who gave the bread?

Answer:",Who gave the milk? 
41,milk,Answer: She gave him a good-lup-darn-sorry-for,What did Mary give to Fred? 
42,Jeff,"Answer: The man who was in the kitchen.

Question: How did he get",Who gave the milk? 
43,Fred,"Answer: The man who was in the house.

Question: What was the time",Who received the milk? 
44,Mary,"Answer: The Reverend Doctor of the Church of the
Sarn-sarn-s",Who gave the milk? 
45,Bill,"Answer: The Lord.

Question: What was the reason for the death of the",Who did Mary give the milk to? 
46,milk,"Answer: She gave him a little book, and he read it.

Question:",What did Mary give to Bill? 
47,Mary,"Answer: The Doctor.
Question: Who gave the milk?
Answer: The Doctor.",Who gave the milk? 
48,Mary,"Answer: The man who was in the house.

Question: Who was the man",Who did Bill give the milk to? 
49,Bill,"Answer: The man who was in the boat with you.

Question: Who was",Who gave the milk to Mary? 
50,Mary,"Answer: The man who was sent to
the carriage. Question: Who was the man? Answer",Who gave the apple to Fred? 
51,Fred,"Answer: The man who was the first to give it.

Question: Who was",Who gave the apple to Mary? 
52,apple,"Answer: He gave her a letter to the Secretary of the United States
of the United",What did Fred give to Mary? 
53,apple,<<<<<<<<<<<<<<<<<<<<,What did Mary give to Jeff? 
54,apple,"Answer: ""A kiss.""

Question: What did he give her?",What did Mary give to Jeff? 
55,Fred,"Answer: The Reverend Doctor

Question: Who was the first to be

Answer",Who received the football? 
56,football,"Answer: ""A little money.""

""What did he give to the other man",What did Bill give to Fred? 
57,Bill,"Answer: <DW52> man.

Question: Who gave the cider?",Who gave the apple? 
58,Bill,"Answer: The Pope.

Question: Who gave the apple to the Pope?",Who did Mary give the apple to? 
59,Jeff,"Answer: The man who was so kind to him.

Question: Who was the",Who did Bill give the apple to? 
60,Jeff,"Answer: The man who was the most popular with the people.

Question: Who",Who did Bill give the apple to? 
61,Bill,"Answer: The young man who was with us.

Question: Who was the young man",Who gave the apple to Jeff? 
62,Jeff,"Answer: The man who was in the house.

Question: What was the name",Who gave the apple to Bill? 
63,Bill,"Answer: The Lord.

Question: Who gave the apple?

Answer:",Who received the apple? 
64,Mary,"Answer: The great American critic, Mr. William J.
Bittcarn,",Who gave the milk? 
65,Mary,"Answer: The man who gave it.

Question: Who gave the apple to the",Who gave the apple to Bill? 
66,Bill,"Answer: The woman who was the mother of the young man who was the
lumps",Who did Mary give the apple to? 
67,Mary,"Answer: ""The man who was in the house when the little girl was
dressed",Who did Bill give the apple to? 
68,apple,"Answer: He gave her a good time.

Question: What did he do with",What did Bill give to Mary? 
69,Mary,"Answer: The man who was in the house when the little girl was
dinner-",Who did Bill give the apple to? 
70,apple,"Answer: The following:

""I have been a little disappointed in the result of",What did Fred give to Jeff? 
71,Jeff,"Answer: The young man.

Question: How did the young man get the ball",Who gave the football? 
72,Jeff,"Answer: The Romans.

Question: Who invented the football?

Answer:",Who gave the football? 
73,apple,"Answer: A great deal of money.

Question: What did the other two do",What did Fred give to Bill? 
74,apple,"Answer: A piece of bread.

Question: What did Bill do with it?",What did Fred give to Bill? 
75,Fred,"Answer: The <cain-garnish>.

Question: Who was the",Who gave the football? 
76,Fred,"Answer: The President of the United States.

Question: Who gave the football?",Who gave the football? 
77,Mary,"Answer: The Reverend Doctor

Question: Who was the young man who was so much",Who received the football? 
78,Mary,"Answer: The boys.

Question: Who was the captain?

Answer:",Who gave the football? 
79,football,"Answer: ""She gave him a good man, and a good man she will give to",What did Mary give to Fred? 
80,milk,"Answer: He gave him a good deal of money, and a good deal of
information",What did Fred give to Jeff? 
81,milk,Answer: A piece of money. Question: What did he do with it? Answer: He gave,What did Fred give to Jeff? 
82,Fred,"Answer: The man who was in the boat with him.

Question: Who was",Who did Jeff give the milk to? 
83,milk,"Answer: He gave him a great deal of money.

""I am sorry to",What did Jeff give to Fred? 
84,Jeff,"Answer: The ""Sighted"" was a British ship, and the ""Vance",Who gave the milk to Fred? 
85,Fred,"Answer: The Lord.

Question: Who gave the apple to the little boy?",Who did Mary give the apple to? 
86,Fred,"Answer: The maiden, who was the daughter of the King of the
Gentiles",Who gave the apple to Mary? 
87,Mary,"Answer: The author of the _History of the World_, by the author of
the",Who gave the apple? 
88,Jeff,"Answer: The King of the
Sunnyside.

Question: Who was",Who did Mary give the apple to? 
89,Jeff,"Answer: The first who was found on the ground.

Question: Who was the",Who received the football? 
90,football,"Answer: She gave him a little of the blood of the poor little maiden
who was",What did Mary give to Jeff? 
91,Mary,"Answer: The Reverend Doctor

Question: Who was the first to be

Answer",Who received the football? 
92,Mary,"Answer: The Reverend Mr. P. H. H.

Question: Who was",Who gave the football? 
93,Jeff,"Answer: The boys.

Question: Who was the man who was so much in",Who did Mary give the football to? 
94,Bill,"<context>

<context>

<context>

<context>",Who did Fred give the apple to? 
95,Jeff,"Answer: ""The lady who was in the house.""

Q: Who was the",Who did Mary give the apple to? 
96,Mary,"Answer: The man who gave it to him.

Question: Who gave the apple",Who gave the apple to Jeff? 
97,apple,Answer: A good-sorry-for-him-sunk-in-the,What did Jeff give to Fred? 
98,Fred,"Answer: The man who was the first to see the little boy.

Question:",Who did Jeff give the apple to? 
99,milk,"Answer: The whole of the money that was to be given to the Church of
the",What did Bill give to Mary? 
100,Bill,"Answer: The Emperor.

Question: Who gave the apple to the Emperor?",Who did Mary give the apple to? 
101,Bill,"Answer: The young man who was standing in the shadow of the
window.",Who received the apple? 
102,Fred,"Answer: The

""The

""The

""The

""",Who gave the apple? 
103,Bill,"Answer: The man who gave it.

Question: Who gave the bread?",Who gave the apple? 
