,target,output,question
0,Bill,"Answer: Mary.

Question: Who went back to the kitchen?
Answer: Bill",Who gave the football? 
1,Jeff,"Answer: Jeff.

Question: Who received the apple?
Answer: Bill.",Who received the apple? 
2,apple,"Answer: He gave Jeff the apple.

Question: What did Jeff give to Fred",What did Fred give to Jeff? 
3,Jeff,"Answer: Fred gave the apple to Jeff.

Question: Who did Jeff give the",Who did Fred give the apple to? 
4,apple,"Answer: He gave Jeff the apple.

Question: What did Jeff give to Fred",What did Fred give to Jeff? 
5,Fred,"Answer: Jeff.

Question: Who received the football?
Answer: Fred.",Who received the apple? 
6,Bill,"Answer: Mary.

Question: Who gave the apple to Fred?

Answer",Who gave the milk to Fred? 
7,milk,"Answer: Bill gave the milk to Fred.

Question: What did Fred give to",What did Fred give to Bill? 
8,Fred,"Answer: Bill gave the milk to Fred.

Question: Who did Fred give the",Who did Bill give the milk to? 
9,Bill,"Answer: Mary.

Question: Who gave the milk to Bill?

Answer",Who gave the milk to Fred? 
10,Fred,"Answer: Mary.

Question: Who gave the apple?

Answer: Bill",Who gave the milk? 
11,milk,"Answer: The milk.

Question: What did Bill do with the football?",What did Fred give to Jeff? 
12,Jeff,"Answer: Fred.

Question: Who did Bill go to the office for?",Who did Fred give the milk to? 
13,Mary,"Answer: Mary.

Question: Who received the apple?

Answer: Fred",Who received the milk? 
14,Jeff,"Answer: Bill.

Question: Who gave the apple?
Answer: Bill.",Who gave the milk? 
15,milk,"Answer: The apple.

Question: What did Mary give to Jeff?",What did Jeff give to Mary? 
16,football,"Answer: A football.

Question: What did Mary give to Fred?",What did Fred give to Mary? 
17,Mary,"Answer: Fred.

Question: Who received the football?

Answer: Jeff",Who received the football? 
18,Mary,"Answer: Fred.

Question: Who gave the football to Jeff?

Answer",Who gave the football? 
19,Mary,"Answer: Fred.

Question: Who gave the football to Jeff?

Answer",Who gave the football? 
20,Fred,"Answer: Jeff.

Question: Who gave the football to Fred?

Answer",Who gave the football to Jeff? 
21,Mary,"Answer: Mary.

Question: Who gave the apple to Fred?

Answer",Who gave the apple to Fred? 
22,Fred,"Answer: Mary gave the apple to Fred.

Question: Who gave the apple to",Who did Mary give the apple to? 
23,Fred,"Answer: Mary.

Question: Who did Mary give the apple to?",Who did Mary give the apple to? 
24,Mary,"Answer: Mary.

Question: Who gave the football?
Answer: Fred.",Who gave the apple? 
25,football,"Answer: Mary gave the apple to Jeff.

Question: What did Jeff give to",What did Jeff give to Mary? 
26,Mary,"Answer: Mary.

Question: Who gave the apple?

Answer: Bill",Who gave the milk? 
27,Bill,"Answer: Fred gave the milk to Mary.

Question: Who did Mary give the",Who did Fred give the milk to? 
28,Fred,"Answer: Bill.

Question: Who gave the apple?

Answer: Fred",Who gave the apple? 
29,milk,"Answer: Fred gave the apple to Bill.

Question: What did Bill do with",What did Fred give to Bill? 
30,apple,"Answer: Bill gave the apple to Fred.

Question: What did Fred do?",What did Bill give to Fred? 
