,target,output,question
0,office,"Answer: In the kitchen.

Question: Where was the apple after the bathroom? Answer:",Where was the apple before the bathroom? 
1,office,"Answer: In the kitchen.

""Where was the apple before the hallway?""",Where was the apple before the hallway? 
2,office,"Answer: The apple was in the garden.

Question: Where was the apple before",Where was the apple before the hallway? 
3,bathroom,"Answer: In the garden.

Question: Where was the man who brought the apple? Answer",Where was the football before the garden? 
4,bathroom,"Answer: The garden.

Question: Where was the football before the battle?",Where was the football before the garden? 
5,garden,"Answer: In the kitchen.

Question: Where was the apple after the bath? Answer:",Where was the apple before the bathroom? 
6,kitchen,Answer: The milk was in the kitchen. John went to the kitchen. John went to,Where was the milk before the office? 
7,kitchen,"Answer: In the kitchen.

Question: Where was the apple after the office?",Where was the apple before the office? 
8,kitchen,"Answer: In the kitchen.

Question: Where was the apple when the Zulus",Where was the apple before the office? 
9,bedroom,"Answer: In the kitchen.

Question: Where was the apple after the office?",Where was the apple before the office? 
10,garden,"Answer: In the kitchen.

Question: Where was the apple after the bedroom?",Where was the apple before the bedroom? 
11,garden,"Answer: In the kitchen.

""Mary went back to the kitchen. She went",Where was the apple before the bedroom? 
12,garden,"Answer: In the kitchen.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
13,garden,"Answer: In the kitchen.

Sandra moved to the kitchen. The milk was",Where was the milk before the bathroom? 
14,garden,"Answer: In the bathroom.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
15,kitchen,"Answer: In the garden.

Question: What was the effect of the shock?",Where was the football before the garden? 
16,kitchen,"Answer: In the garden.

Question: Where was the football after the garden?",Where was the football before the garden? 
17,garden,"Answer: In the kitchen.

""Where is the milk?""

""In",Where was the milk before the bedroom? 
18,garden,Answer: In the kitchen. Mary went to the kitchen. Mary journeyed to the garden,Where was the milk before the bedroom? 
19,bedroom,"""I have no doubt that you will be able to give me some information which will enable",Where was the football before the bathroom? 
20,garden,"Answer: In the garden. ""In the garden. In the garden. In the garden. In",Where was the football before the hallway? 
21,garden,"Answer: In the kitchen.

Question: Where was the football before the office?",Where was the football before the office? 
22,hallway,"Answer: In the garden.

Question: Where was the football before the garden?",Where was the football before the garden? 
23,office,"Answer: In the kitchen.

Question: Where was the milk after the kitchen?",Where was the milk before the kitchen? 
24,kitchen,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the milk before the bedroom? 
25,bathroom,"Answer: In the kitchen.

Question: Where was the kitchen before the bedroom? Answer:",Where was the football before the bedroom? 
26,office,"Answer: In the kitchen.

Question: Where was the kitchen before the bedroom?",Where was the football before the bedroom? 
27,garden,"Answer: In the kitchen.

Question: Where was the football after the office? Answer:",Where was the football before the office? 
28,garden,Answer: The office was in the hall. The ball was in the hall. The,Where was the football before the office? 
29,garden,"Answer: The apple was in the kitchen.

Question: Where was the office?",Where was the apple before the office? 
30,bathroom,"Answer: In the kitchen.

Question: Where was the apple before the halloo",Where was the apple before the hallway? 
31,office,"Answer: In the kitchen.

Question: Where was the apple before the kitchen? Answer:",Where was the apple before the kitchen? 
32,office,"Answer: In the garden.

Question: Where was the apple after the kitchen? Answer:",Where was the apple before the kitchen? 
33,hallway,"Answer: In the hall.

""The milk was in the hall,"" said the",Where was the milk before the bedroom? 
34,bedroom,"Answer: In the kitchen.

Question: Where was the milk before the garden? Answer:",Where was the milk before the garden? 
35,hallway,"Answer: The _Louise_ was in the middle of the street.

“",Where was the apple before the bathroom? 
36,hallway,"Answer: In the kitchen.

Question: Where was the football after the kitchen? Answer:",Where was the football before the kitchen? 
37,bathroom,"A. The apple was in the kitchen.

B. The apple was in the",Where was the apple before the kitchen? 
38,garden,"Answer: In the kitchen.

Question: Where was the apple when the bathroom was",Where was the apple before the bathroom? 
39,garden,"Answer: In the kitchen.

Question: Where was the apple when the battle was fought",Where was the apple before the bathroom? 
40,garden,"Answer: The hall.

Question: Where was the football after the hallway?",Where was the football before the hallway? 
41,garden,"Answer: The hall.

Question: Where was the football before the hallway?",Where was the football before the hallway? 
42,garden,"Answer: In the kitchen.

Question: Where was the milk after the hallway?",Where was the milk before the hallway? 
43,hallway,"Answer: In the kitchen.

Question: Where was the milk after the bathroom?",Where was the milk before the bathroom? 
44,bathroom,"Answer: In the kitchen.

Question: Where was the football before the hallway?",Where was the football before the hallway? 
