,target,output,question
0,bedroom,Answer: The bathroom is a large room in the rear of the house. It is,What is the bathroom east of?
1,bedroom,"Answer: The kitchen is west of the kitchen.

Question: What is east of",What is west of the kitchen?
2,bathroom,"Answer: The garden is the north of the house.

“I am so glad",What is north of the garden?
3,bedroom,"Answer: The kitchen is the place where the cook is.

Question: What is",What is south of the kitchen?
4,bedroom,"Answer: The kitchen.

Question: What is west of the kitchen? Answer: The kitchen",What is east of the kitchen?
5,garden,"Answer: The bathroom is the one on the left of the hall.

""The",What is the bathroom west of?
6,kitchen,"Answer: The east is the east of the house.




THE BIRD OF P",What is east of the bedroom?
7,bathroom,"""What is the garden south of?"" ""What is the garden south of?"" ""What",What is the garden south of?
8,kitchen,"Answer: The office of the office.

[256] The office of the office",What is south of the office?
9,office,"Answer: The east is the east of the world.




THE END.",What is east of the hallway?
10,garden,"Answer: The office is north of the house.




THE BABY'S",What is north of the office?
11,garden,"Answer: The kitchen is the south of the house.

Question: What is the",What is south of the kitchen?
12,bathroom,"Answer: Easton.

Slyme was not at all sure that he had",What is east of the kitchen?
13,garden,"Answer: The kitchen.

[Illustration: ""The old people had been unable to",What is west of the kitchen?
14,garden,"Answer: The north-east.

Question: What is the north-east?",What is north of the bedroom?
15,garden,"Answer: The <DW52> people.

_Sunday._--We went to",What is east of the hallway?
16,hallway,"Answer: The office is the office of the Attorney-General.




CHAPTER X",What is east of the office?
17,office,"_Answer._ The south of London.

_Question._ What is the south of",What is south of the bathroom?
18,garden,"Answer: The room in the north-east corner of the house.

[Illustration",What is the bedroom north of?
19,garden,"Answer: The kitchen west of the house is the kitchen of the house.

[Illustration",What is the kitchen west of?
20,garden,"Answer: To cross with ropes.

Question: What is the name of the god",What is the office east of?
21,garden,"The answer is, ""The bathroom south of the city is the bath-room.""",What is the bathroom south of?
22,bathroom,"Answer: The north is the region of the mountains.

Question: What is the",What is north of the bedroom?
23,bathroom,"Answer: The bedroom south of the house is the bedroom in the house.




CHAPTER",What is the bedroom south of?
24,hallway,"Answer: The bedroom is the one on the left.

Question: What is the",What is the bedroom west of?
25,office,"Answer: The bathroom.

""I am sorry to have to ask you to go,""",What is east of the bathroom?
26,office,"Answer: The north-east.

Question: What is the name of the place where the",What is north of the bedroom?
27,hallway,"Answer: The Holy Ghost.

Question: What is the Holy Ghost?
Answer:",What is west of the bathroom?
28,garden,"Answer: The bathroom is the place where the man and the woman meet.

[",What is the bathroom north of?
