,target,output,question
0,hallway,"Answer: In the milk-pail.


[Illustration]

[Illustration]",Where is the milk? 
1,hallway,"Answer: In the field.

Question: What is the name of the football?",Where is the football? 
2,hallway,"Answer: In the spare room.

""What is the name of the football?""",Where is the football? 
3,hallway,"Answer: The _basso-rilievo_ is a musical composition, and the",Where is the football? 
4,garden,"Answer: In the house of the Lord.




THE BIBLE.


The",Where is the milk? 
5,garden,"Answer: In the milk-pail.

Question: Where is the fire?",Where is the milk? 
6,bedroom,"_Answer._ The football was found in the garden, and was found in the
hands",Where is the football? 
7,bedroom,"Answer: In the milk-pail.

Question: What is the milk-",Where is the milk? 
8,kitchen,"Answer: In the field.

""I say, Bill, what's the matter",Where is the football? 
9,kitchen,"Answer: In the locker.

Question: What is the name of the ship?",Where is the football? 
10,bedroom,"Answer: In the ""Battle of the Thames,"" in the ""Battle of the",Where is the football? 
11,hallway,"Answer: In the field.

Question: What is the football?

Answer",Where is the football? 
12,garden,"Answer: In the milk-pail.

Question: What is the milk?",Where is the milk? 
13,garden,"Answer: In the cupboard.

""I have a little of it myself,",Where is the milk? 
14,bathroom,"Answer: In the apple-tree.

""What is the name of the tree?"" """,Where is the apple? 
15,garden,"<context>

and had not yet risen. I was awakened by the sound of",Where is the milk? 
16,garden,"Emilius: I have it.

Eric: Where is the milk?",Where is the milk? 
17,garden,"Answer: In the milk-pail.

""But, sir,"" said the",Where is the milk? 
18,kitchen,"[Footnote 1: The following is a translation of the first part of the
second chapter",Where is the apple? 
19,kitchen,"The answer is, in the tree.

[Illustration:

[Illustration:",Where is the apple? 
20,bedroom,"Answer: In the apple-tree.

He was a man of the world, and",Where is the apple? 
21,bedroom,"Answer: In the tree.

Question: Where is the apple?

Answer",Where is the apple? 
22,bathroom,"Answer: In the room.

Question: What is the name of the place?",Where is the football? 
23,bathroom,"Answer: In the garden.

""Well, then, I'll go and fetch",Where is the football? 
24,bedroom,"Answer: In the cow-house.
Question: What is the cow-house?",Where is the milk? 
25,kitchen,"Answer: In the milk-pail.

Question: What is the milk-",Where is the milk? 
26,kitchen,"Answer: The milk is in the cellar.

Question: Where is the milk?",Where is the milk? 
27,bathroom,"Answer: In the apple-tree.

Question: What is the apple?",Where is the apple? 
28,bathroom,"Answer: In the apple-tree.

Q. What is the apple? A",Where is the apple? 
29,kitchen,"Answer: In the milk-pail.

[Illustration: Fig. 1.]",Where is the milk? 
30,garden,"[57] See the following passage in the ""Seven Lamps"":--

""",Where is the apple? 
31,garden,"[Illustration: A SHIRE HORSE.]

[Illustration: A SHIRE",Where is the apple? 
32,kitchen,"Answer: In the field.

Question: What is the football?

Answer",Where is the football? 
33,kitchen,"Answer: In the tree.

[Illustration: Fig. 1.]

[",Where is the apple? 
34,kitchen,"Answer: In the garden.

      ‘_P.S._--We are all here,",Where is the apple? 
35,office,"Answer: In the mouth of the cow.

[Illustration: Fig. 1.",Where is the milk? 
36,kitchen,"Answer: In the field.

""The boy was a good-looking fellow, and",Where is the football? 
37,kitchen,"Answer: In the field.

“Well, I’m going out,” said",Where is the football? 
38,kitchen,"Edward: In England.

William: In England.

Edward: In England",Where is the football? 
39,bedroom,"Answer: In London.

Question: How many men are there in London?",Where is the milk? 
40,bedroom,"Answer: In the house of the owner of the estate.

Question: What is the",Where is the milk? 
41,office,"Answer: In the cellar.

""What is the matter with the milk?",Where is the milk? 
42,office,"Answer: In the dairy.

Question: What is the milk?

Answer",Where is the milk? 
43,office,"Answer: I don't know.

Question: What is the matter?",Where is the milk? 
44,kitchen,"Answer: In the apple-tree.

""What is the name of the apple",Where is the apple? 
45,bedroom,"""I am not a fool, Gage. I know you are a thief, and",Where is the milk? 
46,office,"""I was not long in finding out. The men were all in the field, and",Where is the football? 
47,bathroom,"_Answer._ The football is in the garden.

_Question._ What is the",Where is the football? 
48,bathroom,"<context>

Answer: In the barn. <context>

Question: What is",Where is the football? 
49,bedroom,"_Answer._ The milk is in the milk-pans.

_Q._",Where is the milk? 
50,bathroom,"Answer: In the barn.

Question: What is the name of the cow?",Where is the milk? 
51,hallway,"Answer: In the garden of the Temple.

Question: What is the name of the",Where is the apple? 
