,target,output,question
0,hallway,"Answer: He is in the garden.

Question: What is he doing?",Where is John? 
1,bathroom,"Answer: She is in the kitchen.

""I'm so glad you've come",Where is Mary? 
2,kitchen,"Answer: In the house of the Graeme. ""Where is
Sandra?"" ""In the",Where is Sandra? 
3,hallway,"Answer: In the cave of the rocks,
    Where the rocks are the caves of",Where is Sandra? 
4,kitchen,"Answer: She is in the kitchen. [208]

[209] The name",Where is Sandra? 
5,hallway,"Answer: She is in the house.

Question: Where is she?",Where is Sandra? 
6,garden,"Answer: She is in the parlor.

""Papa, she is in",Where is Sandra? 
7,hallway,"Answer: In the pulley.

[Illustration:
_London, Published by",Where is Daniel? 
8,office,"Answer: In the garden.

Question: Where is she now?
Answer: In",Where is Sandra? 
9,office,"Answer: In the Boston.

The ""Long"" Boston is the most popular form of",Where is Daniel? 
10,kitchen,"Answer: In the kitchen.

     * This is the only instance in which the name of Thomas",Where is Mary? 
11,garden,"Answer: In the house of Mr. Paine.

Question: Where is P",Where is Mary? 
12,office,"Answer: Daniel is a man of the world, and a man of the world's",Where is Daniel? 
13,bedroom,"_SCENE_--_The House._

_Enter_ THE DEAN _",Where is Mary? 
14,bedroom,"Answer: She is in the library.

Question: What is the matter with her?",Where is Mary? 
15,kitchen,"Answer: In the House.

The _Patriotes_ were not satisfied with",Where is John? 
16,garden,"Answer: In the House.

Gugy: I am not afraid of John",Where is John? 
17,kitchen,"Answer: In the carriage.

No. 2: What is the carriage?
Answer",Where is John? 
18,office,"]

_The Rocket Ambuscade._ 1, represents a very simple arrangement,",Where is Daniel? 
19,kitchen,"Answer: In the garden.

Question: Where is John?

Answer:",Where is John? 
20,hallway,"Answer: She is in the garden.

Question: What is the garden?",Where is Mary? 
21,office,"Answer: In the office.

Question: What is the object of the Osteopathic",Where is John? 
22,office,"Answer: John is in the room.

Question: What is the name of the class",Where is John? 
23,hallway,"Answer: She is in the kitchen.

Question: Where is the kitchen?",Where is Sandra? 
24,bedroom,"Answer: He is in the garden.

Q. What is the name of the school",Where is Daniel? 
25,bedroom,"Answer: She is in the House.

[Illustration: A SAD-B",Where is Sandra? 
26,bedroom,"Answer: She is in the house.

Question: What is the matter?",Where is Mary? 
27,kitchen,"Answer: He is in the kitchen.

Question: What is he doing?",Where is Daniel? 
28,kitchen,"Answer: He is in the hospital at Batavia.

Question: What is the name",Where is Daniel? 
29,kitchen,"Answer: In the garden of the house of M. Joshua Van Dael, in the",Where is Daniel? 
30,hallway,"Answer: She is in the house of the Governor of the island.

""The",Where is Sandra? 
31,office,"Answer: He is in the office.

Question: What is the office?",Where is John? 
32,kitchen,"The Secretary, Mr. Bout, is a native of the country, and has been",Where is Sandra? 
33,kitchen,"Answer: In the kitchen.

""Where is the hound?""

Question: Where",Where is Sandra? 
34,bathroom,"Answer: In the valley of the Loch Katrine.

[Illustration: The L",Where is Sandra? 
35,office,"Answer: In the cave.

[Footnote 57: The name of the mountain in the",Where is Mary? 
36,bathroom,"Answer: She's in the kitchen.

Question: What is the difference between a",Where is Mary? 
37,garden,Where is the man? Where is the woman? Where is the child? Where is the dog?,Where is Mary? 
38,kitchen,"Answer: She is in the house.

""Where is the girl?""",Where is Sandra? 
39,bedroom,"Answer: He is in the mountains.

""Wal, I don't know as I",Where is Daniel? 
40,bathroom,"Answer: She is in the room.

Question: Where is she?",Where is Sandra? 
41,garden,"Answer: Daniel was a man of great courage and strength. He was a great
sold",Where is Daniel? 
42,bathroom,Where is the room? What is the name of the room? What is the name of the,Where is Sandra? 
43,hallway,"Answer: Daniel was a man of the world. He was a man of the world,",Where is Daniel? 
44,garden,"Answer: He is in the garden.

Q. What is the meaning of the word",Where is Daniel? 
45,kitchen,"Answer: In the island of Corsica, in the Mediterranean Sea.

[Footnote",Where is Mary? 
46,hallway,"Answer: In the fourth book of the First Epistle of the First Book of
the First",Where is Daniel? 
47,bathroom,"Answer: She is in the house.

Question: Where is she?
Answer:",Where is Sandra? 
48,office,"Answer: In the room.

[163]

[164]",Where is John? 
49,bedroom,"Answer: In the room.

Question: What is the meaning of the word “",Where is John? 
50,bedroom,"Answer: John is in the city of Washington, and is in the hands of the",Where is John? 
51,office,"Answer: He is in the cemetery.

Question: What is the cemetery?",Where is John? 
52,garden,"Answer: He was in the rear of the battle, and was wounded.




CHAPTER",Where is John? 
53,garden,"Answer: He is in the garden.

“I am glad to see you,”",Where is John? 
54,kitchen,"Answer: He is in the paddock.

“Where is Daniel?” Ruby asks",Where is Daniel? 
55,bedroom,"Answer: She is in the house.

Question: Where is Mary?",Where is Mary? 
56,kitchen,"Answer: She is in the Tower, sir.

""And what is the matter",Where is Mary? 
57,hallway,"Answer: In the Tower.

     The old lady, who had been a great favourite with the",Where is Mary? 
58,garden,"Answer: He is in the kitchen.

Question: What is the matter?
Answer",Where is Daniel? 
59,hallway,"Answer: In the office.

Question: What is the office?

Answer",Where is Sandra? 
60,hallway,"Answer: She is in the house of Mr. Paine, in the city of New",Where is Sandra? 
61,office,"Answer: He is in the hands of the enemy.

Question: What is the",Where is Daniel? 
62,bathroom,"Answer: She is in the library.

Question: Where is she?",Where is Sandra? 
63,garden,"Answer: He is in the library, reading.

""I am glad to hear",Where is Daniel? 
64,garden,"Answer: In the garden.

""I am glad to see you, Amy,""",Where is Daniel? 
65,kitchen,Answer: In the _Bible_ (vol. ii. p. 7).,Where is John? 
66,kitchen,"Answer: In the _Gentleman's Magazine_, vol. viii. p.",Where is John? 
67,bathroom,"Answer: In the _Garden of Eden_.




CHAPTER XIV.",Where is Daniel? 
68,office,"Answer: In the kitchen.

Question: What is the difference between the old and",Where is Daniel? 
69,office,"Answer: He is in the office. He is a good man, and he is a",Where is Daniel? 
70,garden,"Answer: She's in the garden.

Q. What is the garden?",Where is Mary? 
71,hallway,"Answer: She's in the woods.

Question: Where is the Parallope",Where is Sandra? 
72,garden,"Answer: She is in the car below.

""Well, I'm glad to",Where is Mary? 
73,bedroom,"Answer: She's in the kitchen.

Question: What is she doing?",Where is Mary? 
74,bathroom,"Answer: In the kitchen.

[Illustration: THE BABY'S B",Where is Mary? 
75,kitchen,"Answer: In the _very_ place where he is.

[379]",Where is Daniel? 
76,kitchen,"Answer: He is in the garden.

Q. Where is he?",Where is John? 
77,kitchen,"Answer: In the furnace.

Question: What is the temperature of the furnace?",Where is Daniel? 
