,target,output,question
0,bedroom,"The question was put to him by a young girl, who, as she stood in the",What is the bathroom east of?
1,bedroom,"""But, if you know, why do you ask?"" ""Because I am a Christian",What is west of the kitchen?
2,bathroom,"Answer: The garden is the north of the garden.

""O, my lord",What is north of the garden?
3,bedroom,"Answer: The south-east. [The word is used in the
following passage in the """,What is south of the kitchen?
4,bedroom,"Answer: The kitchen is east of the kitchen.

Question: What is the name",What is east of the kitchen?
5,garden,"Answer: The bathroom is the bathroom of the house.

[Illustration: A B",What is the bathroom west of?
6,kitchen,"Answer: The bedroom.

[Illustration: THE LUXEMBOURG G",What is east of the bedroom?
7,bathroom,"Answer: The garden is the garden of the poet.

[Illustration:",What is the garden south of?
8,kitchen,"[Sidenote: LONDON]

[Sidenote: LONDON]",What is south of the office?
9,office,"Answer: The east is the north.

[Sidenote: _From the """,What is east of the hallway?
10,garden,"Answer: The office is the office.

Question: What is the office?",What is north of the office?
11,garden,"Answer: The kitchen is south of the kitchen.




CHAPTER X.

THE",What is south of the kitchen?
12,bathroom,"Answer: The kitchen is east of the house.

Question: What is the east",What is east of the kitchen?
13,garden,Answer: The kitchen is the part of the house which is not in the garden.,What is west of the kitchen?
14,garden,"Answer: The room in which he was sitting.

Question: What is the name",What is north of the bedroom?
15,garden,"Answer: The north and west.

[8] The Maroquine Moors",What is east of the hallway?
16,hallway,"Answer: The river Gomera.

[20] The river Gomera",What is east of the office?
17,office,"Answer: The south is the south-west.

""He's a' a",What is south of the bathroom?
18,garden,"Answer: The room in the north of the house.

Question: What is the",What is the bedroom north of?
19,garden,"Answer: The kitchen is the kitchen of the house.




THE STORY OF THE",What is the kitchen west of?
20,garden,"Answer: The office is the place where the birds are kept.




[Illustration:",What is the office east of?
21,garden,"Answer: The bathroom is in the north.

Q. What is the bathroom in",What is the bathroom south of?
22,bathroom,"Answer: The north of the
bedroom.


[Illustration: _The House of Bedford",What is north of the bedroom?
23,bathroom,"Answer: The bedroom south of the house.

_We cannot say whether the Qu",What is the bedroom south of?
24,hallway,"Answer: The bedroom is the room in which the bed is made.




[Illustration",What is the bedroom west of?
25,office,"Answer: The east of the house.

[Illustration: The East of the House",What is east of the bathroom?
26,office,"Answer: The north-east corner of the house.

[Illustration: ENFIELD",What is north of the bedroom?
27,hallway,"Answer: The west of the bathroom is the west of the house.

[Illustration:",What is west of the bathroom?
28,garden,"Answer: The bathroom is the room in which the water is kept.

Question:",What is the bathroom north of?
29,garden,"Answer: The point of the line of the motion of the whole, which is the",What is north of the office?
30,bedroom,"Answer: The kitchen.

The question was put by the President of the Confederate States",What is east of the kitchen?
31,kitchen,"Answer: The bathroom is the kitchen.

Question: What is the kitchen?",What is the bathroom east of?
32,bathroom,Ans: The north is the land that is not south of the garden.,What is north of the garden?
33,kitchen,"Answer: The bedroom is the room in which the children are.

Question: What",What is the bedroom west of?
34,bedroom,"Answer: The kitchen is the kitchen of the house.

[Illustration: The kitchen",What is the kitchen south of?
35,garden,"[The question is a very curious one, and one which has been often
answered by",What is the bathroom east of?
36,office,"Answer: The south-west corner of the house.

Question: What is the",What is south of the hallway?
37,bedroom,"Answer: The north of the bathroom is the north of the house.

[Illustration",What is north of the bathroom?
