,target,output,question
0,hallway,M. Porpesse: In the _Coup d'oeil_ of M,Where is John? 
1,bathroom,"Answer: She's in the kitchen, and I'm here.

""I'm",Where is Mary? 
2,kitchen,"Answer: She is in the garden.

Q. What is she doing?",Where is Sandra? 
3,hallway,"+The Boy's Fortune+; or, The Adventures of a Boy in the Gold Fields",Where is Sandra? 
4,kitchen,"Answer: In the South.

[Illustration: SANDERS'S BATT",Where is Sandra? 
5,hallway,"Answer: In the kitchen.

Question: What is the matter with your wife?",Where is Sandra? 
6,garden,"Answer: In the garden.

[Illustration: The Garden.]

[Illustration",Where is Sandra? 
7,hallway,"_Answer._ Daniel was a man of great ability, and he was a great
ph",Where is Daniel? 
8,office,"Answer: She is in the hospital.




THE STORY OF THE WAR",Where is Sandra? 
9,office,"Answer: He is in the library.

Question: What is the matter with him",Where is Daniel? 
10,kitchen,"Answer: In the convent.

Question: What is the name of the nun",Where is Mary? 
11,garden,"Answer: In the church of St. Mary, at the foot of the hill.",Where is Mary? 
12,office,"Answer: He is dead.

""Then I left him and went to the hotel",Where is Daniel? 
13,bedroom,"Answer: In the kitchen.

[Illustration: [Illustration:

[Illustration",Where is Mary? 
14,bedroom,"Answer: In the hospital.

[Illustration: A. B. C.",Where is Mary? 
15,kitchen,"Answer: In the house.

[Illustration: Fig. 1.--A. A",Where is John? 
16,garden,"Answer: John is in Mexico.

Question: What is the matter with you?",Where is John? 
17,kitchen,"Answer: John is in the woods.

Question: What is the name of the place",Where is John? 
18,office,"Answer: He is in the library.

Question: What is the matter with him",Where is Daniel? 
19,kitchen,"Answer: John is in the city.

Question: What is John doing?
Answer",Where is John? 
20,hallway,"Answer: She is in the land of the living.

Question: What is the",Where is Mary? 
21,office,"Answer: He is in the country.

Question: What is his name?",Where is John? 
22,office,"Answer: John is in the river, and the little girl is alone.

[",Where is John? 
23,hallway,"""I've been thinking about you, Miss May. I've been thinking about you,",Where is Sandra? 
24,bedroom,"Answer: He is in the library.

Question: What is the meaning of the",Where is Daniel? 
25,bedroom,"Answer: She is in the garden.

Question: Where is the garden?",Where is Sandra? 
26,bedroom,"Answer: In the room.

""Then I went to the window, and I",Where is Mary? 
27,kitchen,"[Footnote 1: “The History of the English People,” by William
Hume,",Where is Daniel? 
28,kitchen,"""The following is a quotation from the book:

    ""The first of the three",Where is Daniel? 
29,kitchen,"Answer: He is in the city.

""I am going to the city to",Where is Daniel? 
30,hallway,"Answer: In the garden.

""I am going to the city to-morrow",Where is Sandra? 
31,office,"Answer: In the country of the _H-Men_.

Question: What is the",Where is John? 
32,kitchen,"Answer: In the city of Verona, in the province of Siena.",Where is Sandra? 
33,kitchen,"Answer: She is in the garden.

Question: What is the meaning of the",Where is Sandra? 
34,bathroom,"Answer: In the garden of the Bardo.

[Illustration: SANDER",Where is Sandra? 
35,office,"Answer: In the house of the King.

    Q. What is the King's",Where is Mary? 
36,bathroom,"Answer: Mary is in the house.

""Mary is in the house?"" """,Where is Mary? 
37,garden,"Answer: She is in the kitchen.

""I am going to have a baby",Where is Mary? 
38,kitchen,"Answer: She is in the studio.

""I thought it was a studio,""",Where is Sandra? 
39,bedroom,"Answer: In the book of Daniel.

[Illustration: THE OCELLATED",Where is Daniel? 
