,target,output,question
0,office,"Answer: In the garden.

""I'm afraid I'm not a very good musician,""",Where was the apple before the bathroom? 
1,office,"Answer: In the apple-tree.

Q. What was the apple? A",Where was the apple before the hallway? 
2,office,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the apple before the hallway? 
3,bathroom,"Answer: The garden was in the house.




CHAPTER XXV.

THE",Where was the football before the garden? 
4,bathroom,"The answer was, ""In the garden, where the gardeners were.""

""",Where was the football before the garden? 
5,garden,"""And now, my dear brother, I will tell you what I think of this matter",Where was the apple before the bathroom? 
6,kitchen,"Answer: In the
_Gardeners' Chronicle_, vol. ii. p. 7.",Where was the milk before the office? 
7,kitchen,"_Answer._ The apple was planted in the garden of the Duke of York, in",Where was the apple before the office? 
8,kitchen,"[Illustration]

[Illustration]

[Illustration]

[Illustration]",Where was the apple before the office? 
9,bedroom,"[Illustration:

[Illustration:

[Illustration:

[Illustration:",Where was the apple before the office? 
10,garden,"[Illustration:

[Illustration:

[Illustration:

[Illustration:",Where was the apple before the bedroom? 
11,garden,"Answer: In the garden.

Q. What was the time of the night? A:",Where was the apple before the bedroom? 
12,garden,"Answer: In the kitchen.

[Illustration: The milk before the bathroom.]",Where was the milk before the bathroom? 
13,garden,"Answer: In the kitchen.

Question: Where was the milk after the bath?",Where was the milk before the bathroom? 
14,garden,"Answer: In the kitchen.

Question: Where was the milk before the bath?",Where was the milk before the bathroom? 
15,kitchen,"Answer: In the garden.

Question: What was the name of the garden? Answer:",Where was the football before the garden? 
16,kitchen,"Answer: In the garden.

""What is the meaning of this?""",Where was the football before the garden? 
17,garden,"[28] The answer to this question is given in the letter of August
16,",Where was the milk before the bedroom? 
18,garden,"Answer: In the kitchen.

Q. What was the milk?

A",Where was the milk before the bedroom? 
19,bedroom,"Answer: The football was a game of chance. The game was played on the
ground",Where was the football before the bathroom? 
20,garden,"Answer: In the hall.

Question: What was the name of the football?",Where was the football before the hallway? 
21,garden,"Answer: In the hall.

""I am sorry,"" said the boy, """,Where was the football before the office? 
22,hallway,"""The story is a vivid picture of the life of the country, and the author has",Where was the football before the garden? 
23,office,"Answer: In the kitchen.

Question: Where was the milk after the kitchen?",Where was the milk before the kitchen? 
24,kitchen,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the milk before the bedroom? 
25,bathroom,"Answer: In the hall.

Q. What was the meaning of the word '",Where was the football before the bedroom? 
26,office,"Answer: In the private desk of the millionaire.

“And the telegram",Where was the football before the bedroom? 
27,garden,"“I’ve been looking for them all the time,” said the boys. “I",Where was the football before the office? 
28,garden,"Answer: In the field.

[Illustration: The ""Flying Dutchman""",Where was the football before the office? 
29,garden,"Answer: The apple was in the garden.

_Question._ How did the apple",Where was the apple before the office? 
30,bathroom,"Sterne: In the kitchen.

Goethe: What was the apple?",Where was the apple before the hallway? 
31,office,"Answer: In the apple-tree.

""I don't know what you mean,"" said",Where was the apple before the kitchen? 
32,office,"Answer: In the apple-tree.

""What is the meaning of this?""",Where was the apple before the kitchen? 
33,hallway,"Answer: In the kitchen.




THE END.




Transcriber's Notes:",Where was the milk before the bedroom? 
34,bedroom,"Answer: In the
cove.

Question: What was the name of the old man",Where was the milk before the garden? 
35,hallway,"Answer: In the garden of the house of the Lord.

Question: Where was",Where was the apple before the bathroom? 
36,hallway,"Answer: In the kitchen.

Question: What was the object of the Fair Ma",Where was the football before the kitchen? 
37,bathroom,"Answer: In the garden.

Q. What was the name of the gardener",Where was the apple before the kitchen? 
38,garden,"Answer: In the old man's
house.

Question: Where was the apple before the",Where was the apple before the bathroom? 
39,garden,"Answer: In the
mountains.

Question: Where was the apple before the water?",Where was the apple before the bathroom? 
40,garden,"A: In the hall.

Q: What was the name of the place?",Where was the football before the hallway? 
41,garden,"Answer: In the hall.

Question: What was the name of the place?",Where was the football before the hallway? 
42,garden,"Answer: In the garden.

Question: Where was the milk before the hall? Answer:",Where was the milk before the hallway? 
43,hallway,"Answer: In the milk-pail.




THE STORY OF THE BULL",Where was the milk before the bathroom? 
44,bathroom,"""The question is not whether the boy was a boy when the football was
found,",Where was the football before the hallway? 
45,bedroom,"[Footnote 192: _The Journal of the American Medical Association_, Jan.
The question",Where was the apple before the bathroom? 
46,bedroom,"Answer: In the garden.

""I'll show you the garden,"" she said, and",Where was the apple before the bathroom? 
47,bedroom,"Answer: In the garden.

Burt was not a man to be easily discouraged",Where was the apple before the bathroom? 
48,bedroom,"Answer: In the garden.

Q. What was the name of the apple? A:",Where was the apple before the bathroom? 
49,bedroom,"THE PROBLEM OF THE PRESS.


The press is a very important",Where was the milk before the hallway? 
50,kitchen,"Answer: In the garden.

Q. What was the name of the apple? A:",Where was the apple before the garden? 
51,garden,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the apple before the bedroom? 
52,garden,"[Footnote 487: The ""favourite"" of the play-goers, who",Where was the football before the kitchen? 
53,bathroom,"But I will not go into the rest of the rest of the rest of the
tr",Where was the apple before the bedroom? 
54,bathroom,"Answer: In the garden.

Question: Where was the apple before the garden?",Where was the apple before the bedroom? 
55,office,"Answer: The football was in the hall.

Question: What was the football?",Where was the football before the hallway? 
56,kitchen,"Answer: In the garden.

""What is the apple?""

""The",Where was the apple before the office? 
57,office,"Answer: In the garden.

“And where is the garden?”

“",Where was the football before the garden? 
58,office,"Answer: In the room.

Q. What was the colour of the football before",Where was the football before the bedroom? 
59,garden,"Answer: In the apple-tree.

Question: What was the apple?",Where was the apple before the hallway? 
60,hallway,"Lester: The kitchen.

Jennie: I thought you said you had",Where was the football before the bedroom? 
61,bathroom,"""I am going to see if I can find out,"" said the old man, """,Where was the football before the hallway? 
62,bedroom,"Answer: The kitchen.

Q. What was the football before the kitchen?",Where was the football before the kitchen? 
63,garden,"Answer:
In the garden.

Question: What was the name of the new spring?",Where was the football before the bathroom? 
64,garden,"A: The bathroom was in the hall.

B: The hall was in the",Where was the football before the bathroom? 
65,bathroom,"Paine: ""In the
kitchen."" ""What is the matter with the milk?"" """,Where was the milk before the office? 
66,bathroom,"Answer: In the kitchen.

[Illustration: The Boer's Story.]",Where was the milk before the office? 
67,bathroom,"Answer: In the garden.

[Illustration: The Garden]

[Illustration",Where was the milk before the office? 
68,garden,"Answer: The ball was in the room.

[Illustration: THE BOSTON",Where was the football before the bedroom? 
69,kitchen,"Answer: The bathroom was in the gymnasium.




[Illustration: The Boy's",Where was the football before the bathroom? 
70,office,"Answer: The hall.

Question: What was the name of the hall? Answer: The",Where was the football before the hallway? 
71,hallway,"""I have not the least doubt that the apple was in the garden, and that the",Where was the apple before the garden? 
72,bathroom,"Answer: In the
kitchen.

Question: Where was the milk before the kitchen?",Where was the milk before the kitchen? 
73,kitchen,"Answer: In the kitchen.

[Illustration]

[Illustration]

[Illustration",Where was the apple before the bathroom? 
74,garden,"Answer: In the garden.

""Where is the apple?""

""In the garden",Where was the apple before the bathroom? 
75,garden,"Answer: The milk was in the kitchen.




THE STORY OF THE HAK",Where was the milk before the hallway? 
76,hallway,"Answer: The milk was the blood of the people.




THE MISSIONARY",Where was the milk before the office? 
77,garden,"Answer: In the milk-pail.

[Illustration: The milk-p",Where was the milk before the hallway? 
78,office,"Answer: In the garden
of Kent.

Question: Where was the apple before the garden",Where was the apple before the bathroom? 
79,office,"Answer: In the garden of
the house of God.

   Gill, Mr. xx",Where was the apple before the bathroom? 
80,kitchen,"Answer: In the cellar.

Question: Where was the milk before the office? Answer:",Where was the milk before the office? 
81,kitchen,"Answer: In the forest.

Question: What was the name of the tree?",Where was the milk before the office? 
82,kitchen,"Answer: In the milk-pail.

""The milk-pail is",Where was the milk before the office? 
83,bathroom,"Answer: In the
cabin.

""The question is, where is the apple now",Where was the apple before the hallway? 
84,bathroom,"Answer: In the
kitchen.

""Q. What was the name of the man",Where was the milk before the bedroom? 
85,garden,"Answer: In the kitchen.

Q. What did you do with the apple? A:",Where was the apple before the bathroom? 
86,bathroom,"Answer: In the cellar.

Question: What was the name of the place where the milk",Where was the milk before the kitchen? 
87,bathroom,"Answer: In the kitchen.

Question: Where was the milk before the kitchen? Answer:",Where was the milk before the kitchen? 
88,garden,"Answer: In the kitchen.

Question: Where was the milk before the bathroom? Answer:",Where was the milk before the bathroom? 
89,bathroom,"Answer: In the hall.

Q: What was the first thing you did when",Where was the football before the bedroom? 
90,hallway,"Answer: In the kitchen.

Coningsby: Where was the milk before the kitchen",Where was the milk before the kitchen? 
91,hallway,"Answer: In the milk-pail.

Question: Where was the milk-",Where was the milk before the kitchen? 
92,garden,_The King_ (to the Bishop): “I have not yet heard of the milk,Where was the milk before the bedroom? 
93,bedroom,"Answer: The Witan was the Witan of the Witan, the Witan of",Where was the football before the kitchen? 
94,kitchen,"Answer: In the kitchen.

Q. What was the name of the man who",Where was the apple before the bedroom? 
95,kitchen,"_Answer._ The apple was in the garden.

_Question._ Where was the",Where was the apple before the hallway? 
96,kitchen,Sawkins: 'I don't know. I think it was in the garden.',Where was the apple before the hallway? 
97,hallway,"Answer: In the apple-tree.

The school-master from our district was",Where was the apple before the kitchen? 
98,bedroom,"Answer: In the
kitchen. Question: What was the name of the little girl? Answer",Where was the milk before the bathroom? 
99,bathroom,"Answer: In the milk-pail.

""And you will see that the",Where was the milk before the bedroom? 
100,office,"Answer: In the old
house.


[Sidenote: LONDON]",Where was the milk before the bathroom? 
101,office,"Answer: In the kitchen.

Question: Where was the milk after the bath?",Where was the milk before the bathroom? 
102,bedroom,"Answer: In the old house, where the old man was a clerk.

[",Where was the football before the office? 
103,bedroom,"Answer: In the garden.

Q. What was the name of the place?",Where was the football before the office? 
104,office,"Answer: In the kitchen.

Q. What was the milk for?",Where was the milk before the bathroom? 
105,hallway,"Answer: In the United States.

[Illustration: The Uitlander's Home",Where was the football before the bathroom? 
106,garden,"[Illustration]

[Illustration]




[Illustration]




[Illustration]",Where was the football before the hallway? 
107,garden,"Answer: In the hall.

[Illustration: _The_ HALL OF THE",Where was the football before the hallway? 
108,hallway,THE BALLAD OF THE BALLAD OF THE BALLAD OF THE BALL,Where was the apple before the bathroom? 
109,hallway,"Answer: In the garden.

""I don't know,"" said the boy. """,Where was the apple before the bathroom? 
110,garden,"Answer: In the garden.

Question: What was the name of the apple? Answer:",Where was the apple before the hallway? 
111,garden,[Illustration: The apple before the hallo-o-o-o-o-,Where was the apple before the hallway? 
112,hallway,"Answer: The kitchen was in the
kitchen.




CHAPTER III.

THE B",Where was the football before the kitchen? 
113,hallway,"Answer: In the kitchen.

Question: Where was the football before the kitchen?",Where was the football before the kitchen? 
114,kitchen,"Answer: In the garden.

Q. What was the name of the apple?",Where was the apple before the garden? 
115,hallway,"Answer: In the kitchen.

Q. What was the name of the room?",Where was the milk before the bathroom? 
