,target,output,question
0,hallway,"Answer: In the kitchen.

Question: Where is the wine?

Answer",Where is the milk? 
1,hallway,"Answer: In the Temple.

Question: Where is the football?

Answer",Where is the football? 
2,hallway,"Answer: In the kitchen.

""The company of my aunt, whom I loved so tender",Where is the football? 
3,hallway,"Answer: In the hall.

Question: Where is the lady?

Answer",Where is the football? 
4,garden,"The milk was there. The milk was there.
    The milk was there. The",Where is the milk? 
5,garden,"Answer: In the milk-pail.

Question: What is the milk?",Where is the milk? 
6,bedroom,"Answer: In the room.

Question: What is the direction of the walk?",Where is the football? 
7,bedroom,"Answer: In the kitchen.

Question: Where is the gentleman?

Answer",Where is the milk? 
8,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the football? 
9,kitchen,"Answer: In the hall.

Question: Where is the football?

Answer",Where is the football? 
10,bedroom,"Answer: In the kitchen.

Question: Where is the football?
Answer: In",Where is the football? 
11,hallway,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the football? 
12,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
13,garden,"Answer: In the garden.

Question: Where is the milk?

Answer",Where is the milk? 
14,bathroom,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
15,garden,"Answer: In the kitchen.

Question: What is the milk?

Answer",Where is the milk? 
16,garden,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
17,garden,"Answer: In the kitchen.

Question: What is the difference between a man who",Where is the milk? 
18,kitchen,"Answer: In the cellar.

""I am sorry to have to tell you that the",Where is the apple? 
19,kitchen,"Answer: In the kitchen.

Question: Where is the woodmouse?
Answer:",Where is the apple? 
20,bedroom,"Answer: In the room.

Question: Where is the apple?
Answer: In",Where is the apple? 
21,bedroom,"""The apple was there. Mary went to the kitchen. John went to the
b",Where is the apple? 
22,bathroom,"Answer: In the kitchen.

Question: Where is the football?
Answer: In",Where is the football? 
23,bathroom,"Answer: The football is in the kitchen.

Question: Where is the milk?",Where is the football? 
24,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
25,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
26,kitchen,"Answer: In the kitchen.

Question: Where is the fire?

Answer",Where is the milk? 
27,bathroom,"Answer: In the garden.

Question: Where is the apple?
Answer: In",Where is the apple? 
28,bathroom,"Answer: In the kitchen.

Question: Where is the apple?
Answer: In",Where is the apple? 
29,kitchen,"Answer: In the kitchen.

Question: Where is the horse?
Answer: In",Where is the milk? 
30,garden,"Answer: In the garden.

Question: Where is the apple?
Answer: In",Where is the apple? 
31,garden,"Answer: In the garden.

Question: What is the name of the apple?",Where is the apple? 
32,kitchen,"Answer: In the hall.

Question: What is the letter?

Answer",Where is the football? 
33,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the apple? 
34,kitchen,"Answer: In the kitchen.

Question: Where is the draw-bridge?
Answer",Where is the apple? 
35,office,"Margit: Where is the milk?

Eli: Where is the milk?",Where is the milk? 
36,kitchen,"Answer: The football is in the hall.

Question: Where is the football?",Where is the football? 
37,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the football? 
38,kitchen,"Answer: In the room.

Question: Where is the football?

Answer",Where is the football? 
39,bedroom,"Answer: In the kitchen.

Question: Where is the water?

Answer",Where is the milk? 
40,bedroom,"Answer: In the kitchen.

""I am sorry, but I cannot help it",Where is the milk? 
41,office,"Answer: In the garden.

Question: Where is the milk?

Answer",Where is the milk? 
42,office,"Answer: In the kitchen.

Q. What is the milk?
A. The",Where is the milk? 
43,office,"Answer: In the kitchen.

Question: What is the milk?

Answer",Where is the milk? 
44,kitchen,"Answer: In the kitchen.

Question: What is the apple?
Answer: The",Where is the apple? 
45,bedroom,"Answer: In the kitchen.

""I am not sure that I am not a",Where is the milk? 
46,office,"Answer: In the field. The football is a game played on the ground, and is",Where is the football? 
47,bathroom,"Answer: In the hall.

Question: What is the price of the football?",Where is the football? 
48,bathroom,"Answer: In the room.

Question: Where is the football?
Answer: In",Where is the football? 
49,bedroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
50,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
51,hallway,"Answer: In the kitchen.

Question: What is the name of the apple?",Where is the apple? 
52,kitchen,"Answer: In the hall.

Question: What is the football?
Answer: The",Where is the football? 
53,kitchen,"Answer: In the kitchen.

Question: What is the football?
Answer: The",Where is the football? 
54,kitchen,"Answer: In the hall.

Question: Where is the chamfer?",Where is the football? 
55,bathroom,"Answer: In the window aperture.

Question: Where is the window aperture?",Where is the apple? 
56,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
57,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
58,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the milk? 
59,bedroom,"Answer: In the kitchen.

Question: Where is the kitchen?
Answer: In",Where is the apple? 
60,garden,"Answer: In the cage.

Question: What is the name of the lion?",Where is the milk? 
61,garden,"Answer: In the kitchen.

Question: What is the milk?

Answer",Where is the milk? 
62,kitchen,"Answer: In the room.

Question: What is the name of the Aztec maiden?",Where is the football? 
63,kitchen,"Answer: In the kitchen.

Question: Where is the football?
Answer: In",Where is the football? 
64,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the football? 
65,kitchen,"Answer: In the kitchen.

Daniel went to the kitchen.

Question:",Where is the football? 
66,kitchen,"Answer: In the room.

[Illustration: _Diagram of the nervous system",Where is the football? 
67,bedroom,"Where is the milk?

   Where is the milk?

   Where is the milk",Where is the milk? 
68,bedroom,"Answer: The milk is in the kitchen.

Question: Where is the window?",Where is the milk? 
69,bedroom,The football was in the hall. The football was in the hall. The football was in,Where is the football? 
70,garden,"Answer: In the garden.

Question: Where is the apple?

Answer",Where is the apple? 
71,garden,"Answer: In the kitchen.

Question: What is the difference between a soldier and",Where is the apple? 
72,bathroom,"Answer: In the garden.

Question: What kind of a garden is it?",Where is the apple? 
73,bathroom,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the apple? 
74,bathroom,"Answer: In the kitchen.

Question: Where is the apple?
Answer: In",Where is the apple? 
75,office,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the apple? 
76,hallway,"Answer: In the kitchen.

Question: Where is the pantry?
Answer:",Where is the milk? 
77,hallway,"Answer: In the cage.

""The Lion,"" said Mary, ""is a very",Where is the milk? 
78,hallway,"Answer: In the kitchen.

Question: Where is the kitchen?

Answer",Where is the milk? 
79,hallway,"Answer: In the kitchen.

Question: Where is the football? Answer: In the kitchen",Where is the milk? 
80,bathroom,"Answer: In the bathroom.

Question: Where is the football?
Answer: In",Where is the football? 
81,bathroom,"Answer: In the hall.

""I am glad you are not going to dance with",Where is the football? 
82,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the football? 
83,kitchen,"Answer: In the kitchen.

Question: Where is the football?

Answer",Where is the football? 
84,kitchen,"Answer: In the room.

Question: Where is the football?

Answer",Where is the football? 
85,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
86,kitchen,"Answer: In the kitchen.

Question: What is the name of the little urchin?",Where is the apple? 
87,bathroom,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
88,bedroom,"Answer: In the kitchen.

Question: Where is the water?
Answer: In",Where is the football? 
89,kitchen,"Answer: In the kitchen.

Question: Where is the apple? Answer: In the kitchen",Where is the apple? 
90,kitchen,"Answer: In the kitchen.

Question: Where is the milk? Answer: In the kitchen",Where is the milk? 
91,kitchen,"Answer: In the kitchen.

Question: Where is the milk?
Answer: In",Where is the milk? 
92,kitchen,"Answer: In the kitchen.

Question: Where is the apple?

Answer",Where is the milk? 
93,kitchen,"Answer: In the kitchen.

Question: Where is the milk?
Answer: In",Where is the milk? 
94,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
95,bathroom,"Answer: In the bathroom.

The _mishrokitha_ is",Where is the football? 
96,bathroom,"Answer: In the garden.

Question: Where is the garden?

Answer",Where is the football? 
97,bathroom,"Answer: The Almonds are growing.

Question: Where is the Almond",Where is the football? 
98,bathroom,Answer: In the hall. Mary went to the kitchen. John picked up the milk there,Where is the football? 
99,hallway,"A. W. P.

SIR TRISTRAM MARDON, Bart",Where is the milk? 
100,office,"Answer: In the kitchen.

_SALOME._  I am very sorry,",Where is the milk? 
101,office,"Answer: In the kitchen.

Question: Where is the money?
Answer: In",Where is the milk? 
102,kitchen,"Answer: In the kitchen.

Question: Where is the powder?

Answer",Where is the milk? 
103,kitchen,"Answer: In the kitchen.

Question: Where is the milk?

Answer",Where is the milk? 
104,bedroom,"Answer: The football is a ball of turf, or of wood, or of leather, or",Where is the football? 
105,bathroom,"Answer: In the kitchen.

Question: What is the name of the place where the football",Where is the football? 
