,target,output,question
0,office,"Grelieu:

_Grelieu is a man of thirty-five, tall,",Where was the apple before the bathroom? 
1,office,"Answer: In the
ground.

Question: What was the name of the girl who was",Where was the apple before the hallway? 
2,office,"Answer: In the garden.

Question: Where was the apple before the tree-trunk",Where was the apple before the hallway? 
3,bathroom,"He remembered the time when he had been a boy and had been in the woods
with",Where was the football before the garden? 
4,bathroom,"Answer: In the garden.

Q. What was the garden?

A",Where was the football before the garden? 
5,garden,"Answer: In the garden.

Q. What was the apple before the garden?",Where was the apple before the bathroom? 
6,kitchen,"Answer: In the kitchen.

Question: Where was the Blackfeet before the council? Answer",Where was the milk before the office? 
7,kitchen,"Answer: In the apple-tree.

""He sat his
<context>",Where was the apple before the office? 
8,kitchen,"Answer: In the
kitchen.




CHAPTER XXV.

THE LANDS",Where was the apple before the office? 
9,bedroom,"Answer: In the kitchen.

Q. What was the name of the place? A.",Where was the apple before the office? 
10,garden,"""The landlord would be the landlord of the landlords, and the
     landlords",Where was the apple before the bedroom? 
11,garden,"Answer: In the apple-tree.

The question was put by the _Sc",Where was the apple before the bedroom? 
12,garden,"Answer: In the
kitchen.

Question: What was the meaning of the word """,Where was the milk before the bathroom? 
13,garden,"Answer: In the kitchen.

Question: Where was the coffee before the bathroom?",Where was the milk before the bathroom? 
14,garden,"Answer: In the kitchen.

Question: Where was the milk after the bath? Answer:",Where was the milk before the bathroom? 
15,kitchen,"Answer: In the garden.

Question: Where was the garden before the garden?",Where was the football before the garden? 
16,kitchen,"Answer: The garden was in the garden.

The question was repeated, and the answer",Where was the football before the garden? 
17,garden,"Answer: The milk was
caused by the rain.


[Illustration: The milk was",Where was the milk before the bedroom? 
18,garden,"Answer: In the milk-pail.

Question: What was the milk-",Where was the milk before the bedroom? 
19,bedroom,"Answer: In the
pilot-house.

    ""The Brownies were in the pilot",Where was the football before the bathroom? 
20,garden,"Answer: In the hall.

[Illustration]

[Illustration]

[Illustration",Where was the football before the hallway? 
21,garden,"Answer: In the
kitchen. Question: Where was the football before the office? Answer:",Where was the football before the office? 
22,hallway,"Answer: In the garden.

Question: Where was the football before the garden? Answer:",Where was the football before the garden? 
23,office,"Answer: In the kitchen.

Question: Where was the milk before the kitchen?",Where was the milk before the kitchen? 
24,kitchen,"Answer: In the kitchen.

Question: Where was the milk before the bedroom?",Where was the milk before the bedroom? 
25,bathroom,"Answer: In the box.

Question: What was the name of the box?",Where was the football before the bedroom? 
26,office,"Answer: In the bedroom.

Question: Where was the football after the bedroom?",Where was the football before the bedroom? 
27,garden,"Answer: In the
corner.

Question: Where was the apple before the apple? Answer",Where was the football before the office? 
28,garden,"""The answer is, in the library, where the master is always at home.",Where was the football before the office? 
29,garden,"Paine: In the garden.

Question: Where was the apple before the garden",Where was the apple before the office? 
30,bathroom,"Answer: In the kitchen.

Question: Where was the apple after the hallway?",Where was the apple before the hallway? 
