,target,output,question
0,bedroom,"Answer: The bathroom is east of the house.

Question: What is the house",What is the bathroom east of?
1,bedroom,"Answer: The kitchen is west of the bedroom.

[Illustration: The kitchen is",What is west of the kitchen?
2,bathroom,"Answer: The garden is north of the bathroom.

Question: What is the bathroom",What is north of the garden?
3,bedroom,"Answer: The kitchen is south of the bathroom.

Question: What is the meaning",What is south of the kitchen?
4,bedroom,"Answer: The kitchen is east of the bedroom.




CHAPTER XIV

THE",What is east of the kitchen?
5,garden,"Answer: The bathroom is west of the bathroom.

Question: What is the bathroom",What is the bathroom west of?
6,kitchen,"Answer: The bedroom.

""The bedroom is east of the kitchen,"" said the",What is east of the bedroom?
7,bathroom,"Answer: The garden is north of the bedroom.

Question: What is the garden",What is the garden south of?
8,kitchen,"Answer: The office is south of the kitchen.

[The office is south of",What is south of the office?
9,office,"Answer: The hall of the House of Commons.

[Illustration: The hall of",What is east of the hallway?
10,garden,"Answer: The personal relation between the chief and his followers.

[Illustration: The",What is north of the office?
11,garden,"Answer: The kitchen is south of the kitchen.

Question: What is the south",What is south of the kitchen?
12,bathroom,"Answer: The kitchen is east of the bathroom.

[Illustration: THE TOSACH",What is east of the kitchen?
13,garden,"Answer: The kitchen is west of the kitchen.

Question: What is the kitchen",What is west of the kitchen?
14,garden,"Answer: The Wannias.

Question: What is the distance from the W",What is north of the bedroom?
15,garden,"Answer: The garden.

Question: What is the principal people in Golconda",What is east of the hallway?
16,hallway,"Answer: The London Show of 1890 was a remarkable one in more than
1,000",What is east of the office?
17,office,"Answer: The south-east corner of the hall, which is the south-east corner",What is south of the bathroom?
18,garden,"_Abergele

_Abergele_

_Aber",What is the bedroom north of?
19,garden,"Answer: The kitchen is west of the bridge.

Question: What is the bridge?",What is the kitchen west of?
20,garden,"Answer: The office is east of the office.

Question: What is the office",What is the office east of?
21,garden,"Answer: The bathroom is south of the bathroom.

Question: What is the kitchen?",What is the bathroom south of?
22,bathroom,"Answer: The bathroom.

Question: What is the bathroom? Answer: The room in which",What is north of the bedroom?
23,bathroom,"Answer: The bathroom.

Question: What is the bedroom north of?",What is the bedroom south of?
24,hallway,"""The bed of the philosopher was in the middle of the room, and the bed of",What is the bedroom west of?
25,office,"A. The modern world is east of the bathroom.

B. The modern world",What is east of the bathroom?
26,office,"Answer: The bedroom is north of the hallway.

Question: What is the distance",What is north of the bedroom?
27,hallway,"Answer: The West Woods.

[Illustration: THE WINDOW OF THE HOU",What is west of the bathroom?
28,garden,"Answer: The bathroom is the room in the rear of the house, and is the",What is the bathroom north of?
29,garden,"Answer: The office is north of the bathroom.

Question: What is the distance",What is north of the office?
30,bedroom,"Answer: The kitchen is east of the bedroom.




CHAPTER XIV

THE",What is east of the kitchen?
31,kitchen,Answer: The bathroom is the room on the right of the hall. The kitchen is,What is the bathroom east of?
32,bathroom,"Answer: The garden is north of the house.

""I am afraid you will",What is north of the garden?
