,target,output,question
0,bedroom,"Answer: The bathroom is the room in which the women wash.




THE BOOK",What is the bathroom east of?
1,bedroom,"Answer: The kitchen is the
north-west corner of the house.




CHAPTER X.",What is west of the kitchen?
2,bathroom,"Answer: The north is the land of the sun, and the south the land of the",What is north of the garden?
3,bedroom,"Answer: The south-west.

Question: What is north of the kitchen?",What is south of the kitchen?
4,bedroom,"Answer: The kitchen is the east of the house.

Question: What is the",What is east of the kitchen?
5,garden,"Answer: The Baths of the Baths.

""The Baths of the",What is the bathroom west of?
6,kitchen,"Answer: The east of the house.

[Illustration: LADY BALL",What is east of the bedroom?
7,bathroom,"""I'm going to have a garden, too,"" she said, ""and I'm",What is the garden south of?
8,kitchen,"""I'm not going to rub you up in the wrong way,
either. I",What is south of the office?
9,office,"Answer: The east is the east of the house, and the west is the west of",What is east of the hallway?
10,garden,"Answer: The office is north of the church.

Question: What is the office?",What is north of the office?
11,garden,"Answer: The kitchen is south of the house.




CHAPTER X.

THE",What is south of the kitchen?
12,bathroom,"Answer: The kitchen is the east of the house.




THE STORY OF THE",What is east of the kitchen?
13,garden,"Answer: The kitchen.

Question: What is the kitchen? Answer: The kitchen.",What is west of the kitchen?
14,garden,"Answer: The bedroom is the room in which the wife is sleeping.




THE B",What is north of the bedroom?
15,garden,"Answer: The street.

Question: What is the street?

Answer:",What is east of the hallway?
16,hallway,"Answer: The office is east of the office.

The men were all of them",What is east of the office?
17,office,Answer: The bathroom is the room in the house where the water is kept.,What is south of the bathroom?
18,garden,"Answer: The bedroom north of the house is the bedroom in which the
housekeeper and",What is the bedroom north of?
19,garden,"Answer: The kitchen is the kitchen.

Question: What is the kitchen?",What is the kitchen west of?
20,garden,"Answer: The office is the office of the minister.

Question: What is the",What is the office east of?
21,garden,"Answer: The bathroom is the one on the left of the main entrance.

Question",What is the bathroom south of?
22,bathroom,"Answer: The house is a little north of the house.

Question: What is",What is north of the bedroom?
23,bathroom,"THE BIRDS OF THE BUSH.


The BIRDS OF THE B",What is the bedroom south of?
24,hallway,"Answer: The chamber of the dead.

Q. What is the name of the",What is the bedroom west of?
25,office,"Answer: The first part of the first
volume.




THE LITTLE GIRL",What is east of the bathroom?
26,office,Dr. Inglis: The north of the bedroom is the land of the dead.,What is north of the bedroom?
27,hallway,"Answer: The bathroom is the right side of the house.

Question: What is",What is west of the bathroom?
28,garden,"Answer: The bathroom is the room in which the water is kept.




THE B",What is the bathroom north of?
29,garden,"A. P.

The other two are:

1. A man who",What is north of the office?
30,bedroom,"Answer: The kitchen.

Question: What is west of the kitchen?",What is east of the kitchen?
31,kitchen,"Answer: The bathroom is the room in which the girls wash.

""The girl",What is the bathroom east of?
32,bathroom,"Answer: The garden is the north of the garden.




THE LITTLE G",What is north of the garden?
33,kitchen,"Answer: The room in the house.

Question: What is the room in the",What is the bedroom west of?
34,bedroom,"Answer: The kitchen is the kitchen of the house.




THE STORY OF THE",What is the kitchen south of?
35,garden,"Answer: The bathroom is a room in the house, and is used for the
bed",What is the bathroom east of?
36,office,"Answer: The south is the south.

Question: What is the south of the",What is south of the hallway?
37,bedroom,"Answer: The boundary line between the two States.

Question: What is the boundary",What is north of the bathroom?
38,bedroom,"Answer: The bathroom is the room in which the water is kept.

[Illustration",What is the bathroom east of?
39,office,"A: The bed.

Q: What is the bed?

A:",What is north of the bedroom?
