,target,output,question
0,football,"Answer: A piece of bread and butter.

KNEIR. What did you",What did Fred give to Jeff? 
1,Fred,"Answer: Jeff.

Question: Who gave the football to Jeff?

Answer",Who gave the football to Jeff? 
2,football,"Answer: A kiss.




CHAPTER XXV.

THE STORY OF THE",What did Fred give to Jeff? 
3,Jeff,"Answer: The girl.


CHAPTER II.

""I'm glad you've come back",Who did Fred give the football to? 
4,Fred,"Answer: The poet.

[Illustration: THE POET'S GIFT.]",Who did Jeff give the football to? 
5,Jeff,Why did the apple go to the head of the family? Why did the apple go to the head,Who gave the apple? 
6,Bill,"Answer: The man who is left behind.




THE BIRTH OF THE B",Who received the apple? 
7,apple,"Answer: A kiss.

   I have a little gift for you, my Lord,",What did Bill give to Fred? 
8,apple,"Aha! I have it! He gave me a little box of powder,",What did Bill give to Fred? 
9,Fred,"Answer: The first son of the great
chief, who was called the _Maya_ (",Who received the apple? 
10,Mary,"Answer: Mr. Dickens.

_December_ 29.--We went to the Fair to",Who received the milk? 
11,milk,"Answer: ""A little money.""

_November_ 22.--We have been here",What did Mary give to Bill? 
12,Bill,"Answer: The old man.

Question: Who gave the milk?

Answer",Who received the milk? 
13,Bill,"Answer: The milk was given to the children.

Question: Who gave the milk",Who did Mary give the milk to? 
14,milk,"Answer: ""I don't know,"" she said, ""I don't know.""",What did Mary give to Bill? 
15,Jeff,"""I'd have to go to the police,"" said Alfred, ""and I'd have",Who received the football? 
16,Fred,"""I'm going to get out of this,"" he announced, and he turned to the",Who gave the football to Jeff? 
17,football,"Answer: ""A piece of paper, about the size of this one, which he had",What did Fred give to Jeff? 
18,Jeff,"Answer: I.

""I am sorry to have to ask you this,"" said he",Who received the football? 
19,Mary,"Answer: The reader of Sterne’s letters.

Question: What was the",Who gave the milk? 
20,milk,"The answer is: “A little money.”

The question is: What did",What did Jeff give to Mary? 
21,Mary,"Answer: The _Hermannische Zeitung_, Vol. II, p. x",Who gave the milk to Jeff? 
22,Mary,"Answer: The milk was given to Jeff by the milk-seller.

[",Who gave the milk to Jeff? 
23,Bill,"[Illustration: A]

[Illustration: A]

[Illustration: A",Who gave the apple to Jeff? 
24,Jeff,"Answer: The artist, who was a friend of the artist, and who was a
friend",Who gave the apple? 
25,apple,"Answer: A bottle of absinthe.

[Illustration: (woman)]",What did Jeff give to Fred? 
26,Fred,"Answer: The man who received it.




CHAPTER XIV

THE LITT",Who received the apple? 
27,Jeff,"Answer: Jeff.

Question: Who gave it to Jeff?

Answer:",Who received the apple? 
28,Jeff,"Answer: The farmer.

Question: Who gave the apple?
Answer: The farmer",Who gave the apple? 
29,Fred,"Answer: Toto.

Question: Who did Toto give the apple to?",Who did Jeff give the apple to? 
30,Mary,"Answer: Bruin.

Question: Who gave the milk?
Answer: Bruin",Who gave the milk? 
31,Bill,"Answer: The Midge.

Q. What is the Midge? A:",Who gave the milk? 
32,Bill,"Answer: The mother of the caterpillars.

The question is not a",Who gave the milk to Mary? 
33,milk,"Answer: A piece of paper, which he had found in the garden, and which he",What did Bill give to Mary? 
34,apple,"Answer: A flower.

[Illustration: A. Thomsonii A. Thomsonii",What did Mary give to Fred? 
35,Jeff,"Answer: The old man, who had been a member of the _Patriote_",Who did Fred give the milk to? 
36,Jeff,"Answer: The first visitor to Canada was a Frenchman named Legrand.

2",Who did Fred give the milk to? 
37,milk,"Answer: He gave her a piece of bread, and a piece of meat, and a",What did Jeff give to Mary? 
38,milk,"Answer: A piece of bread.

The following is a copy of the letter of",What did Jeff give to Mary? 
39,Fred,"Answer: The gentleman who was in the room.

Question: Who gave the apple?",Who gave the apple? 
40,Mary,"Answer: The physician.

Q. What was the nature of the symptoms?",Who gave the milk? 
41,milk,"Answer: ""A little milk.""

Question: What did she give to Fred?",What did Mary give to Fred? 
42,Jeff,"Answer: The Dauphin.

Question: What was the name of the woman",Who gave the milk? 
43,Fred,"Answer: Madame Elisabeth.

Question: Who received the milk?",Who received the milk? 
44,Mary,"Answer: The ""Quat'z' Arts"" Ball.

[Illustration:",Who gave the milk? 
45,Bill,"Answer: The little girl who lived with her father, and who was a great
friend",Who did Mary give the milk to? 
46,milk,"Answer: She gave him a bottle of milk.

""What did she give him",What did Mary give to Bill? 
47,Mary,"Answer: The fish.

[Illustration: The fish is the most important animal of",Who gave the milk? 
48,Mary,"Answer: The mare.

Q. What did she do with it?",Who did Bill give the milk to? 
49,Bill,"Answer: The farmer who bought it.

Question: Who gave the milk to Mary",Who gave the milk to Mary? 
50,Mary,"Answer: The gentleman who gave it to the gentleman who gave it to the
gentleman",Who gave the apple to Fred? 
51,Fred,"Answer: The first person.

Question: Who gave the apple to Mary?
Answer",Who gave the apple to Mary? 
52,apple,"Answer: A piece of bread.

Question: What did she give him?",What did Fred give to Mary? 
53,apple,"Answer: A little white pill.

Question: What did she give him?",What did Mary give to Jeff? 
54,apple,"Answer: A pair of twins.




THE END.




Transcriber's",What did Mary give to Jeff? 
55,Fred,"Answer: The boys.

Question: Who was the first to get the ball?",Who received the football? 
56,football,"Answer: ""A good many books.""

Question: What did Bill give to Fred? Answer",What did Bill give to Fred? 
57,Bill,"Answer: M. Hardy.

""What is the name of the family of the Marshal?""",Who gave the apple? 
58,Bill,"""I will not answer you, my good father. I will only say that the verses",Who did Mary give the apple to? 
59,Jeff,"Answer: The old soldier.

Question: What did he give it to? Answer: The",Who did Bill give the apple to? 
60,Jeff,"Answer: The cabbage.

[Illustration: The cabbage-cabbage.]",Who did Bill give the apple to? 
61,Bill,"Answer: The egg-shell.

Question: Who gave the egg to Jeff?",Who gave the apple to Jeff? 
62,Jeff,"A: The Queen of Belgium.

Q: Who gave the apple to the Queen",Who gave the apple to Bill? 
63,Bill,"Answer: Mary.

[27] The average number of persons killed in a single",Who received the apple? 
64,Mary,"Answer: Fred.

“Who gave the milk?”

“Fred.”",Who gave the milk? 
65,Mary,"“I’ve been thinking of that question for a long time, and I’ve",Who gave the apple to Bill? 
66,Bill,"Answer: Mary gave the apple to Sam.

“Well, I don’t",Who did Mary give the apple to? 
67,Mary,"Answer: I don't know.

Question: What did you do with the apple",Who did Bill give the apple to? 
68,apple,"Answer: ""A little money, and a few words of advice. She is a very",What did Bill give to Mary? 
69,Mary,"Answer: The woman who had given it to him.

""I'm going to",Who did Bill give the apple to? 
70,apple,"Answer: A shilling.

""What did you do with it?""",What did Fred give to Jeff? 
71,Jeff,"Answer: Sir Robert Hart.

The next question is, who was the real author of",Who gave the football? 
72,Jeff,"Answer: The Chinese people.

""The Chinese people are the only people who have",Who gave the football? 
73,apple,"Answer: A piece of paper.

     Question: What did Fred give to Bill?",What did Fred give to Bill? 
74,apple,"Answer: A pound of sugar.

Question: What did Bill give to Fred?",What did Fred give to Bill? 
75,Fred,"Answer: The Colonel.

""The Colonel, who is a very good soldier,",Who gave the football? 
76,Fred,"[1] The following is the letter of the Governor of the Cape, dated
D",Who gave the football? 
77,Mary,"Answer: The King.

Question: Who was the first to speak?",Who received the football? 
78,Mary,"The wind is blowing in through the open port,
     The rain is dripping in through",Who gave the football? 
79,football,"I gave him a little gold-headed cane,
     A little gold-headed cane",What did Mary give to Fred? 
80,milk,"Answer: The first of the two great battles of the war.

[Illustration:",What did Fred give to Jeff? 
81,milk,"CHAPTER XVI

THE BATTLE OF THE CREEK


The battle of",What did Fred give to Jeff? 
82,Fred,"Answer: The same as to the other two.

[Illustration: A FISHER",Who did Jeff give the milk to? 
83,milk,"Answer: ""A little bit of a piece of chalk, and a piece of paper,",What did Jeff give to Fred? 
84,Jeff,"Answer: The Laity.

The Bishop, Clergy, and Laity are",Who gave the milk to Fred? 
85,Fred,"Answer: The Apostle John.

Question: Who gave the apple to Mary?",Who did Mary give the apple to? 
86,Fred,"Answer: Mary gave it to Cyril.

""I am so glad you",Who gave the apple to Mary? 
87,Mary,"Answer: I did.

Question: Who gave the apple?

Answer:",Who gave the apple? 
