,target,output,question
0,football,"Answer: He gave to Jeff a _good_ wife.

Question: What did",What did Fred give to Jeff? 
1,Fred,"Answer: The Mahometan religion.

[5] The following is a translation of",Who gave the football to Jeff? 
2,football,"Answer: He gave him a letter to the Governor of the Cape, and a letter",What did Fred give to Jeff? 
3,Jeff,Answer: The author of the _Gentleman’s Magazine_ (XCIV,Who did Fred give the football to? 
4,Fred,"The answer is: “The poet.”

[Illustration: “The poet.”]",Who did Jeff give the football to? 
5,Jeff,Answer: The author of the ‘Dichtung’ (the ‘Dichtung’,Who gave the apple? 
6,Bill,"Answer: The man who was sent to the hospital.

""What is the meaning",Who received the apple? 
7,apple,"Answer: ""A little money.""

Question: What did he give her?",What did Bill give to Fred? 
8,apple,"Answer: ""He gave me a little bit of a joke. I was going to tell",What did Bill give to Fred? 
9,Fred,"Answer: The Jews.

[Illustration]

[Illustration]

[",Who received the apple? 
10,Mary,"Answer: The people.

Question: What was the custom?

Answer:",Who received the milk? 
11,milk,"Answer: ""A little money.""

The following is a quotation from a letter from",What did Mary give to Bill? 
12,Bill,"Answer: The milk was sent to the house.

Question: Who sent the milk",Who received the milk? 
13,Bill,"Answer: Mary gave it to the milk-woman.

Question: Who gave the",Who did Mary give the milk to? 
14,milk,"Answer: A good deal of money.




CHAPTER XXV.

THE E",What did Mary give to Bill? 
15,Jeff,"Answer: I don't know.

""I don't know. I don't",Who received the football? 
16,Fred,"Answer: The man who had the football.

Question: Who gave the football to",Who gave the football to Jeff? 
17,football,"Answer: A little bit of his heart.




THE END.




Transc",What did Fred give to Jeff? 
18,Jeff,"Answer: The man who had the ball.

Question: Who was the man?",Who received the football? 
19,Mary,"Answer: The Russian Prince.

Question: What was the lady's name?",Who gave the milk? 
20,milk,"_Answer._ ""A good deal of money.""

_Q._ What did the",What did Jeff give to Mary? 
21,Mary,"Answer: The Lord Chancellor.

Question: Who gave the milk to the Lord Lieutenant",Who gave the milk to Jeff? 
22,Mary,"Answer: The King.

Q. What was the King's answer?",Who gave the milk to Jeff? 
23,Bill,"Answer: The Earl of Gloucester.

Question: Who gave the apple to Jeff",Who gave the apple to Jeff? 
24,Jeff,"Answer: The King.

[Illustration: THE PRINCESS OF THE BIR",Who gave the apple? 
25,apple,"Answer: ""The wall of the chamber, which is a square, is made of bricks",What did Jeff give to Fred? 
26,Fred,"Answer: The Gipsy.

[Illustration: The Gipsy]",Who received the apple? 
27,Jeff,"The answer is: the first-born of the first-born.

The first",Who received the apple? 
28,Jeff,"Answer: The apple-woman.

Question: Who gave the apple?",Who gave the apple? 
29,Fred,"THE STORY OF THE BIRD


The story of the bird is a story of",Who did Jeff give the apple to? 
30,Mary,"Answer: Mr. John.

Question: Who gave the milk?

Answer",Who gave the milk? 
31,Bill,"Answer: The mother.

Question: Who gave the milk?

Answer:",Who gave the milk? 
32,Bill,"Answer: The milk was given to her by her uncle.

Question: Who gave",Who gave the milk to Mary? 
33,milk,"Answer: He gave her a little money.

""I don't know,"" said the",What did Bill give to Mary? 
34,apple,"Answer: ""A penny.""

Q. What did she give him?",What did Mary give to Fred? 
35,Jeff,"[Illustration: ""The man said it was very good to her.""]

[",Who did Fred give the milk to? 
36,Jeff,"Answer: The manor-keeper.

Question: Who did the manor-",Who did Fred give the milk to? 
37,milk,"[Illustration: ""He was a man of courage, and a man of strong arms,",What did Jeff give to Mary? 
38,milk,THE MAIDENHAIR TREE. The Maidenhair tree--Gingk,What did Jeff give to Mary? 
39,Fred,"Answer: John Adams.

Question: Who gave the apple?

Answer:",Who gave the apple? 
40,Mary,"[Footnote 57: The author of the book, in the preface to the first edition",Who gave the milk? 
41,milk,"Answer: A little bit of bread.

Q. What did she give him?",What did Mary give to Fred? 
42,Jeff,"Answer: The man who gave the milk.

Question: Who gave the milk?",Who gave the milk? 
43,Fred,"Answer: The Clan Quhele.

Q. What was the name of the",Who received the milk? 
44,Mary,"Answer: The King.

""What is the matter?"" said the King, as",Who gave the milk? 
45,Bill,"Answer: ""Mary gave the milk to the cow.""

  Answer: ""The cow",Who did Mary give the milk to? 
46,milk,"Answer: A good many things.

[Illustration: A WOMAN'S",What did Mary give to Bill? 
47,Mary,"Answer: The milk was the milk of the Virginians.




THE LITTLE",Who gave the milk? 
48,Mary,"Answer: The first person who reached the abatis was General Warren. He
was",Who did Bill give the milk to? 
49,Bill,"A. The milk of the cow.

B. The milk of the cow.",Who gave the milk to Mary? 
50,Mary,"Balfour: The preachers.

Balfour: The preachers,",Who gave the apple to Fred? 
51,Fred,"Answer: I do not know.

Question: Who gave the apple to the por",Who gave the apple to Mary? 
52,apple,"Answer: A piece of paper.

Question: What did he give her? Answer: A",What did Fred give to Mary? 
53,apple,"Answer: ""A little money, and a little money to buy a little house.""",What did Mary give to Jeff? 
54,apple,"Answer: ""A few rupees.""

Question: What did she give to",What did Mary give to Jeff? 
55,Fred,"Answer: The _santir_ of the Persians.

[Illustration:",Who received the football? 
56,football,"Answer: He gave him a little box of candy.




THE BALLAD OF",What did Bill give to Fred? 
57,Bill,"Answer: The chemist.

[Illustration: Fig. 2.]

[",Who gave the apple? 
58,Bill,"Answer: The apple-woman.

Question: Who did she give it to? Answer:",Who did Mary give the apple to? 
59,Jeff,"Answer: The man who was in the room when the apple was given.

Question",Who did Bill give the apple to? 
60,Jeff,"Answer: I did.

Question: What did she say?

Answer:",Who did Bill give the apple to? 
61,Bill,"]

    [Footnote 31: _Deutsches Museum_, II, p. 603",Who gave the apple to Jeff? 
62,Jeff,"Answer: The first man.

[Footnote 77: The first man is the first",Who gave the apple to Bill? 
63,Bill,"Answer: The King.

Q. What was the name of the King?
A",Who received the apple? 
64,Mary,"Answer: The King.

[Footnote 56: The King's answer to the question",Who gave the milk? 
65,Mary,"Answer: Bill.

Question: Who gave the apple to Bill?

Answer",Who gave the apple to Bill? 
66,Bill,Answer: The young man who was in the room when the apple was given.,Who did Mary give the apple to? 
67,Mary,"Answer: Bill.

Question: Who gave the apple to Bill?

Answer",Who did Bill give the apple to? 
68,apple,"Answer: ""I don't know,"" said the boy. ""I don't know,""",What did Bill give to Mary? 
69,Mary,"Answer: Bill gave the apple to the man who was driving the
train.

The",Who did Bill give the apple to? 
70,apple,"Answer: ""A whistle.""

[Illustration: ""A whistle.""]",What did Fred give to Jeff? 
71,Jeff,"Answer: The _Gazette_ of the 31st of May, 1877.",Who gave the football? 
72,Jeff,"Answer: The King.

[Sidenote: LONDON]

[",Who gave the football? 
73,apple,[Sidenote: _The following is a copy of a letter written by the,What did Fred give to Bill? 
74,apple,"Answer: A little bit of his heart.

“What did he give to Ruby",What did Fred give to Bill? 
75,Fred,"Answer: The Blaisdells.

Question: Who gave the football?",Who gave the football? 
76,Fred,"""I'm going to ask you, too, if you don't mind, to tell",Who gave the football? 
77,Mary,"that he was suddenly called upon to answer a question of
importance.

""",Who received the football? 
78,Mary,"Answer: The English Government.

[Illustration: The English Government]




[",Who gave the football? 
79,football,"Answer: ""A little money.""

Question: What did you do with it? Answer:",What did Mary give to Fred? 
80,milk,"Answer: ""He gave me a piece of tobacco, and a piece of bread, and",What did Fred give to Jeff? 
81,milk,"Answer: He gave him a beautiful box of candy.




[Illustration: ""I",What did Fred give to Jeff? 
82,Fred,"Answer: M. Baudoin, blacksmith,
M. Baudoin, blacksmith",Who did Jeff give the milk to? 
83,milk,Answer: Lester gave L. S. and M. S. stock.,What did Jeff give to Fred? 
84,Jeff,"Answer: Lester.

Question: Who gave the milk to Lester?",Who gave the milk to Fred? 
85,Fred,"Answer: ""I don't know,""--the secretary blushed again.

""",Who did Mary give the apple to? 
86,Fred,"Answer: The man who had the power to do so.




THE END.",Who gave the apple to Mary? 
87,Mary,"Answer: The apple was given to Adam.

Question: Who gave the apple to",Who gave the apple? 
88,Jeff,"Answer: ""Mary gave it to him.""

Q. What was the name of the",Who did Mary give the apple to? 
89,Jeff,"Answer: The boy who had the best chance to win.

""I've got",Who received the football? 
90,football,"Answer: She gave him a good horse, and a good horseman.




THE",What did Mary give to Jeff? 
91,Mary,"Answer: The boy who had the football.

""The boy who had the football",Who received the football? 
92,Mary,"[Illustration: ""I'VE GOT THE BOX""]


[Illustration: """,Who gave the football? 
93,Jeff,"Answer: Black Bill.

Question: What did Black Bill do with it?",Who did Mary give the football to? 
94,Bill,"Answer: He gave it to her.

Question: What did she do with it",Who did Fred give the apple to? 
95,Jeff,"Answer: She gave it to the first woman who came to the world.

""",Who did Mary give the apple to? 
96,Mary,"Answer: _The man who gave it to me._

[Illustration: A _",Who gave the apple to Jeff? 
97,apple,"Answer: A piece of the old stone wall, which was the only thing left of the",What did Jeff give to Fred? 
98,Fred,"Answer: Jeff.

""What did he give it to?""

""I",Who did Jeff give the apple to? 
99,milk,"Answer: ""A little bit of money.""

K.: ""What did she",What did Bill give to Mary? 
100,Bill,"""The following is a list of the names of the pupils who have been
present at",Who did Mary give the apple to? 
101,Bill,"Answer: The man who had the apple.

Question: Who was the man?",Who received the apple? 
102,Fred,"Answer: The apple was given to the Indians by the white man.

[Illustration",Who gave the apple? 
103,Bill,"Answer: The apple gave the Spirit of the Age.

Question: Who gave the apple?",Who gave the apple? 
104,apple,"Villebecque: A little money.

Question: What did she give to",What did Mary give to Bill? 
105,Jeff,"Answer: The milk was given to the cows.

De Maistre, in",Who received the milk? 
106,Mary,"[Illustration: Fig. 1.]

[Illustration: Fig. 2.]",Who gave the milk? 
107,Jeff,"Answer: ""The milk of the
mother of Jesus Christ.""

Question: Who gave the",Who did Mary give the milk to? 
108,football,"Answer: ""A little money, and a promise that she should not be left
alone",What did Bill give to Mary? 
109,Mary,"Answer: Martin Hartog.

Question: Who gave the ball?

Answer",Who gave the football? 
110,apple,"Answer: ""A little money, and a
little money to pay for the room."" ""Well",What did Jeff give to Mary? 
111,apple,"Answer: ""A little money, and a promise to pay for it when she got it",What did Jeff give to Mary? 
112,Mary,"Answer: Mandy.

Question: What did the doctor say? Answer: ""I have",Who gave the apple? 
113,Mary,"""The old Chief is very angry. He is very angry. He is very angry.",Who gave the apple? 
114,Mary,"Answer: The old man, who was a very good-looking man, and who had",Who received the apple? 
115,Bill,"Answer: The milk-pail.

Question: Who gave the milk?",Who gave the milk? 
116,milk,"Answer: She gave him a good deal of money, and a good deal of",What did Mary give to Bill? 
