,target,output,question
0,football,"Answer: ""A good many things.""

Question: What did John give to Jeff? Answer",What did Fred give to Jeff? 
1,Fred,"Answer: The Alcalde.

Question: What was the name of the Alcal",Who gave the football to Jeff? 
2,football,"Answer: Five dollars.

""What did you do with the rest of the money",What did Fred give to Jeff? 
3,Jeff,"""I don't know,"" said Dan, with a smile. ""I don't think",Who did Fred give the football to? 
4,Fred,"Answer: The old man.

Question: Who did he give the money to?",Who did Jeff give the football to? 
5,Jeff,"Answer: Mr. Geere.

[Illustration: THE APPLE]",Who gave the apple? 
6,Bill,"Answer: The apple was given to the little bird, and the bird was given to",Who received the apple? 
7,apple,"Answer: ""A good many things,"" she said. ""He was very good to me",What did Bill give to Fred? 
8,apple,"Answer: A pair of large, soft, white gloves, and a pair of very",What did Bill give to Fred? 
9,Fred,"Answer: The captain.

""The captain was a good shot, and he shot the captain",Who received the apple? 
10,Mary,"Answer: The boy.

Question: Who received the milk?

Answer:",Who received the milk? 
11,milk,"Answer: A piece of bread.

[Footnote 525: The 'linea' is a",What did Mary give to Bill? 
12,Bill,"Answer: The Phæacians.

Q. What was the name of the",Who received the milk? 
13,Bill,"Answer: The <context>John B. Smith</context>, who was a <context",Who did Mary give the milk to? 
14,milk,"Answer: A piece of bread.

Question: What did she give to him?",What did Mary give to Bill? 
15,Jeff,"Answer: Jasper Woodward.

The following letter was written by his wife to",Who received the football? 
16,Fred,"Answer: The _Megasthenes_ of the Greeks.

Question:",Who gave the football to Jeff? 
17,football,"[TN-21]


[TN-22]


[TN-23",What did Fred give to Jeff? 
18,Jeff,Answer: The _Achim_ (the _Achim_ is the name,Who received the football? 
19,Mary,"Answer: The cow.

Question: Who gave the milk?

Answer:",Who gave the milk? 
20,milk,"“He gave her a little box of matches,
  And a little box of matches",What did Jeff give to Mary? 
21,Mary,"Answer: Mr. Bill, who was a milk-seller.

Question:",Who gave the milk to Jeff? 
22,Mary,_Mr. P._ I have no doubt that it was given to him.,Who gave the milk to Jeff? 
23,Bill,"Answer: ""Jeff gave it to me.""

Question: Who gave the apple to Jeff",Who gave the apple to Jeff? 
24,Jeff,"Answer: The apple was given to the boy.

[Illustration: Fig. III",Who gave the apple? 
25,apple,"[37] The following is a translation of the passage in the Appendix,
which is",What did Jeff give to Fred? 
26,Fred,"Answer: The little girl.

Question: Who gave the apple?

Answer",Who received the apple? 
27,Jeff,"Answer: Ruby.

“I’m so glad you’re here, Ruby",Who received the apple? 
28,Jeff,Answer: The enemy. Answer: The enemy. Answer: The enemy. Answer: The enemy.,Who gave the apple? 
29,Fred,"Answer: To a young man who had
been in the army.




THE LITTLE",Who did Jeff give the apple to? 
30,Mary,"Answer: The milk-seller.

Question: Who gave the milk?",Who gave the milk? 
31,Bill,"Answer: The people of the Castle.

[22]

[23]",Who gave the milk? 
32,Bill,"Answer: The General Accountant.

Question: Who gave the milk to the Castle",Who gave the milk to Mary? 
33,milk,"Answer: ""A little bit of a bit of a bit of a bit of a bit",What did Bill give to Mary? 
34,apple,"Answer: ""A little bit of a kiss.""

""What did you give him",What did Mary give to Fred? 
35,Jeff,"Answer: Uncle David.

""I was very sorry for Madam Bolling,",Who did Fred give the milk to? 
36,Jeff,"Answer: The child.

Question: Who gave the milk to the child?",Who did Fred give the milk to? 
37,milk,"""I am, dear,

  ""Your very affectionate
  ""J.",What did Jeff give to Mary? 
38,milk,"Answer: A little bit of a loaf of bread.

Question: What did you",What did Jeff give to Mary? 
39,Fred,"Answer: A man.

Question: Who gave the apple?

Answer:",Who gave the apple? 
40,Mary,"Answer: Mr. Callender.

""I am very sorry, sir, that I have",Who gave the milk? 
41,milk,"Answer: ""A good many things.""

Question: What did Mary give to Fred",What did Mary give to Fred? 
42,Jeff,"Answer: The cocher.

""Ah, yes, it has been a long",Who gave the milk? 
43,Fred,"The answer is given by the servant, who is a man of the world, and who",Who received the milk? 
44,Mary,"Explanation: The boy, who had been left in the room, was the one who",Who gave the milk? 
45,Bill,"Answer: The milk was given to the child.

Question: Who gave the milk to the",Who did Mary give the milk to? 
46,milk,"Answer: A bunch of flowers.

""She was very much surprised to see me",What did Mary give to Bill? 
47,Mary,"Answer: Aunt Margaret.

""I am going to be married some day.",Who gave the milk? 
48,Mary,"Answer: K.

""What did he give her?""

""A'",Who did Bill give the milk to? 
49,Bill,"Answer: The nurse.

Question: Who gave the milk to the young man?",Who gave the milk to Mary? 
50,Mary,"Answer: The apple was given to Fred.




THE END.




Transcriber",Who gave the apple to Fred? 
51,Fred,"Answer: I.

""I wish you had been a little more careful, and",Who gave the apple to Mary? 
52,apple,"Answer: A little of his own self-control, a little of his own self-",What did Fred give to Mary? 
53,apple,"Answer: She gave him a letter to the king, and a letter to the king's",What did Mary give to Jeff? 
54,apple,"Papineau: I gave him a good dinner.

Papineau: I",What did Mary give to Jeff? 
55,Fred,"Answer: Jimmy.

Question: Who was the first to fire?
Answer: Jimmy",Who received the football? 
56,football,"Answer: He gave him a book.

Question: What did Bill give to you",What did Bill give to Fred? 
57,Bill,"Answer: Mary.

Question: Who gave the apple?

Answer: Mary",Who gave the apple? 
58,Bill,"""I have no doubt,"" said the judge, ""that the man who gave it to",Who did Mary give the apple to? 
59,Jeff,"Answer: You.

Question: Who gave the apple to you?

Answer",Who did Bill give the apple to? 
60,Jeff,"Answer: The boy who had been in the room.




THE LITTLE L",Who did Bill give the apple to? 
61,Bill,"Answer: The professor.

""What do you mean by saying that you are going",Who gave the apple to Jeff? 
62,Jeff,"THE PASSING OF THE BISHOP OF NEW YORK.


The Bishop of",Who gave the apple to Bill? 
63,Bill,"Answer: I did.

Question: Who gave it to you?

Answer",Who received the apple? 
64,Mary,"Answer: Who gave the milk?

""But we can't write to a magazine",Who gave the milk? 
65,Mary,"Answer: Bill.

Question: Who gave the apple to Bill?
Answer: Bill",Who gave the apple to Bill? 
66,Bill,"Answer: The first person who saw it was the first person who saw the
cell.",Who did Mary give the apple to? 
67,Mary,"Answer: The man who gave it to him.




CHAPTER XIV.",Who did Bill give the apple to? 
68,apple,"Answer: A pair of shoes.

""Now, Bill, he was a good deal of",What did Bill give to Mary? 
69,Mary,"Answer: The man who had the apple.

""I'll tell you,"" said",Who did Bill give the apple to? 
70,apple,"Answer: A piece of yellow paper.




THE END.




Transcriber",What did Fred give to Jeff? 
71,Jeff,"Answer: “Der Empfindsamkeit.”

The “Empfindsamkeit”",Who gave the football? 
72,Jeff,"]

[Footnote 8: “Der Gefühller,” 1779, p.",Who gave the football? 
