,target,output,question
0,hallway,"Answer: In the kitchen.

Question: What is the matter with the milk?",Where is the milk? 
1,hallway,"Answer: In the House of Commons.

[Illustration: The House of Commons.]",Where is the football? 
2,hallway,"Answer: In the case of the football, the question is not whether the
game is",Where is the football? 
3,hallway,"Answer: In the field.

[Illustration: Fig. 1.--The football.]",Where is the football? 
4,garden,"Answer: In the wagon.

Question: Where is the horse?

Answer",Where is the milk? 
5,garden,"[Illustration: “The milk is in the house.”]

[Illustration: “",Where is the milk? 
6,bedroom,"Answer: In the forest, where the wild boar is wont to roam.",Where is the football? 
7,bedroom,"Answer: In the milk-pail.

/The/ young student should,",Where is the milk? 
8,kitchen,"Answer: In the field.

Question: Where is the ball?
Answer: In",Where is the football? 
9,kitchen,"Answer: In the cave.

""Well, I'll be darned!""",Where is the football? 
10,bedroom,"Answer: In the football-ground.

[Illustration: The football-ground.]",Where is the football? 
11,hallway,"Answer: The football is in the field.

_May_ 18.--The girls",Where is the football? 
12,garden,"A. Hall: In the cellar.

Q. What is the milk?",Where is the milk? 
13,garden,"[12] The Germans have always been the first to adopt the pointed
arched style",Where is the milk? 
14,bathroom,"Answer: In the garden of the palace of the Pharaohs.

Question:",Where is the apple? 
15,garden,"Answer: In the milk-pail.

Cyril was about to return",Where is the milk? 
16,garden,"Answer: The milk is in the milk-pail.

[Illustration: THE",Where is the milk? 
17,garden,"Answer: In the milk-pail.

Question: What is the milk?",Where is the milk? 
18,kitchen,"She was then taken to the prison of the Temple, where she remained for
three days",Where is the apple? 
19,kitchen,"Answer: In the apple-tree.

[Illustration: The apple-tree.]",Where is the apple? 
20,bedroom,"Answer: In the apple tree.

[Illustration: THE COLD HARBOR",Where is the apple? 
21,bedroom,"[Illustration:

_From a painting by
<context>

Thomas Mart",Where is the apple? 
22,bathroom,"Answer: In the hall.

Question: What is the matter with you?",Where is the football? 
23,bathroom,"Answer: In the field.

Q. What is the football?

A",Where is the football? 
24,bedroom,"Answer: In the house of the Lord.

Question: What is the meaning of",Where is the milk? 
25,kitchen,was not altogether unpalatable to the young man. He was not a man to,Where is the milk? 
26,kitchen,"Answer: In the barn.

Question: What is the milk for?",Where is the milk? 
27,bathroom,"Answer: In the apple-tree.

Question: Where is the apple?",Where is the apple? 
28,bathroom,"Answer: In the apple-tree.

Question: What is the apple?",Where is the apple? 
29,kitchen,"Answer: In the Flemish BLOOD.




[Illustration: THE F",Where is the milk? 
30,garden,"Sterne: In the _Spectator_ and _Tatler_, where the",Where is the apple? 
31,garden,"Answer: In the garden.

[Illustration: THE GARDEN.]

[",Where is the apple? 
32,kitchen,"Answer: In the stable.

Question: What is the name of the horse?",Where is the football? 
33,kitchen,"Answer: In the tree.

Question: Where is the apple?

Answer",Where is the apple? 
34,kitchen,"Answer: In the apple-tree.

Question: Where is the apple?",Where is the apple? 
35,office,"Answer: In the house of the man who has been murdered.

Question: Where",Where is the milk? 
36,kitchen,"Answer: In the field.

Question: What is the name of the game?",Where is the football? 
37,kitchen,"Answer: The football is in the Temple.

Question: What is the name of",Where is the football? 
38,kitchen,"Answer: In the United States, in the United States football.

[Illustration:",Where is the football? 
39,bedroom,"Answer: The milk is in the barn.

Question: Where is the money?",Where is the milk? 
40,bedroom,"A. (P.S.) The milk is in the house.

P.",Where is the milk? 
41,office,"Answer: In the house.

Q. What is the name of the house?",Where is the milk? 
42,office,"Answer: In the house of the old man, who is now dead.

Question",Where is the milk? 
43,office,"Answer: The milk is in the cow.

""But what's the cow doing",Where is the milk? 
44,kitchen,"[Footnote: The first letter of the first paragraph of the first
sentence of the first",Where is the apple? 
45,bedroom,"Answer: In the cellar.

Paine's health was now so far gone that he",Where is the milk? 
46,office,"""I'm not a little girl, and I don't want to be a little girl",Where is the football? 
47,bathroom,"Answer: In the football field.

Question: What is the football?
Answer:",Where is the football? 
48,bathroom,"Answer: In the field.

Question: What is the name of the football?",Where is the football? 
49,bedroom,"Answer: In the house.

Paine, in his letter to the Speaker,",Where is the milk? 
50,bathroom,"The answer is, in the case of the Westinghouse and the Westinghouse",Where is the milk? 
51,hallway,"Answer: In the garden of the King of the Kings.

[Illustration: The",Where is the apple? 
52,kitchen,"Answer: In the field.

[Illustration: The English had been driven from the",Where is the football? 
53,kitchen,"Answer: In the park.

Question: Where is the football?
Answer: In",Where is the football? 
54,kitchen,"Answer: In the library.

Question: Where is the library?

Answer",Where is the football? 
55,bathroom,"Answer: In the apple-tree.

Question: What is the apple? Answer: The",Where is the apple? 
56,bathroom,"Answer: In the north.

“The tunnel leads to the north, thence",Where is the milk? 
57,kitchen,"Answer: In the milk-pail.

Question: What is the milk-",Where is the milk? 
58,kitchen,"Answer: In the milk-pail.

Question: What is the milk?",Where is the milk? 
59,bedroom,"Answer: In the apple-tree.

Question: What is the name of the apple",Where is the apple? 
60,garden,"Answer: In the house of the Lord.

[Illustration: THE LADY OF",Where is the milk? 
61,garden,"Answer: The milk is in the cow.

Question: Where is the cow?",Where is the milk? 
62,kitchen,"Answer: In the box.

The King was not aware of the fact, and",Where is the football? 
63,kitchen,"[Illustration: THE BULL RUN BALL GAME]

[Illustration: THE",Where is the football? 
64,kitchen,"Answer: In the field.

""And what do you do with the football?""",Where is the football? 
65,kitchen,"Answer: In the field.

Question: What is the name of the football?",Where is the football? 
66,kitchen,"Answer: In the room.

""What is the name of the football?""",Where is the football? 
67,bedroom,"Answer: In the house.

""I have a letter from the President of the",Where is the milk? 
68,bedroom,"Answer: In the milk-pail.

Question: What is the milk?",Where is the milk? 
69,bedroom,"The answer: ""In the field.""

The question: What is the game?",Where is the football? 
70,garden,"_Answer_: The apple is in the garden.

_Question_: What is the",Where is the apple? 
71,garden,"Answer: In the apple-tree.

Question: What is the apple?",Where is the apple? 
72,bathroom,"Answer: In the garden.

Question: What is the apple?

Answer",Where is the apple? 
73,bathroom,"Answer: In the apple-tree.

[Illustration: THE APPLE-T",Where is the apple? 
74,bathroom,"Answer: In the apple-tree.

    Q. What is the apple? A. The",Where is the apple? 
75,office,"Answer: In the apple-tree.

Question: Where is the apple?",Where is the apple? 
76,hallway,"Answer: In the milk-pail.

""What is the matter with you",Where is the milk? 
77,hallway,"[Enter the two men.]

[Enter the two men.]

[Enter",Where is the milk? 
78,hallway,"Answer: In the cow’s milk-pail.

Bearwardcote",Where is the milk? 
