,target,output,question
0,hallway,"Answer: He is in the library.

""I am so glad you are here",Where is John? 
1,bathroom,"Answer: She is in the parlor.

Q. What is the matter?",Where is Mary? 
2,kitchen,"Answer: She is in the kitchen.

[Illustration: The gentleman for whom the house",Where is Sandra? 
3,hallway,"Answer: She is in the churchyard.

Question: Where is the church?",Where is Sandra? 
4,kitchen,"Answer: In the pocket of my coat.

Question: Where is the pocket?",Where is Sandra? 
5,hallway,"THE STORY OF THE BIRDS.


The story of the birds is a",Where is Sandra? 
6,garden,"Answer: She is in the house.




THE STORY OF THE WAR.",Where is Sandra? 
7,hallway,"Answer: He is in the tent.

Question: What is he doing?",Where is Daniel? 
8,office,"Answer: She is in the kitchen.

""I am so glad you are here",Where is Sandra? 
9,office,"Answer: He is in the house.

Question: What is the matter with him",Where is Daniel? 
10,kitchen,"Answer: In the house.

Question: What is the matter?

Answer",Where is Mary? 
11,garden,"Answer: She is in the garden, and I am in the house.

""",Where is Mary? 
12,office,"""I have heard of a man who was a great man in his day, and yet",Where is Daniel? 
13,bedroom,"Answer: She is in the church.

Question: What is the matter?",Where is Mary? 
14,bedroom,"""I'm sorry, Mrs. Boyd,"" Pauline said, ""but I've been",Where is Mary? 
15,kitchen,"Answer: He's in the library.

Question: What is he doing?",Where is John? 
16,garden,_Sermon: The Church is the only home of the poor. The Church is,Where is John? 
17,kitchen,"Answer: He is in the house.

Question: What is the name of the",Where is John? 
18,office,Answer: Daniel is a man of ther kind. He is a man of ther,Where is Daniel? 
19,kitchen,"Answer: In the ""Life of Randolph,"" by Thomas Paine.




[Illustration",Where is John? 
20,hallway,"Answer: In the Bible.

[Illustration: The Paine Memorial]",Where is Mary? 
21,office,"Answer: In the New York _Times_ of March 15th, 1803.",Where is John? 
22,office,"Answer: John is in the tunnel.

The question was put by the chairman of",Where is John? 
23,hallway,"Answer: In the United States.

Question: What is the number of deaths in",Where is Sandra? 
24,bedroom,"Answer: In the Bible.

Question: Where is the Bible?

Answer",Where is Daniel? 
25,bedroom,"Answer: She is in the house of the King.

Question: What is the",Where is Sandra? 
26,bedroom,"Paine: In the house.

Q: What is the name of the house",Where is Mary? 
27,kitchen,"Answer: In the library of the University of Pennsylvania, Philadelphia,
Pennsylvania.",Where is Daniel? 
28,kitchen,"Answer: He is in the garden.

Question: What is the matter?",Where is Daniel? 
29,kitchen,"Answer: He is in the house.

Question: What is the name of the",Where is Daniel? 
30,hallway,"Answer: In the garden.

""And what do you mean by it, sir",Where is Sandra? 
31,office,"‘The question was put to the three directors, and they said, “We will",Where is John? 
32,kitchen,"Answer: She is in the country.

Question: How is she?",Where is Sandra? 
33,kitchen,Answer: She is in the “Society” at the “Society” in London,Where is Sandra? 
