,target,output,question
0,football,"apple,e,e,e,e,e,e,e,e,e,",What did Fred give to Jeff? 
1,Fred,"Mary,e,e,e,e,e,e,e,e,e,",Who gave the football to Jeff? 
2,football,"football, football, football, football, football, football, football, football, football, football,",What did Fred give to Jeff? 
3,Jeff,"Mary,e,e,e,e,e,e,e,e,e,",Who did Fred give the football to? 
4,Fred,"Mary,e,e,e,e,e,e,e,e,e,",Who did Jeff give the football to? 
5,Jeff,"Mary,e,e,e,e,e,e,e,e,e,",Who gave the apple? 
6,Bill,"Mary,e,e,e,e,e,e,e,e,e,",Who received the apple? 
7,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Bill give to Fred? 
8,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Bill give to Fred? 
9,Fred,"Mary,e,e,e,e,e,e,e,e,e,",Who received the apple? 
10,Mary,"Mary,e,e,e,e,e,e,e,e,e,",Who received the milk? 
11,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Mary give to Bill? 
12,Bill,"Mary,e,e,e,e,e,e,e,e,e,",Who received the milk? 
13,Bill,"Fred,e,e,e,e,e,e,e,e,e,",Who did Mary give the milk to? 
14,milk,"apple,e,e,e,e,e,e,e,e,e,",What did Mary give to Bill? 
15,Jeff,"Mary,e,e,e,e,e,e,e,e,e,",Who received the football? 
16,Fred,"Mary,e,e,e,e,e,e,e,e,e,",Who gave the football to Jeff? 
17,football,"apple,e,e,e,e,e,e,e,e,e,",What did Fred give to Jeff? 
18,Jeff,"Mary,e,e,e,e,e,e,e,e,e,",Who received the football? 
19,Mary,"Jeff,e,e,e,e,e,e,e,e,e,",Who gave the milk? 
20,milk,"milk, milk, milk, milk, milk, milk, milk, milk, milk, milk,",What did Jeff give to Mary? 
21,Mary,"Fred,e,e,e,e,e,e,e,e,e,",Who gave the milk to Jeff? 
22,Mary,"Mary,e,e,e,e,e,e,e,e,e,",Who gave the milk to Jeff? 
23,Bill,"Mary,e,e,e,e,e,e,e,e,e,",Who gave the apple to Jeff? 
24,Jeff,"Mary,e,e,e,e,e,e,e,e,e,",Who gave the apple? 
25,apple,"apple, apple, apple, apple, apple, apple, apple, apple, apple, apple,",What did Jeff give to Fred? 
26,Fred,"Mary,e,e,e,e,e,e,e,e,e,",Who received the apple? 
27,Jeff,"Fred, Jeff, Mary, Mary, Mary, Mary, Mary, Mary, Mary, Mary,",Who received the apple? 
28,Jeff,"Mary,e,e,e,e,e,e,e,e,e,",Who gave the apple? 
